,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.roughnessCoating1,PremirrorM2.roughnessCoating1,PG.roughnessSubstrate,M3.roughnessCoating1,KB_ver.roughnessCoating1,KB_hor.roughnessCoating1,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
510,510,0.01,750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.4,,0.75,9020.5,2.255125,750.0,0.0356602385679138,0.0094591807172303,0.00317734446102,-0.0005910798067186,1.3038286782385897e-06,25506060284363.15,21.195850472878423,47.80055302780857,540636899131171.4,0.0008332839085081,0.0004711017335077
511,511,0.01,750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,,0.75,9122.0,2.2805,750.0,0.036356098729243,0.0093334500603034,0.0030806548210924,-0.0005771664882317,-2.096345345791148e-06,25793058246656.023,20.712891112758868,47.22441482608469,534120623667374.9,0.0008426601422772,0.0004764026398821
512,512,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,11270.9,2.8177250000000003,1000.0,0.0565815100570716,0.0090233790797223,0.0031280977256739,-0.0005310615938038,-2.3420218749537766e-06,21465421455053.902,17.795385078395967,50.13998357587697,381966259732827.1,0.0009375797572484,0.0004940292212616
513,513,0.01,1000.0,5,1,400000.0,0.3,0.3,0.3,0.3,0.3,0.3,,1.0,11302.9,2.825725,1000.0,0.0549893553159335,0.0091680789450009,0.0031385073330659,-0.0005342831325034,-2.144636053601086e-07,21526365433490.566,18.36798538010928,51.93418890465798,395634511091347.9,0.0009402417054719,0.0004954318541552
514,514,0.01,1000.0,5,1,400000.0,0.1,0.0,0.0,0.0,0.0,0.0,,1.0,11299.4,2.82485,1000.0,0.0525388962663327,0.0091450855036276,0.0031093169428203,-0.0005346078568479,-9.699491599957604e-07,21519699685849.05,19.18332509787121,54.197465110047474,412876143123530.06,0.0009399505548849,0.0004952784411825
515,515,0.01,1000.0,5,1,400000.0,0.2,0.0,0.0,0.0,0.0,0.0,,1.0,11242.5,2.8106250000000004,1000.0,0.0557677244352361,0.0092435427405638,0.0031219070838232,-0.0005325830216906,7.316987178331892e-07,21411333674191.37,18.208914513660545,51.1974052552222,390021695235885.8,0.0009352172782001,0.0004927843845686
516,516,0.01,1000.0,5,1,400000.0,0.3,0.0,0.0,0.0,0.0,0.0,,1.0,11296.0,2.824,1000.0,0.0513745904449478,0.0089508410749215,0.0031727532045343,-0.000553257531234,-1.380663544385838e-07,21513224388140.164,19.622001966013844,55.39081966037412,421967114871329.4,0.0009396677228862,0.0004951294114375
517,517,0.01,1000.0,5,1,400000.0,0.4,0.0,0.0,0.0,0.0,0.0,,1.0,11287.3,2.821825,1000.0,0.0541050315000801,0.0091878627387971,0.0031585355680114,-0.0005426493690589,-2.6434630410175745e-06,21496655244002.7,18.571111969567177,52.41799437256142,399320139841778.3,0.0009389440057129,0.0004947480706195
518,518,0.01,1000.0,5,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,,1.0,11308.4,2.8271000000000006,1000.0,0.0534599547073525,0.0094224018759451,0.0031250468284802,-0.0005415995934285,1.4814947914703512e-06,21536840179784.363,18.76777213688003,53.07270833924831,404307749075271.4,0.0009406992278228,0.0004956729316838
519,519,0.01,1000.0,5,1,400000.0,0.0,0.1,0.0,0.0,0.0,0.0,,1.0,11343.1,2.8357750000000004,1000.0,0.0546998608606372,0.0093507081444435,0.0031872151600684,-0.0005240393006289,5.470897963534787e-06,21602926306401.617,18.33365897432254,51.9878357815476,396043192854892.1,0.0009435857779276,0.0004971939117278
520,520,0.01,1000.0,5,1,400000.0,0.0,0.2,0.0,0.0,0.0,0.0,,1.0,11394.9,2.8487250000000004,1000.0,0.054695407614929,0.0091389653935363,0.0031663445311581,-0.0005580154192687,6.338526345221027e-06,21701579371495.957,18.471535513044312,52.61318580916814,400807107679725.9,0.0009478948066144,0.0004994644237243
521,521,0.01,1000.0,5,1,400000.0,0.0,0.3,0.0,0.0,0.0,0.0,,1.0,11304.9,2.826225,1000.0,0.0544746906269437,0.0092794776244604,0.0030961549823851,-0.0005696557699022,2.535160815215681e-06,21530174432142.86,18.44370164635968,52.13987401869112,397201419735644.9,0.0009404080772358,0.000495519518711
522,522,0.01,1000.0,5,1,400000.0,0.0,0.4,0.0,0.0,0.0,0.0,,1.0,11315.2,2.8288,1000.0,0.0552446841068216,0.0090060240889276,0.0031436909796835,-0.0005310787138126,-5.603239173502049e-06,21549790775202.16,18.17159320216128,51.39317149534385,391513041925460.8,0.0009412648918203,0.0004959709911736
523,523,0.01,1000.0,5,1,400000.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.0,11246.1,2.8115250000000005,1000.0,0.0527871864415828,0.0094031387614855,0.0031009061512463,-0.0005487752764817,7.03807448953286e-07,21418189871765.5,19.11478314089475,53.73896779484262,409383311812141.1,0.0009355167473752,0.0004929421807691
524,524,0.01,1000.0,5,1,400000.0,0.0,0.0,0.1,0.0,0.0,0.0,,1.0,11332.8,2.8332,1000.0,0.0541947889336256,0.009153455461616,0.0031420699363737,-0.000559929365191,2.6499047780202e-06,21583309963342.32,18.4904724637426,52.38392456863205,399060596167276.8,0.0009427289633432,0.0004967424392651
525,525,0.01,1000.0,5,1,400000.0,0.0,0.0,0.2,0.0,0.0,0.0,,1.0,11350.5,2.837625,1000.0,0.0530748242397293,0.0090107472571277,0.0031318012486648,-0.0005209677836464,2.884289455545433e-07,21617019601415.094,19.06601656619645,54.11780172349141,412269267659472.2,0.0009442013534543,0.0004975182705844
526,526,0.01,1000.0,5,1,400000.0,0.0,0.0,0.3,0.0,0.0,0.0,,1.0,11280.1,2.820025,1000.0,0.0532758941113001,0.0092707254125881,0.0031067474574537,-0.000554077906437,-3.1327441654448906e-06,21482942848854.445,18.93440757947913,53.378586224016544,406637925976967.1,0.0009383450673626,0.0004944324782185
527,527,0.01,1000.0,5,1,400000.0,0.0,0.0,0.4,0.0,0.0,0.0,,1.0,11286.8,2.8217,1000.0,0.0557557096953814,0.0091482035594265,0.0031345271395158,-0.0005664762700784,2.1535153976874245e-06,21495702994339.62,18.109230894423398,51.091745508930536,389216779573433.1,0.0009389024127719,0.0004947261544806
528,528,0.01,1000.0,5,1,400000.0,0.0,0.0,0.5,0.0,0.0,0.0,,1.0,11299.6,2.8249,1000.0,0.0555277804447313,0.0089935167423206,0.0031175137778615,-0.0005293188406504,7.781138680817012e-07,21520080585714.29,18.137594402053757,51.228168704627535,390256051110535.25,0.0009399671920613,0.000495287207638
529,529,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.1,0.0,0.0,,1.0,11310.2,2.82755,1000.0,0.0534419165571875,0.0095610232453332,0.003107123143515,-0.0005280655764503,7.915562108182585e-07,21540268278571.43,18.86019378826444,53.3217353960537,406204836522782.9,0.0009408489624104,0.000495751829784
530,530,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.2,0.0,0.0,,1.0,11305.6,2.8264,1000.0,0.0527882084018869,0.0093043719283501,0.003221404323546,-0.0005364790890594,-3.819281995139445e-06,21531507581671.16,19.0273212472976,53.769993300778616,409619664032734.9,0.0009404663073532,0.0004955502013056
531,531,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,,1.0,11317.3,2.8293250000000003,1000.0,0.0537116673751483,0.0090446183538068,0.0031512339872655,-0.0005516570727956,2.486514484342393e-06,21553790223787.062,18.70716192364204,52.92732745940714,403200237924503.6,0.0009414395821725,0.0004960630389573
532,532,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.4,0.0,0.0,,1.0,11330.4,2.8326,1000.0,0.0512773964790653,0.0090285345780476,0.0031537868538503,-0.0005469348944374,2.76246411945649e-06,21578739164959.566,19.648299982050805,55.64947229959982,423937529979773.9,0.0009425293172264,0.0004966372417981
533,533,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,,1.0,11306.5,2.826625,1000.0,0.0549150961528425,0.0090422171849231,0.003102502382162,-0.0005455478989388,-4.91171051882655e-06,21533221631064.69,18.40078253981508,52.00544505784344,396177340274249.6,0.000940541174647,0.0004955896503557
534,534,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.1,0.0,,1.0,11297.0,2.82425,1000.0,0.0537621116138324,0.0094626414196956,0.0030646329064432,-0.0005588956441573,-1.4111962312035396e-06,21515128887466.305,18.757262857787985,52.97175836025333,403538712407390.06,0.0009397509087682,0.0004951732437154
535,535,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.2,0.0,,1.0,11319.2,2.8298,1000.0,0.0524163943101484,0.0092176752913406,0.0031108858065002,-0.0005265126179676,-4.081852314882841e-06,21557408772506.73,19.265132935043447,54.52412354528538,415364626202691.4,0.0009415976353482,0.0004961463202853
536,536,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.3,0.0,,1.0,11365.8,2.8414500000000005,1000.0,0.0542786358464695,0.0091509910042739,0.0031101847489506,-0.0005460644919379,-4.403369929914602e-06,21646158441105.12,18.55867358775545,52.73916996575056,401766854644990.8,0.0009454740974486,0.0004981889044366
537,537,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.4,0.0,,1.0,11301.5,2.825375,1000.0,0.0547263031228112,0.0095283913144507,0.0031059801089044,-0.0005623683121094,3.5837776157723925e-06,21523699134433.965,18.46998447195964,52.20567667953616,397702704228596.7,0.0009401252452371,0.0004953704889661
538,538,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.5,0.0,,1.0,11335.9,2.833975,1000.0,0.0563819379606456,0.0093996558867636,0.0031080707820895,-0.000559041108024,1.3623513365491043e-06,21589213911253.367,17.809236236912202,50.48016678871961,384557774531326.4,0.0009429868395773,0.0004968783193267
539,539,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.1,,1.0,11323.3,2.8308250000000004,1000.0,0.0522008041738672,0.0088962730880752,0.0031049808705263,-0.0005375498091669,-4.513433619525858e-06,21565217219743.934,19.37243115979041,54.8267945471296,417670373078916.0,0.0009419386974643,0.0004963260326248
540,540,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.2,,1.0,11352.9,2.8382250000000004,1000.0,0.0549063125793849,0.0093104583722866,0.0031733941397197,-0.0005533160166912,-4.304043727886076e-06,21621590399797.844,18.29571254726499,51.93132001681887,395612655911522.3,0.0009444009995711,0.0004976234680514
541,541,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,,1.0,11304.7,2.826175,1000.0,0.0540353412647504,0.0092222322215512,0.0031288257412042,-0.0005724651871752,3.664544437291493e-06,21529793532277.63,18.592203452819973,52.53855852806098,400238597253403.2,0.0009403914400594,0.0004955107522554
542,542,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.4,,1.0,11318.2,2.82955,1000.0,0.0506583808843288,0.0095659169217633,0.0031066194402976,-0.0005550573447744,-2.9875307380966355e-06,21555504273180.59,19.90048334219579,56.327119820871246,429099846970276.3,0.0009415144494662,0.0004961024880074
543,543,0.01,1000.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,,1.0,11321.0,2.83025,1000.0,0.0543283160007262,0.0091725875855087,0.0031895480036068,-0.0005467719590769,-7.98094400622699e-06,21560836871293.8,18.541896182109088,52.47316863056062,399740457190498.56,0.0009417473699358,0.0004962252183856
544,544,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.25,13363.4,3.34085,1250.0,0.0743969647009634,0.0091832220499355,0.0031443610768521,-0.0005006124040933,-2.2598389132856307e-07,24805254441666.668,16.90011931710553,56.45818046122336,419192580227839.8,0.0013559134702648,0.0008610752983328
545,545,0.01,1250.0,5,1,400000.0,0.3,0.3,0.3,0.3,0.3,0.3,,1.25,13305.4,3.3263499999999997,1250.0,0.0710141543311919,0.0092164961198285,0.0032187833715475,-0.0005047025143806,-2.8950610258210765e-06,24697594358333.336,17.79754409006058,59.1902795741853,439477960791730.3,0.0013500285172381,0.0008573380482839
546,546,0.01,1250.0,5,1,400000.0,0.1,0.0,0.0,0.0,0.0,0.0,,1.25,13336.3,3.334075,1250.0,0.0754405048568514,0.0092519376339245,0.0031026295915527,-0.0005102929141591,-3.233654897887062e-07,24754951195833.336,16.77305012764664,55.92816035743535,415257269293898.0,0.0013531637766954,0.0008593291004652
547,547,0.01,1250.0,5,1,400000.0,0.2,0.0,0.0,0.0,0.0,0.0,,1.25,13327.0,3.3317499999999995,1250.0,0.0762796758518561,0.0090960904707383,0.0031024674567527,-0.000527676934984,-2.8490526874799182e-06,24737688458333.336,16.479304690159683,54.91450531255818,407731049528192.4,0.001352220154917,0.0008587298517504
548,548,0.01,1250.0,5,1,400000.0,0.3,0.0,0.0,0.0,0.0,0.0,,1.25,13290.6,3.3226499999999994,1250.0,0.0731591625136615,0.0092104503363536,0.0032060886905383,-0.0005102194222791,3.912262863931102e-06,24670122475000.0,17.17970661358847,57.07714471322811,423788286638266.4,0.0013485268395693,0.000856384405168
549,549,0.01,1250.0,5,1,400000.0,0.4,0.0,0.0,0.0,0.0,0.0,,1.25,13380.8,3.3452,1250.0,0.0753581690196824,0.0093055392104318,0.0031292855698714,-0.0005192093163377,8.636944185713607e-07,24837552466666.664,16.75522253262801,56.03864852303953,416077625508814.56,0.0013576789561727,0.0008621964733475
550,550,0.01,1250.0,5,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,,1.25,13327.6,3.3319,1250.0,0.0815256095395625,0.0090557054896662,0.0030862181872399,-0.0005170374359398,9.70446232300798e-07,24738802183333.33,15.383794172690637,51.26322106763176,380620872556987.9,0.0013522810337414,0.0008587685129579
551,551,0.01,1250.0,5,1,400000.0,0.0,0.1,0.0,0.0,0.0,0.0,,1.25,13357.0,3.33925,1250.0,0.0747163986963641,0.0090157927264598,0.0030990175398509,-0.0005171396555366,1.7879788995057488e-06,24793374708333.33,16.894844913082846,56.37703371453976,418590079158172.06,0.0013552640961377,0.0008606629121206
552,552,0.01,1250.0,5,1,400000.0,0.0,0.2,0.0,0.0,0.0,0.0,,1.25,13295.0,3.3237500000000004,1250.0,0.075037567523077,0.0089452585804523,0.0030943166958514,-0.0005033615126257,4.616080665009681e-06,24678289791666.664,16.760896895335957,55.70072899662212,413568629345086.4,0.0013489732842817,0.000856667920689
553,553,0.01,1250.0,5,1,400000.0,0.0,0.3,0.0,0.0,0.0,0.0,,1.25,13354.8,3.3387,1250.0,0.0756188837025319,0.0090960766902211,0.0031726198593092,-0.0005131839668526,-8.053910342082811e-07,24789291050000.0,16.619518942183866,55.50523695176862,412117133494056.6,0.0013550408737815,0.0008605211543601
554,554,0.01,1250.0,5,1,400000.0,0.0,0.4,0.0,0.0,0.0,0.0,,1.25,13212.0,3.303,1250.0,0.0730981522110823,0.0091440239352637,0.0030721790735466,-0.0005160805532567,-9.018104930717602e-07,24524224500000.008,17.19619592600639,56.80471703803839,421765556554595.3,0.0013405517135712,0.0008513197869983
555,555,0.01,1250.0,5,1,400000.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.25,13348.6,3.3371500000000003,1250.0,0.0742783094462992,0.0091162331280628,0.003173969368012,-0.000541650916066,4.543882615050497e-06,24777782558333.33,16.91951289314415,56.460657330028845,419210970565909.1,0.0013544117925959,0.0008601216552169
556,556,0.01,1250.0,5,1,400000.0,0.0,0.0,0.1,0.0,0.0,0.0,,1.25,13347.0,3.33675,1250.0,0.0710663666748586,0.0088344472114043,0.0031446067560239,-0.0005134513300926,4.218358341960432e-06,24774812625000.0,17.660217187709424,58.9091574058124,437390675545256.06,0.0013542494490641,0.0008600185586639
557,557,0.01,1250.0,5,1,400000.0,0.0,0.0,0.2,0.0,0.0,0.0,,1.25,13239.8,3.30995,1250.0,0.0710387261639879,0.0091228322118386,0.0031025537692191,-0.0005025335925299,-2.919081674585058e-06,24575827091666.668,17.688166998216083,58.54699401343258,434701672717401.5,0.0013433724324357,0.000853111089608
558,558,0.01,1250.0,5,1,400000.0,0.0,0.0,0.3,0.0,0.0,0.0,,1.25,13294.4,3.3236000000000003,1250.0,0.0730467885254483,0.0089976837277961,0.0030269904991832,-0.000522432178184,1.7695223303375308e-06,24677176066666.67,17.199547156337,57.165778752663776,424446379608736.4,0.0013489124054573,0.0008566292594816
559,559,0.01,1250.0,5,1,400000.0,0.0,0.0,0.4,0.0,0.0,0.0,,1.25,13272.8,3.3182,1250.0,0.0761900832356559,0.0092254368061526,0.0031366121325518,-0.0005077252310128,-6.330644212593792e-07,24637081966666.664,16.488910529546636,54.714437449560855,406245578990081.1,0.0013467207677784,0.0008552374560151
560,560,0.01,1250.0,5,1,400000.0,0.0,0.0,0.5,0.0,0.0,0.0,,1.25,13257.4,3.31435,1250.0,0.0721328865980012,0.009357161594415,0.0031768117468659,-0.0005269000365527,3.3200764534835345e-06,24608496358333.336,17.478667047172138,57.90372103804928,429925478087342.9,0.0013451582112852,0.0008542451516918
561,561,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.1,0.0,0.0,,1.25,13332.8,3.3331999999999997,1250.0,0.0740884551792759,0.0087660689903757,0.0030828207129801,-0.0005077320162669,2.5301385207201314e-06,24748454466666.67,16.990027145866176,56.638220657517806,420529348678626.9,0.0013528086502197,0.0008591035767553
562,562,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.2,0.0,0.0,,1.25,13309.5,3.327375,1250.0,0.072371186773148,0.0092128905589418,0.0031341835290376,-0.0005334850277695,-2.6972944914907912e-06,24705204812500.0,17.412327006467684,57.93510913697894,430158529490545.8,0.0013504445225383,0.0008576022332012
563,563,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,,1.25,13333.4,3.3333500000000003,1250.0,0.0726927438804068,0.0095311299928854,0.003098055160895,-0.0005223721433685,-2.2507363284468924e-06,24749568191666.664,17.32912102539089,57.77047032429964,428936113746204.1,0.0013528695290441,0.0008591422379627
564,564,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.4,0.0,0.0,,1.25,13317.2,3.3293,1250.0,0.0759899504927943,0.008822872163858,0.0031376778930506,-0.0005166179047182,-4.409979796245056e-06,24719497616666.668,16.516797255442608,54.99439884963213,408324245725377.06,0.001351225800785,0.0008580983853629
565,565,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,,1.25,13260.8,3.3152,1250.0,0.07536663079984,0.0089868954658791,0.0031223105192886,-0.0004996293584847,-6.846932739303884e-06,24614807466666.664,16.62771051152749,55.10272047576867,409128515745836.5,0.0013455031912901,0.0008544642318671
566,566,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.1,0.0,,1.25,13246.6,3.31165,1250.0,0.073174725637591,0.0092550280397927,0.0031314476988749,-0.0005208486362524,-1.3557795250004444e-06,24588449308333.33,17.119082253567015,56.69834179273367,420975738087415.4,0.0013440623924457,0.0008535492499585
567,567,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.2,0.0,,1.25,13281.7,3.320425,1250.0,0.0731592547988611,0.0089439976801894,0.0031172469011453,-0.0005072733844547,-4.500758378278644e-07,24653602220833.336,17.207851149981046,57.14284214448644,424276079115787.8,0.0013476238036738,0.0008558109305916
568,568,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.3,0.0,,1.25,13283.5,3.320875,1250.0,0.0710401684930956,0.008989815739025,0.0031293109921484,-0.0005086718930093,-2.4697050911222846e-06,24656943395833.336,17.750404456602293,58.95670206833855,437743686740402.5,0.0013478064401471,0.0008559269142138
569,569,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.4,0.0,,1.25,13307.6,3.3269,1250.0,0.0782565710007019,0.0091264732003941,0.0031276139964495,-0.0005171062037201,-3.671737698421665e-07,24701678016666.664,16.06603082115135,53.45244659536168,396875507229461.2,0.0013502517395943,0.0008574798060444
570,570,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.5,0.0,,1.25,13310.2,3.32755,1250.0,0.0708502131102249,0.0090771180445568,0.0031467487370486,-0.0005048649745137,-5.709777377291698e-07,24706504158333.33,17.784663519383514,59.19424214572615,439507382224992.4,0.0013505155478335,0.0008576473379432
571,571,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.1,,1.25,13303.1,3.325775,1250.0,0.0711478307334118,0.0090612324244731,0.0031501374985499,-0.0005149687520463,4.008254674062693e-06,24693325079166.668,17.616658951120257,58.58986489498443,435019981867776.94,0.0013497951484112,0.0008571898469889
572,572,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.2,,1.25,13321.9,3.330475,1250.0,0.074996368469442,0.0092818857116107,0.0031105898798103,-0.0005081739549343,2.390202611453784e-07,24728221795833.33,16.744895394844114,55.777851201806,414141248864875.9,0.0013517026849095,0.0008584012314875
573,573,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,,1.25,13325.3,3.3313250000000005,1250.0,0.0742144311588617,0.0089176206200457,0.0031449564826904,-0.0005220312213149,3.1598405373657274e-06,24734532904166.664,16.92814219491675,56.39529453378972,418725662697633.1,0.0013520476649145,0.0008586203116628
574,574,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.4,,1.25,13263.6,3.3159,1250.0,0.068392051022215,0.0089936134944232,0.0031322137943904,-0.000523603420376,-1.0106896028843391e-06,24620004849999.992,18.353588891140284,60.850782255410834,451806916449382.8,0.0013457872924707,0.0008546446508349
575,575,0.01,1250.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,,1.25,13332.2,3.333049999999999,1250.0,0.071288777221116,0.0093297551468829,0.0031575280007284,-0.0005177345076087,4.1831862035888565e-06,24747340741666.668,17.701434641072574,58.97251136994748,437861068169965.1,0.0013527477713953,0.0008590649155479
576,576,0.01,1500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.5,15111.6,3.7779,1500.0,0.0970980454753088,0.0093325621440535,0.0030796212341996,-0.0004958714415296,3.651631662964787e-06,24002001615568.863,15.52915532115358,58.66249056655572,372698375645666.5,0.0015689847143495,0.0010193014806483
577,577,0.01,1500.0,5,1,400000.0,0.3,0.3,0.3,0.3,0.3,0.3,,1.5,15089.7,3.772425,1500.0,0.089961474165716,0.0092065057239659,0.0031589334926088,-0.0004591159225726,-5.729259773235103e-06,23967217487125.75,16.800659424107113,63.39128055940198,402741633817662.0,0.001566710913743,0.0010178242907792
578,578,0.01,1500.0,5,1,400000.0,0.1,0.0,0.0,0.0,0.0,0.0,,1.5,15106.0,3.7765,1500.0,0.0948644404073319,0.0090756806151762,0.003068231596589,-0.0004982382968204,4.104222975182181e-07,23993107043912.18,15.969537202723918,60.31641112145072,383206171995652.6,0.0015684032858839,0.001018923751732
579,579,0.01,1500.0,5,1,400000.0,0.2,0.0,0.0,0.0,0.0,0.0,,1.5,15056.0,3.7639999999999993,1500.0,0.0953500127989172,0.0091131936027598,0.0031532920115785,-0.0004860555015062,-4.510323080899918e-06,23913691225548.902,15.811379817502935,59.51650374240918,378124148065940.1,0.0015632119602984,0.0010155511721222
580,580,0.01,1500.0,5,1,400000.0,0.3,0.0,0.0,0.0,0.0,0.0,,1.5,15051.9,3.762975,1500.0,0.09833691326628,0.0091219541998572,0.00311527135142,-0.0004973623895119,1.4218713923772565e-06,23907179128443.12,15.320383909995112,57.63536325698102,366172763177415.1,0.0015627862716004,0.0010152746205942
581,581,0.01,1500.0,5,1,400000.0,0.4,0.0,0.0,0.0,0.0,0.0,,1.5,15107.0,3.77675,1500.0,0.0996189005152245,0.0092863845380615,0.0031920438484212,-0.0004901485424742,-1.404375023543408e-06,23994695360279.44,15.214621364527009,57.45099585383906,365001428121412.7,0.0015685071123956,0.0010189912033242
582,582,0.01,1500.0,5,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,,1.5,15122.1,3.780525,1500.0,0.0929676773914479,0.0091819640906783,0.0030970078649516,-0.0004842395479403,-7.450201373232348e-08,24018678937425.152,16.16740557470078,61.12691842424253,388355540054902.3,0.0015700748927224,0.0010200097223664
583,583,0.01,1500.0,5,1,400000.0,0.0,0.1,0.0,0.0,0.0,0.0,,1.5,15006.1,3.751525,1500.0,0.0977533137294357,0.0088826611143537,0.0031264461438414,-0.0004974364301418,-3.343591218059964e-06,23834434238822.35,15.40370761867882,57.78707884354827,367136652574671.3,0.0015580310173641,0.0010121853376715
584,584,0.01,1500.0,5,1,400000.0,0.0,0.2,0.0,0.0,0.0,0.0,,1.5,15121.0,3.78025,1500.0,0.1002081882499396,0.0089810412409272,0.0031766771190913,-0.0005123735003831,6.554762550949478e-07,24016931789421.16,15.03065686558511,56.81554954375717,360964269022126.8,0.0015699606835595,0.001019935525615
585,585,0.01,1500.0,5,1,400000.0,0.0,0.3,0.0,0.0,0.0,0.0,,1.5,15027.9,3.756975,1500.0,0.0909498579082764,0.0092841318041961,0.0030810250308724,-0.0004952465442036,3.3942887387602165e-07,23869059535628.742,16.555618380114858,62.19560198902743,395145170444404.1,0.0015602944353194,0.0010136557823814
586,586,0.01,1500.0,5,1,400000.0,0.0,0.4,0.0,0.0,0.0,0.0,,1.5,15005.1,3.7512750000000006,1500.0,0.0905455127235654,0.0090203973390738,0.0031109664862814,-0.0005005481000516,9.251043002047908e-07,23832845922455.09,16.653285012004734,62.479944208956496,396951672051675.9,0.0015579271908524,0.0010121178860793
587,587,0.01,1500.0,5,1,400000.0,0.0,0.5,0.0,0.0,0.0,0.0,,1.5,15139.6,3.7849,1500.0,0.0949155750412045,0.0091119029868424,0.0031411960197367,-0.0004942275887242,-1.3930893094931516e-06,24046474473852.297,15.956659869588908,60.40978986014036,383799431911713.94,0.0015718918566774,0.0010211901252299
588,588,0.01,1500.0,5,1,400000.0,0.0,0.0,0.1,0.0,0.0,0.0,,1.5,15058.5,3.764625,1500.0,0.0907472145428072,0.0089379294744098,0.0031680894520349,-0.000483023002658,-6.549334881911601e-06,23917662016467.062,16.702130424423196,62.84305040535793,399258582110875.4,0.0015634715265777,0.0010157198011027
589,589,0.01,1500.0,5,1,400000.0,0.0,0.0,0.2,0.0,0.0,0.0,,1.5,15070.5,3.767625,1500.0,0.0993941416829784,0.0090879986939464,0.0030894993692692,-0.0005133912449411,1.1740825771104234e-06,23936721812874.25,15.159417656079167,57.10004393384769,362771737406830.7,0.0015647174447182,0.001016529220209
590,590,0.01,1500.0,5,1,400000.0,0.0,0.0,0.3,0.0,0.0,0.0,,1.5,15105.7,3.7764250000000006,1500.0,0.0920652443524204,0.008708259528104,0.0031358446233472,-0.0004819093025357,3.5313718305061e-06,23992630549001.992,16.395770175202276,61.929988503283525,393457657457310.3,0.0015683721379304,0.0010189035162544
591,591,0.01,1500.0,5,1,400000.0,0.0,0.0,0.4,0.0,0.0,0.0,,1.5,15032.5,3.758125,1500.0,0.0970563696592761,0.0089675889001449,0.0031176354387215,-0.0004882384129216,-7.142866538200875e-06,23876365790918.16,15.573792912875184,58.507300521838864,371712412093424.8,0.0015607720372732,0.0010139660597055
