Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_hor.slopeErrorMer
1882,0.03,1000.0,2.25,1,500000.0,0,0,0.05,1,0.2,0.05
1883,0.03,1000.0,2.25,1,500000.0,0,0,0.05,1,0.2,0
1884,0.03,1000.0,2.25,1,500000.0,0,0,0.05,1,0.05,0.2
1885,0.03,1000.0,2.25,1,500000.0,0,0,0.05,1,0.05,0.05
1886,0.03,1000.0,2.25,1,500000.0,0,0,0.05,1,0.05,0
1887,0.03,1000.0,2.25,1,500000.0,0,0,0.05,1,0,0.2
1888,0.03,1000.0,2.25,1,500000.0,0,0,0.05,1,0,0.05
1889,0.03,1000.0,2.25,1,500000.0,0,0,0.05,1,0,0
1890,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0.5,0.2,0.2
1891,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0.5,0.2,0.05
1892,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0.5,0.2,0
1893,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0.5,0.05,0.2
1894,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0.5,0.05,0.05
1895,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0.5,0.05,0
1896,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0.5,0,0.2
1897,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0.5,0,0.05
1898,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0.5,0,0
1899,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0,0.2,0.2
1900,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0,0.2,0.05
1901,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0,0.2,0
1902,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0,0.05,0.2
1903,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0,0.05,0.05
1904,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0,0.05,0
1905,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0,0,0.2
1906,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0,0,0.05
1907,0.03,1000.0,2.25,1,500000.0,0,0,0.05,0,0,0
1908,0.03,1000.0,2.25,1,500000.0,0,0,0,2,0.2,0.2
1909,0.03,1000.0,2.25,1,500000.0,0,0,0,2,0.2,0.05
1910,0.03,1000.0,2.25,1,500000.0,0,0,0,2,0.2,0
1911,0.03,1000.0,2.25,1,500000.0,0,0,0,2,0.05,0.2
1912,0.03,1000.0,2.25,1,500000.0,0,0,0,2,0.05,0.05
1913,0.03,1000.0,2.25,1,500000.0,0,0,0,2,0.05,0
1914,0.03,1000.0,2.25,1,500000.0,0,0,0,2,0,0.2
1915,0.03,1000.0,2.25,1,500000.0,0,0,0,2,0,0.05
1916,0.03,1000.0,2.25,1,500000.0,0,0,0,2,0,0
1917,0.03,1000.0,2.25,1,500000.0,0,0,0,1,0.2,0.2
1918,0.03,1000.0,2.25,1,500000.0,0,0,0,1,0.2,0.05
1919,0.03,1000.0,2.25,1,500000.0,0,0,0,1,0.2,0
1920,0.03,1000.0,2.25,1,500000.0,0,0,0,1,0.05,0.2
1921,0.03,1000.0,2.25,1,500000.0,0,0,0,1,0.05,0.05
1922,0.03,1000.0,2.25,1,500000.0,0,0,0,1,0.05,0
1923,0.03,1000.0,2.25,1,500000.0,0,0,0,1,0,0.2
1924,0.03,1000.0,2.25,1,500000.0,0,0,0,1,0,0.05
1925,0.03,1000.0,2.25,1,500000.0,0,0,0,1,0,0
1926,0.03,1000.0,2.25,1,500000.0,0,0,0,0.5,0.2,0.2
1927,0.03,1000.0,2.25,1,500000.0,0,0,0,0.5,0.2,0.05
1928,0.03,1000.0,2.25,1,500000.0,0,0,0,0.5,0.2,0
1929,0.03,1000.0,2.25,1,500000.0,0,0,0,0.5,0.05,0.2
1930,0.03,1000.0,2.25,1,500000.0,0,0,0,0.5,0.05,0.05
1931,0.03,1000.0,2.25,1,500000.0,0,0,0,0.5,0.05,0
1932,0.03,1000.0,2.25,1,500000.0,0,0,0,0.5,0,0.2
1933,0.03,1000.0,2.25,1,500000.0,0,0,0,0.5,0,0.05
1934,0.03,1000.0,2.25,1,500000.0,0,0,0,0.5,0,0
1935,0.03,1000.0,2.25,1,500000.0,0,0,0,0,0.2,0.2
1936,0.03,1000.0,2.25,1,500000.0,0,0,0,0,0.2,0.05
1937,0.03,1000.0,2.25,1,500000.0,0,0,0,0,0.2,0
1938,0.03,1000.0,2.25,1,500000.0,0,0,0,0,0.05,0.2
1939,0.03,1000.0,2.25,1,500000.0,0,0,0,0,0.05,0.05
1940,0.03,1000.0,2.25,1,500000.0,0,0,0,0,0.05,0
1941,0.03,1000.0,2.25,1,500000.0,0,0,0,0,0,0.2
1942,0.03,1000.0,2.25,1,500000.0,0,0,0,0,0,0.05
1943,0.03,1000.0,2.25,1,500000.0,0,0,0,0,0,0
1944,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,2,0.2,0.2
1945,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,2,0.2,0.05
1946,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,2,0.2,0
1947,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,2,0.05,0.2
1948,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,2,0.05,0.05
1949,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,2,0.05,0
1950,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,2,0,0.2
1951,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,2,0,0.05
1952,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,2,0,0
1953,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,1,0.2,0.2
1954,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,1,0.2,0.05
1955,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,1,0.2,0
1956,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,1,0.05,0.2
1957,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,1,0.05,0.05
1958,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,1,0.05,0
1959,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,1,0,0.2
1960,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,1,0,0.05
1961,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,1,0,0
1962,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.2,0.2
1963,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.2,0.05
1964,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.2,0
1965,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.05,0.2
1966,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.05,0.05
1967,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0.5,0.05,0
1968,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0.5,0,0.2
1969,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0.5,0,0.05
1970,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0.5,0,0
1971,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0,0.2,0.2
1972,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0,0.2,0.05
1973,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0,0.2,0
1974,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0,0.05,0.2
1975,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0,0.05,0.05
1976,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0,0.05,0
1977,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0,0,0.2
1978,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0,0,0.05
1979,0.03,1500.0,2.25,1,500000.0,2,0.2,0.2,0,0,0
1980,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,2,0.2,0.2
1981,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,2,0.2,0.05
1982,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,2,0.2,0
1983,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,2,0.05,0.2
1984,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,2,0.05,0.05
1985,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,2,0.05,0
1986,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,2,0,0.2
1987,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,2,0,0.05
1988,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,2,0,0
1989,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,1,0.2,0.2
1990,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,1,0.2,0.05
1991,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,1,0.2,0
1992,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,1,0.05,0.2
1993,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,1,0.05,0.05
1994,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,1,0.05,0
1995,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,1,0,0.2
1996,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,1,0,0.05
1997,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,1,0,0
1998,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.2,0.2
1999,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.2,0.05
2000,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.2,0
2001,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.05,0.2
2002,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.05,0.05
2003,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0.5,0.05,0
2004,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0.5,0,0.2
2005,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0.5,0,0.05
2006,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0.5,0,0
2007,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0,0.2,0.2
2008,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0,0.2,0.05
2009,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0,0.2,0
2010,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0,0.05,0.2
2011,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0,0.05,0.05
2012,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0,0.05,0
2013,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0,0,0.2
2014,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0,0,0.05
2015,0.03,1500.0,2.25,1,500000.0,2,0.2,0.05,0,0,0
2016,0.03,1500.0,2.25,1,500000.0,2,0.2,0,2,0.2,0.2
2017,0.03,1500.0,2.25,1,500000.0,2,0.2,0,2,0.2,0.05
2018,0.03,1500.0,2.25,1,500000.0,2,0.2,0,2,0.2,0
2019,0.03,1500.0,2.25,1,500000.0,2,0.2,0,2,0.05,0.2
2020,0.03,1500.0,2.25,1,500000.0,2,0.2,0,2,0.05,0.05
2021,0.03,1500.0,2.25,1,500000.0,2,0.2,0,2,0.05,0
2022,0.03,1500.0,2.25,1,500000.0,2,0.2,0,2,0,0.2
2023,0.03,1500.0,2.25,1,500000.0,2,0.2,0,2,0,0.05
2024,0.03,1500.0,2.25,1,500000.0,2,0.2,0,2,0,0
2025,0.03,1500.0,2.25,1,500000.0,2,0.2,0,1,0.2,0.2
2026,0.03,1500.0,2.25,1,500000.0,2,0.2,0,1,0.2,0.05
2027,0.03,1500.0,2.25,1,500000.0,2,0.2,0,1,0.2,0
2028,0.03,1500.0,2.25,1,500000.0,2,0.2,0,1,0.05,0.2
2029,0.03,1500.0,2.25,1,500000.0,2,0.2,0,1,0.05,0.05
2030,0.03,1500.0,2.25,1,500000.0,2,0.2,0,1,0.05,0
2031,0.03,1500.0,2.25,1,500000.0,2,0.2,0,1,0,0.2
2032,0.03,1500.0,2.25,1,500000.0,2,0.2,0,1,0,0.05
2033,0.03,1500.0,2.25,1,500000.0,2,0.2,0,1,0,0
2034,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0.5,0.2,0.2
2035,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0.5,0.2,0.05
2036,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0.5,0.2,0
2037,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0.5,0.05,0.2
2038,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0.5,0.05,0.05
2039,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0.5,0.05,0
2040,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0.5,0,0.2
2041,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0.5,0,0.05
2042,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0.5,0,0
2043,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0,0.2,0.2
2044,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0,0.2,0.05
2045,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0,0.2,0
2046,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0,0.05,0.2
2047,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0,0.05,0.05
2048,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0,0.05,0
2049,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0,0,0.2
2050,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0,0,0.05
2051,0.03,1500.0,2.25,1,500000.0,2,0.2,0,0,0,0
2052,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,2,0.2,0.2
2053,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,2,0.2,0.05
2054,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,2,0.2,0
2055,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,2,0.05,0.2
2056,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,2,0.05,0.05
2057,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,2,0.05,0
2058,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,2,0,0.2
2059,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,2,0,0.05
2060,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,2,0,0
2061,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,1,0.2,0.2
2062,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,1,0.2,0.05
2063,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,1,0.2,0
2064,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,1,0.05,0.2
2065,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,1,0.05,0.05
2066,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,1,0.05,0
2067,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,1,0,0.2
2068,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,1,0,0.05
2069,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,1,0,0
2070,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.2,0.2
2071,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.2,0.05
2072,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.2,0
2073,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.05,0.2
2074,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.05,0.05
2075,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0.5,0.05,0
2076,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0.5,0,0.2
2077,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0.5,0,0.05
2078,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0.5,0,0
2079,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0,0.2,0.2
2080,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0,0.2,0.05
2081,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0,0.2,0
2082,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0,0.05,0.2
2083,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0,0.05,0.05
2084,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0,0.05,0
2085,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0,0,0.2
2086,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0,0,0.05
2087,0.03,1500.0,2.25,1,500000.0,2,0.05,0.2,0,0,0
2088,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,2,0.2,0.2
2089,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,2,0.2,0.05
2090,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,2,0.2,0
2091,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,2,0.05,0.2
2092,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,2,0.05,0.05
2093,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,2,0.05,0
2094,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,2,0,0.2
2095,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,2,0,0.05
2096,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,2,0,0
2097,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,1,0.2,0.2
2098,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,1,0.2,0.05
2099,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,1,0.2,0
2100,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,1,0.05,0.2
2101,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,1,0.05,0.05
2102,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,1,0.05,0
2103,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,1,0,0.2
2104,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,1,0,0.05
2105,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,1,0,0
2106,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.2,0.2
2107,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.2,0.05
2108,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.2,0
2109,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.05,0.2
2110,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.05,0.05
2111,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0.5,0.05,0
2112,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0.5,0,0.2
2113,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0.5,0,0.05
2114,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0.5,0,0
2115,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0,0.2,0.2
2116,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0,0.2,0.05
2117,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0,0.2,0
2118,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0,0.05,0.2
2119,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0,0.05,0.05
2120,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0,0.05,0
2121,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0,0,0.2
2122,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0,0,0.05
2123,0.03,1500.0,2.25,1,500000.0,2,0.05,0.05,0,0,0
2124,0.03,1500.0,2.25,1,500000.0,2,0.05,0,2,0.2,0.2
2125,0.03,1500.0,2.25,1,500000.0,2,0.05,0,2,0.2,0.05
2126,0.03,1500.0,2.25,1,500000.0,2,0.05,0,2,0.2,0
2127,0.03,1500.0,2.25,1,500000.0,2,0.05,0,2,0.05,0.2
2128,0.03,1500.0,2.25,1,500000.0,2,0.05,0,2,0.05,0.05
2129,0.03,1500.0,2.25,1,500000.0,2,0.05,0,2,0.05,0
2130,0.03,1500.0,2.25,1,500000.0,2,0.05,0,2,0,0.2
2131,0.03,1500.0,2.25,1,500000.0,2,0.05,0,2,0,0.05
2132,0.03,1500.0,2.25,1,500000.0,2,0.05,0,2,0,0
2133,0.03,1500.0,2.25,1,500000.0,2,0.05,0,1,0.2,0.2
2134,0.03,1500.0,2.25,1,500000.0,2,0.05,0,1,0.2,0.05
2135,0.03,1500.0,2.25,1,500000.0,2,0.05,0,1,0.2,0
2136,0.03,1500.0,2.25,1,500000.0,2,0.05,0,1,0.05,0.2
2137,0.03,1500.0,2.25,1,500000.0,2,0.05,0,1,0.05,0.05
2138,0.03,1500.0,2.25,1,500000.0,2,0.05,0,1,0.05,0
2139,0.03,1500.0,2.25,1,500000.0,2,0.05,0,1,0,0.2
2140,0.03,1500.0,2.25,1,500000.0,2,0.05,0,1,0,0.05
2141,0.03,1500.0,2.25,1,500000.0,2,0.05,0,1,0,0
2142,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0.5,0.2,0.2
2143,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0.5,0.2,0.05
2144,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0.5,0.2,0
2145,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0.5,0.05,0.2
2146,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0.5,0.05,0.05
2147,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0.5,0.05,0
2148,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0.5,0,0.2
2149,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0.5,0,0.05
2150,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0.5,0,0
2151,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0,0.2,0.2
2152,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0,0.2,0.05
2153,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0,0.2,0
2154,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0,0.05,0.2
2155,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0,0.05,0.05
2156,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0,0.05,0
2157,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0,0,0.2
2158,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0,0,0.05
2159,0.03,1500.0,2.25,1,500000.0,2,0.05,0,0,0,0
2160,0.03,1500.0,2.25,1,500000.0,2,0,0.2,2,0.2,0.2
2161,0.03,1500.0,2.25,1,500000.0,2,0,0.2,2,0.2,0.05
2162,0.03,1500.0,2.25,1,500000.0,2,0,0.2,2,0.2,0
2163,0.03,1500.0,2.25,1,500000.0,2,0,0.2,2,0.05,0.2
2164,0.03,1500.0,2.25,1,500000.0,2,0,0.2,2,0.05,0.05
2165,0.03,1500.0,2.25,1,500000.0,2,0,0.2,2,0.05,0
2166,0.03,1500.0,2.25,1,500000.0,2,0,0.2,2,0,0.2
2167,0.03,1500.0,2.25,1,500000.0,2,0,0.2,2,0,0.05
2168,0.03,1500.0,2.25,1,500000.0,2,0,0.2,2,0,0
2169,0.03,1500.0,2.25,1,500000.0,2,0,0.2,1,0.2,0.2
2170,0.03,1500.0,2.25,1,500000.0,2,0,0.2,1,0.2,0.05
2171,0.03,1500.0,2.25,1,500000.0,2,0,0.2,1,0.2,0
2172,0.03,1500.0,2.25,1,500000.0,2,0,0.2,1,0.05,0.2
2173,0.03,1500.0,2.25,1,500000.0,2,0,0.2,1,0.05,0.05
2174,0.03,1500.0,2.25,1,500000.0,2,0,0.2,1,0.05,0
2175,0.03,1500.0,2.25,1,500000.0,2,0,0.2,1,0,0.2
2176,0.03,1500.0,2.25,1,500000.0,2,0,0.2,1,0,0.05
2177,0.03,1500.0,2.25,1,500000.0,2,0,0.2,1,0,0
2178,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0.5,0.2,0.2
2179,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0.5,0.2,0.05
2180,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0.5,0.2,0
2181,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0.5,0.05,0.2
2182,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0.5,0.05,0.05
2183,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0.5,0.05,0
2184,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0.5,0,0.2
2185,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0.5,0,0.05
2186,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0.5,0,0
2187,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0,0.2,0.2
2188,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0,0.2,0.05
2189,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0,0.2,0
2190,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0,0.05,0.2
2191,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0,0.05,0.05
2192,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0,0.05,0
2193,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0,0,0.2
2194,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0,0,0.05
2195,0.03,1500.0,2.25,1,500000.0,2,0,0.2,0,0,0
2196,0.03,1500.0,2.25,1,500000.0,2,0,0.05,2,0.2,0.2
2197,0.03,1500.0,2.25,1,500000.0,2,0,0.05,2,0.2,0.05
2198,0.03,1500.0,2.25,1,500000.0,2,0,0.05,2,0.2,0
2199,0.03,1500.0,2.25,1,500000.0,2,0,0.05,2,0.05,0.2
2200,0.03,1500.0,2.25,1,500000.0,2,0,0.05,2,0.05,0.05
2201,0.03,1500.0,2.25,1,500000.0,2,0,0.05,2,0.05,0
2202,0.03,1500.0,2.25,1,500000.0,2,0,0.05,2,0,0.2
2203,0.03,1500.0,2.25,1,500000.0,2,0,0.05,2,0,0.05
2204,0.03,1500.0,2.25,1,500000.0,2,0,0.05,2,0,0
2205,0.03,1500.0,2.25,1,500000.0,2,0,0.05,1,0.2,0.2
2206,0.03,1500.0,2.25,1,500000.0,2,0,0.05,1,0.2,0.05
2207,0.03,1500.0,2.25,1,500000.0,2,0,0.05,1,0.2,0
2208,0.03,1500.0,2.25,1,500000.0,2,0,0.05,1,0.05,0.2
2209,0.03,1500.0,2.25,1,500000.0,2,0,0.05,1,0.05,0.05
2210,0.03,1500.0,2.25,1,500000.0,2,0,0.05,1,0.05,0
2211,0.03,1500.0,2.25,1,500000.0,2,0,0.05,1,0,0.2
2212,0.03,1500.0,2.25,1,500000.0,2,0,0.05,1,0,0.05
2213,0.03,1500.0,2.25,1,500000.0,2,0,0.05,1,0,0
2214,0.03,1500.0,2.25,1,500000.0,2,0,0.05,0.5,0.2,0.2
2215,0.03,1500.0,2.25,1,500000.0,2,0,0.05,0.5,0.2,0.05
2216,0.03,1500.0,2.25,1,500000.0,2,0,0.05,0.5,0.2,0
2217,0.03,1500.0,2.25,1,500000.0,2,0,0.05,0.5,0.05,0.2
2218,0.03,1500.0,2.25,1,500000.0,2,0,0.05,0.5,0.05,0.05
2219,0.03,1500.0,2.25,1,500000.0,2,0,0.05,0.5,0.05,0
2220,0.03,1500.0,2.25,1,500000.0,2,0,0.05,0.5,0,0.2
