Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_hor.slopeErrorMer
1332,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,2,0.2,0.2
1333,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,2,0.2,0.05
1334,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,2,0.2,0
1335,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,2,0.05,0.2
1336,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,2,0.05,0.05
1337,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,2,0.05,0
1338,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,2,0,0.2
1339,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,2,0,0.05
1340,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,2,0,0
1341,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,1,0.2,0.2
1342,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,1,0.2,0.05
1343,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,1,0.2,0
1344,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,1,0.05,0.2
1345,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,1,0.05,0.05
1346,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,1,0.05,0
1347,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,1,0,0.2
1348,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,1,0,0.05
1349,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,1,0,0
1350,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0.2,0.2
1351,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0.2,0.05
1352,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0.2,0
1353,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0.05,0.2
1354,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0.05,0.05
1355,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0.05,0
1356,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0,0.2
1357,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0,0.05
1358,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0.5,0,0
1359,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0,0.2,0.2
1360,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0,0.2,0.05
1361,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0,0.2,0
1362,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0,0.05,0.2
1363,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0,0.05,0.05
1364,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0,0.05,0
1365,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0,0,0.2
1366,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0,0,0.05
1367,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0.05,0,0,0
1368,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,2,0.2,0.2
1369,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,2,0.2,0.05
1370,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,2,0.2,0
1371,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,2,0.05,0.2
1372,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,2,0.05,0.05
1373,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,2,0.05,0
1374,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,2,0,0.2
1375,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,2,0,0.05
1376,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,2,0,0
1377,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,1,0.2,0.2
1378,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,1,0.2,0.05
1379,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,1,0.2,0
1380,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,1,0.05,0.2
1381,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,1,0.05,0.05
1382,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,1,0.05,0
1383,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,1,0,0.2
1384,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,1,0,0.05
1385,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,1,0,0
1386,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0.5,0.2,0.2
1387,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0.5,0.2,0.05
1388,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0.5,0.2,0
1389,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0.5,0.05,0.2
1390,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0.5,0.05,0.05
1391,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0.5,0.05,0
1392,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0.5,0,0.2
1393,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0.5,0,0.05
1394,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0.5,0,0
1395,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0,0.2,0.2
1396,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0,0.2,0.05
1397,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0,0.2,0
1398,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0,0.05,0.2
1399,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0,0.05,0.05
1400,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0,0.05,0
1401,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0,0,0.2
1402,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0,0,0.05
1403,0.03,1000.0,2.25,1,500000.0,0.5,0.2,0,0,0,0
1404,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,2,0.2,0.2
1405,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,2,0.2,0.05
1406,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,2,0.2,0
1407,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,2,0.05,0.2
1408,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,2,0.05,0.05
1409,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,2,0.05,0
1410,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,2,0,0.2
1411,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,2,0,0.05
1412,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,2,0,0
1413,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,1,0.2,0.2
1414,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,1,0.2,0.05
1415,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,1,0.2,0
1416,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,1,0.05,0.2
1417,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,1,0.05,0.05
1418,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,1,0.05,0
1419,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,1,0,0.2
1420,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,1,0,0.05
1421,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,1,0,0
1422,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0.2,0.2
1423,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0.2,0.05
1424,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0.2,0
1425,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0.05,0.2
1426,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0.05,0.05
1427,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0.05,0
1428,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0,0.2
1429,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0,0.05
1430,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0.5,0,0
1431,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0,0.2,0.2
1432,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0,0.2,0.05
1433,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0,0.2,0
1434,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0,0.05,0.2
1435,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0,0.05,0.05
1436,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0,0.05,0
1437,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0,0,0.2
1438,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0,0,0.05
1439,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.2,0,0,0
1440,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,2,0.2,0.2
1441,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,2,0.2,0.05
1442,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,2,0.2,0
1443,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,2,0.05,0.2
1444,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,2,0.05,0.05
1445,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,2,0.05,0
1446,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,2,0,0.2
1447,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,2,0,0.05
1448,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,2,0,0
1449,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,1,0.2,0.2
1450,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,1,0.2,0.05
1451,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,1,0.2,0
1452,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,1,0.05,0.2
1453,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,1,0.05,0.05
1454,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,1,0.05,0
1455,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,1,0,0.2
1456,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,1,0,0.05
1457,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,1,0,0
1458,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0.2,0.2
1459,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0.2,0.05
1460,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0.2,0
1461,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0.05,0.2
1462,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0.05,0.05
1463,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0.05,0
1464,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0,0.2
1465,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0,0.05
1466,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0.5,0,0
1467,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0,0.2,0.2
1468,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0,0.2,0.05
1469,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0,0.2,0
1470,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0,0.05,0.2
1471,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0,0.05,0.05
1472,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0,0.05,0
1473,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0,0,0.2
1474,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0,0,0.05
1475,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0.05,0,0,0
1476,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,2,0.2,0.2
1477,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,2,0.2,0.05
1478,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,2,0.2,0
1479,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,2,0.05,0.2
1480,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,2,0.05,0.05
1481,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,2,0.05,0
1482,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,2,0,0.2
1483,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,2,0,0.05
1484,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,2,0,0
1485,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,1,0.2,0.2
1486,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,1,0.2,0.05
1487,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,1,0.2,0
1488,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,1,0.05,0.2
1489,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,1,0.05,0.05
1490,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,1,0.05,0
1491,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,1,0,0.2
1492,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,1,0,0.05
1493,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,1,0,0
1494,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0.5,0.2,0.2
1495,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0.5,0.2,0.05
1496,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0.5,0.2,0
1497,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0.5,0.05,0.2
1498,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0.5,0.05,0.05
1499,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0.5,0.05,0
1500,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0.5,0,0.2
1501,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0.5,0,0.05
1502,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0.5,0,0
1503,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0,0.2,0.2
1504,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0,0.2,0.05
1505,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0,0.2,0
1506,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0,0.05,0.2
1507,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0,0.05,0.05
1508,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0,0.05,0
1509,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0,0,0.2
1510,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0,0,0.05
1511,0.03,1000.0,2.25,1,500000.0,0.5,0.05,0,0,0,0
1512,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,2,0.2,0.2
1513,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,2,0.2,0.05
1514,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,2,0.2,0
1515,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,2,0.05,0.2
1516,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,2,0.05,0.05
1517,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,2,0.05,0
1518,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,2,0,0.2
1519,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,2,0,0.05
1520,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,2,0,0
1521,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,1,0.2,0.2
1522,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,1,0.2,0.05
1523,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,1,0.2,0
1524,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,1,0.05,0.2
1525,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,1,0.05,0.05
1526,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,1,0.05,0
1527,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,1,0,0.2
1528,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,1,0,0.05
1529,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,1,0,0
1530,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0.5,0.2,0.2
1531,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0.5,0.2,0.05
1532,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0.5,0.2,0
1533,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0.5,0.05,0.2
1534,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0.5,0.05,0.05
1535,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0.5,0.05,0
1536,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0.5,0,0.2
1537,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0.5,0,0.05
1538,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0.5,0,0
1539,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0,0.2,0.2
1540,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0,0.2,0.05
1541,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0,0.2,0
1542,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0,0.05,0.2
1543,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0,0.05,0.05
1544,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0,0.05,0
1545,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0,0,0.2
1546,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0,0,0.05
1547,0.03,1000.0,2.25,1,500000.0,0.5,0,0.2,0,0,0
1548,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,2,0.2,0.2
1549,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,2,0.2,0.05
1550,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,2,0.2,0
1551,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,2,0.05,0.2
1552,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,2,0.05,0.05
1553,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,2,0.05,0
1554,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,2,0,0.2
1555,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,2,0,0.05
1556,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,2,0,0
1557,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,1,0.2,0.2
1558,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,1,0.2,0.05
1559,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,1,0.2,0
1560,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,1,0.05,0.2
1561,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,1,0.05,0.05
1562,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,1,0.05,0
1563,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,1,0,0.2
1564,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,1,0,0.05
1565,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,1,0,0
1566,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0.5,0.2,0.2
1567,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0.5,0.2,0.05
1568,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0.5,0.2,0
1569,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0.5,0.05,0.2
1570,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0.5,0.05,0.05
1571,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0.5,0.05,0
1572,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0.5,0,0.2
1573,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0.5,0,0.05
1574,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0.5,0,0
1575,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0,0.2,0.2
1576,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0,0.2,0.05
1577,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0,0.2,0
1578,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0,0.05,0.2
1579,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0,0.05,0.05
1580,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0,0.05,0
1581,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0,0,0.2
1582,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0,0,0.05
1583,0.03,1000.0,2.25,1,500000.0,0.5,0,0.05,0,0,0
1584,0.03,1000.0,2.25,1,500000.0,0.5,0,0,2,0.2,0.2
1585,0.03,1000.0,2.25,1,500000.0,0.5,0,0,2,0.2,0.05
1586,0.03,1000.0,2.25,1,500000.0,0.5,0,0,2,0.2,0
1587,0.03,1000.0,2.25,1,500000.0,0.5,0,0,2,0.05,0.2
1588,0.03,1000.0,2.25,1,500000.0,0.5,0,0,2,0.05,0.05
1589,0.03,1000.0,2.25,1,500000.0,0.5,0,0,2,0.05,0
1590,0.03,1000.0,2.25,1,500000.0,0.5,0,0,2,0,0.2
1591,0.03,1000.0,2.25,1,500000.0,0.5,0,0,2,0,0.05
1592,0.03,1000.0,2.25,1,500000.0,0.5,0,0,2,0,0
1593,0.03,1000.0,2.25,1,500000.0,0.5,0,0,1,0.2,0.2
1594,0.03,1000.0,2.25,1,500000.0,0.5,0,0,1,0.2,0.05
1595,0.03,1000.0,2.25,1,500000.0,0.5,0,0,1,0.2,0
1596,0.03,1000.0,2.25,1,500000.0,0.5,0,0,1,0.05,0.2
1597,0.03,1000.0,2.25,1,500000.0,0.5,0,0,1,0.05,0.05
1598,0.03,1000.0,2.25,1,500000.0,0.5,0,0,1,0.05,0
1599,0.03,1000.0,2.25,1,500000.0,0.5,0,0,1,0,0.2
1600,0.03,1000.0,2.25,1,500000.0,0.5,0,0,1,0,0.05
1601,0.03,1000.0,2.25,1,500000.0,0.5,0,0,1,0,0
1602,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0.5,0.2,0.2
1603,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0.5,0.2,0.05
1604,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0.5,0.2,0
1605,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0.5,0.05,0.2
1606,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0.5,0.05,0.05
1607,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0.5,0.05,0
1608,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0.5,0,0.2
1609,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0.5,0,0.05
1610,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0.5,0,0
1611,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0,0.2,0.2
1612,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0,0.2,0.05
1613,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0,0.2,0
1614,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0,0.05,0.2
1615,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0,0.05,0.05
1616,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0,0.05,0
1617,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0,0,0.2
1618,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0,0,0.05
1619,0.03,1000.0,2.25,1,500000.0,0.5,0,0,0,0,0
1620,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,2,0.2,0.2
1621,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,2,0.2,0.05
1622,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,2,0.2,0
1623,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,2,0.05,0.2
1624,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,2,0.05,0.05
1625,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,2,0.05,0
1626,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,2,0,0.2
1627,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,2,0,0.05
1628,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,2,0,0
1629,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,1,0.2,0.2
1630,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,1,0.2,0.05
1631,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,1,0.2,0
1632,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,1,0.05,0.2
1633,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,1,0.05,0.05
1634,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,1,0.05,0
1635,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,1,0,0.2
1636,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,1,0,0.05
1637,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,1,0,0
1638,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0.5,0.2,0.2
1639,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0.5,0.2,0.05
1640,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0.5,0.2,0
1641,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0.5,0.05,0.2
1642,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0.5,0.05,0.05
1643,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0.5,0.05,0
1644,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0.5,0,0.2
1645,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0.5,0,0.05
1646,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0.5,0,0
1647,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0,0.2,0.2
1648,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0,0.2,0.05
1649,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0,0.2,0
1650,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0,0.05,0.2
1651,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0,0.05,0.05
1652,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0,0.05,0
1653,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0,0,0.2
1654,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0,0,0.05
1655,0.03,1000.0,2.25,1,500000.0,0,0.2,0.2,0,0,0
1656,0.03,1000.0,2.25,1,500000.0,0,0.2,0.05,2,0.2,0.2
