,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_hor.slopeErrorMer,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
1780,1780,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,1.0,0.0,0.05,,17007.3,8.50365,1000.0,0.1209809111776337,0.008795281819451,0.0099289611281879,64780782779110.5,8.282971995210234,70.43246763330951,536554348585625.7,0.0028295345013179,0.001490937400698
1781,1781,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,1.0,0.0,0.0,,17005.45,8.502725,1000.0,0.1211494037972556,0.0087024470560273,0.0099557420796219,64773736131603.77,8.280410856753829,70.41485995440623,536420213335200.2,0.0028292267135545,0.0014907752212696
1782,1782,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.5,0.2,0.2,,16997.65,8.498825,1000.0,0.1194264392795673,0.0093928858733527,0.0095404069731466,64744025942115.9,8.393388714982201,71.32243969323295,543334153339275.8,0.0028279290137956,0.001490091437734
1783,1783,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.5,0.2,0.05,,17005.6,8.5028,1000.0,0.1179667728432434,0.0084738728803472,0.0096578548861924,64774307481401.61,8.487408360965402,72.16121622662959,549723950709838.1,0.0028292516693191,0.001490788370953
1784,1784,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.5,0.2,0.0,,16986.7,8.49335,1000.0,0.121584024036224,0.0087369841899365,0.0096716513047805,64702317406873.31,8.240440902697122,69.98677717127144,533159079847141.5,0.0028261072429801,0.0014891315108475
1785,1785,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.5,0.05,0.2,,17024.25,8.512125000000001,1000.0,0.1218475849754497,0.0091898357273779,0.0096196040172949,64845345306266.85,8.222795527009321,69.99345169966503,533209926386453.3,0.0028323545027171,0.0014924233149196
1786,1786,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.5,0.05,0.05,,17060.75,8.530375000000001,1000.0,0.1219012509789081,0.0090160555799111,0.0096878211360554,64984373757075.48,8.214133297022887,70.07220614432029,533809877533560.9,0.0028384270721019,0.0014956230712081
1787,1787,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.5,0.05,0.0,,16998.75,8.499374999999999,1000.0,0.1213354175906033,0.0087634955630045,0.0096686415764919,64748215840633.42,8.255967044513309,70.17064198884422,534559761531818.6,0.002828112022736,0.0014901878687455
1788,1788,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.5,0.0,0.2,,16998.3,8.499149999999998,1000.0,0.1198424917106194,0.0095573975504129,0.009938537959896,64746501791239.89,8.35487852898747,71.0055229489598,540919882435626.0,0.0028280371554422,0.0014901484196953
1789,1789,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.5,0.0,0.05,,16987.25,8.493624999999998,1000.0,0.1198947953503704,0.0088796202839234,0.0098584312382798,64704412356132.06,8.348538029711486,70.9054840340718,540157786251655.9,0.0028261987474503,0.0014891797263532
1790,1790,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.5,0.0,0.0,,17016.4,8.508199999999999,1000.0,0.1231701644714916,0.0088978657235458,0.0099542412657024,64815444666846.35,8.143708329222209,69.29441163631554,527884641068061.8,0.00283104848437,0.0014917351481562
1791,1791,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.0,0.2,0.2,,17067.05,8.533525000000001,1000.0,0.1211945393083226,0.0096091736178638,0.0094868140724732,65008370448584.9,8.272562961473989,70.59258968476135,537774157941989.8,0.0028394752142149,0.00149617535791
1792,1792,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.0,0.2,0.05,,16989.45,8.494724999999999,1000.0,0.1222194564497271,0.0085472552073906,0.0095074972658257,64712792153167.125,8.196975293608002,69.63197933947336,530456230920832.2,0.0028265647653311,0.001489372588376
1793,1793,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.0,0.2,0.0,,16977.7,8.488850000000003,1000.0,0.1216348262008125,0.0086075073118617,0.0095813577582765,64668036419002.7,8.237528098288852,69.92656210141854,532700361607307.0,0.0028246098971044,0.0014883425298448
1794,1794,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.0,0.05,0.2,,17009.85,8.504924999999998,1000.0,0.1218766637921703,0.0096652866050436,0.0096662199888462,64790495725673.84,8.213414062510795,69.85307301276688,532140521928042.5,0.002829958749316,0.0014911609453154
1795,1795,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.0,0.05,0.05,,17021.8,8.510900000000003,1000.0,0.1193806354391881,0.0087277951701485,0.0096956755000817,64836013259568.734,8.39842028242816,71.45977786872433,544380395189985.3,0.0028319468918954,0.0014922085367578
1796,1796,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.0,0.05,0.0,,16961.6,8.480799999999999,1000.0,0.1220626940557508,0.0087597236526541,0.0096842459286378,64606711540700.8,8.209739194462697,69.62382709367166,530394127134288.5,0.0028219313117046,0.0014869311304956
1797,1797,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.0,0.0,0.2,,17024.35,8.512175000000001,1000.0,0.1212306706816832,0.0095386797831487,0.0098468181103577,64845726206132.08,8.270428465189022,70.40046382553935,536310543664296.1,0.0028323711398935,0.0014924320813752
1798,1798,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.0,0.0,0.05,,17053.95,8.526974999999997,1000.0,0.1214438629753885,0.0087443470399779,0.0098525475770092,64958472566239.9,8.252243866681292,70.37234067374251,536096301569711.4,0.0028372957441069,0.0014950269522283
1799,1799,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.05,0.0,0.0,0.0,,17051.0,8.5255,1000.0,0.1234416903320663,0.0086778154887316,0.0099306718616145,64947236020215.625,8.118366484915951,69.20243334261093,527183950674540.2,0.0028368049474032,0.0014947683417886
1800,1800,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,2.0,0.2,0.2,,17006.85,8.503425,1000.0,0.1214621433516128,0.0095294828389958,0.00959819682426,64779068729716.98,8.247380299178987,70.13321580000976,534274648926156.7,0.0028294596340241,0.0014908979516478
1801,1801,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,2.0,0.2,0.05,,16993.7,8.496849999999998,1000.0,0.1188732377802352,0.0088084288258921,0.0096126171311253,64728980397439.35,8.432391206239672,71.65263441841914,545849575865731.3,0.0028272718453279,0.0014897451627384
1802,1802,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,2.0,0.2,0.0,,16993.3,8.49665,1000.0,0.118344040279436,0.0087386126722867,0.0093887637932698,64727456797978.44,8.469041259036526,71.95629046453064,548162826806528.8,0.0028272052966223,0.0014897100969161
1803,1803,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,2.0,0.05,0.2,,16988.05,8.494025,1000.0,0.1219316924709403,0.0096781448103395,0.0096066898132217,64707459555053.9,8.213552434095266,69.76087406788574,531438150614452.6,0.0028263318448615,0.0014892498579979
1804,1804,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,2.0,0.05,0.05,,17008.65,8.504325,1000.0,0.1203138547228604,0.0086971915673529,0.0097042738770852,64785924927291.11,8.328527262372194,70.83658621297366,539632922836238.8,0.0028297591031992,0.0014910557478483
1805,1805,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,2.0,0.05,0.0,,17057.85,8.528925,1000.0,0.1207634228346989,0.0085077867519398,0.0095865199377671,64973327660983.83,8.294532444623366,70.74858950226748,538962564131266.9,0.0028379445939864,0.0014953688439961
1806,1806,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,2.0,0.0,0.2,,16976.0,8.488,1000.0,0.1193135711461024,0.0093880068112712,0.0099185267548662,64661561121293.8,8.392560506922566,71.2305010287839,542633764841316.3,0.0028243270651057,0.0014881935000999
1807,1807,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,2.0,0.0,0.05,,16956.2,8.478099999999998,1000.0,0.1203240816969809,0.0087426130531423,0.0099170339374119,64586142947978.44,8.33180873654131,70.6497918800944,538209924111853.3,0.0028210329041792,0.0014864577418941
1808,1808,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,2.0,0.0,0.0,,16937.2,8.4686,1000.0,0.1195762373788056,0.0086134366173657,0.0099154326193093,64513771973584.9,8.38280309585887,70.98635400887602,540773853501736.0,0.0028178718406638,0.0014847921153329
1809,1809,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,1.0,0.2,0.2,,16995.65,8.497824999999999,1000.0,0.1200574184496644,0.0094995246323749,0.0096184662389815,64736407944811.3,8.338776901986122,70.86362747816882,539838923121607.9,0.0028275962702677,0.0014899161086223
1810,1810,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,1.0,0.2,0.05,,16986.7,8.493350000000001,1000.0,0.119138511094394,0.0089071386647739,0.0096833719052667,64702317406873.31,8.412998577006327,71.44751057867416,544286943007448.7,0.0028261072429801,0.0014891315108475
1811,1811,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,1.0,0.2,0.0,,17019.1,8.50955,1000.0,0.1180978556746651,0.0085309869228542,0.0095572447710659,64825728963207.54,8.479017434947252,72.1589902484174,549706993213817.7,0.0028314976881327,0.001491971842457
1812,1812,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,1.0,0.05,0.2,,16994.6,8.4973,1000.0,0.1194086311988257,0.0095613908968166,0.0096249981543124,64732408496226.42,8.385846260456606,71.25747675572362,542839265856432.0,0.0028274215799155,0.0014898240608387
1813,1813,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,1.0,0.05,0.05,,17038.4,8.5192,1000.0,0.1197545536310314,0.0088161901782784,0.0095957695324782,64899242637196.77,8.361775907428854,71.23112869666916,542638546413573.9,0.0028347086631773,0.0014936637683849
1814,1814,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,1.0,0.05,0.0,,16952.05,8.476024999999998,1000.0,0.1192814191204888,0.0087702974313172,0.0096231651556964,64570335603571.42,8.39257041821577,71.13192381661466,541882803904717.6,0.0028203424613587,0.0014860939339873
1815,1815,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,1.0,0.0,0.2,,16960.35,8.480175,1000.0,0.1210571732999824,0.0094795157830305,0.0098601285533738,64601950292385.45,8.275180769841757,70.17743196854583,534611487578883.5,0.0028217233469996,0.0014868215498008
1816,1816,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,1.0,0.0,0.05,,17021.6,8.5108,1000.0,0.121009894481267,0.0087124271079068,0.0099571627799383,64835251459838.27,8.27761124905278,70.44956550106086,536684600096069.5,0.0028319136175426,0.0014921910038466
1817,1817,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,1.0,0.0,0.0,,16957.9,8.47895,1000.0,0.1190297735419335,0.0087900436655645,0.0100124549762561,64592618245687.336,8.413615498176485,71.34209308796218,543483872847349.0,0.0028213157361779,0.001486606771639
1818,1818,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.5,0.2,0.2,,16990.7,8.49535,1000.0,0.1171368295483773,0.0096141107219232,0.0098833745998654,64717553401482.48,8.547430260599088,72.61537578172806,553183736976428.7,0.002826772730036,0.0014894821690709
1819,1819,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.5,0.2,0.05,,17052.45,8.526225,1000.0,0.1191738912318783,0.0088511661966789,0.0096331139695967,64952759068261.45,8.404429657526597,71.65543962051903,545870945887767.4,0.002837046186461,0.0014948954553946
1820,1820,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.5,0.2,0.0,,17018.7,8.509349999999998,1000.0,0.1205178582341204,0.0087243867305346,0.0095365524098025,64824205363746.63,8.308027772595548,70.69238496747919,538534398136744.4,0.0028314311394271,0.0014919367766346
1821,1821,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.5,0.05,0.2,,17055.7,8.52785,1000.0,0.1215426834073411,0.0095773167883504,0.0096887765095609,64965138313881.4,8.241570794539301,70.29192932895977,535483728161898.6,0.0028375868946939,0.0014951803652011
1822,1822,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.5,0.05,0.05,,16993.45,8.496725000000001,1000.0,0.1182900779885528,0.0087521319732398,0.0097015534771959,64728028147776.29,8.462977296542837,71.90773721368016,547792948272421.4,0.0028272302523869,0.0014897232465995
1823,1823,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.5,0.05,0.0,,17024.55,8.512274999999999,1000.0,0.1190563994360104,0.0087348909093593,0.0095848525563673,64846488005862.52,8.416359959018953,71.65717737649707,545884184108123.8,0.0028324044142463,0.0014924496142864
1824,1824,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.5,0.0,0.2,,16958.15,8.479074999999998,1000.0,0.1189602589339528,0.009476783699701,0.0098224491625177,64593570495350.414,8.41788494857109,71.3708415838403,543702878811459.4,0.0028213573291189,0.001486628687778
1825,1825,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.5,0.0,0.05,,17040.3,8.520150000000001,1000.0,0.1202508750261756,0.0089641646783599,0.0098963955974202,64906479734636.11,8.33075157525989,70.98222623743455,540742408150021.0,0.0028350247695288,0.001493830331041
1826,1826,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.5,0.0,0.0,,17027.95,8.513975,1000.0,0.1199778937090513,0.008692404303779,0.0099199319677168,64859438601280.33,8.350472569331263,71.08871409401874,541553632354450.3,0.0028329700782438,0.0014927476737763
1827,1827,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.0,0.2,0.2,,17001.4,8.500699999999998,1000.0,0.1191922380077471,0.0094566163751953,0.0095193969004281,64758309687062.0,8.402471830075019,71.42382049865878,544106472041746.2,0.0028285529079105,0.0014904201798185
1828,1828,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.0,0.2,0.05,,17041.55,8.520775,1000.0,0.1190448884355077,0.0087137502994165,0.0097183171055236,64911240982951.484,8.4101315710275,71.65389288505348,545859162861159.6,0.0028352327342337,0.0014939399117358
1829,1829,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.0,0.2,0.0,,17028.7,8.51435,1000.0,0.1196436188480333,0.0084931282175499,0.0096639514546065,64862295350269.54,8.37244017629789,71.28461893372398,543046034895279.3,0.0028330948570668,0.0014928134221931
1830,1830,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.0,0.05,0.2,,17051.15,8.525574999999998,1000.0,0.1204797865207637,0.0092650487263065,0.0096654745553554,64947807370013.48,8.319549423135086,70.92487268941231,540305488975779.3,0.0028368299031678,0.001494781491472
1831,1831,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.0,0.05,0.05,,17007.5,8.503750000000002,1000.0,0.1212694159920602,0.0088733158915797,0.0096599944288524,64781544578840.96,8.26241429981396,70.25689213296315,535216814897236.4,0.0028295677756707,0.0014909549336091
1832,1832,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.0,0.05,0.0,,16961.55,8.480775,1000.0,0.1205344185557407,0.0086118481449081,0.0096767053212159,64606521090768.2,8.31228601893975,70.5035059382521,537095518201200.3,0.0028219229931164,0.0014869267472679
1833,1833,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.0,0.0,0.2,,17045.1,8.522549999999999,1000.0,0.1191973889220832,0.0092897054864731,0.0098420639564717,64924762928167.1,8.411730078986881,71.6848369973205,546094895025002.6,0.0028358233539958,0.0014942511209091
1834,1834,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.0,0.0,0.05,,16988.75,8.494375,1000.0,0.119348843929174,0.0086442708798542,0.0099334411736662,64710125854110.52,8.391502989785348,71.28191899607063,543025466777513.4,0.0028264483050963,0.001489311223187
1835,1835,0.03,1000.0,2.25,1,200000.0,0.0,0.05,0.0,0.0,0.0,0.0,,16995.2,8.497600000000002,1000.0,0.1185151841671142,0.0085761725488163,0.0098994079260188,64734693895417.79,8.454758417108762,71.8489914767776,547345423407041.9,0.0028275214029739,0.0014898766595722
1836,1836,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,2.0,0.2,0.2,,16977.2,8.488599999999998,1000.0,0.1608285147896651,0.0094277531942395,0.0095957317003049,64666131919676.55,6.240779678446644,52.97174961070904,403538645753385.25,0.0028245267112225,0.0014882986975669
1837,1837,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,2.0,0.2,0.05,,17009.75,8.504875,1000.0,0.1617533903148398,0.0085665599775312,0.0095895937383417,64790114825808.63,6.188898309926417,52.63768567119142,400993747562581.9,0.0028299421121396,0.0014911521788598
1838,1838,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,2.0,0.2,0.0,,17065.6,8.532799999999998,1000.0,0.1622282771685149,0.0087899884780007,0.0096321474248857,65002847400539.08,6.176118136216592,52.6946099781222,401427396779345.7,0.0028392339751572,0.001496048244304
1839,1839,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,2.0,0.05,0.2,,17013.25,8.506625,1000.0,0.1608334806554921,0.0094055993496367,0.0096827284988045,64803446321091.65,6.233483555692489,53.01803848566691,403891274278046.4,0.0028305244133135,0.0014914590048053
1840,1840,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,2.0,0.05,0.05,,17010.3,8.50515,1000.0,0.1608565579974708,0.0088624649158803,0.0096974271525565,64792209775067.39,6.229800197546186,52.98716460842368,403656077164425.44,0.0028300336166098,0.0014912003943655
1841,1841,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,2.0,0.05,0.0,,17045.85,8.522924999999997,1000.0,0.1613404709117616,0.0085397896288169,0.0096677609672009,64927619677156.336,6.207321395241268,52.90387413945668,403021570596337.6,0.0028359481328188,0.001494316869326
1842,1842,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,2.0,0.0,0.2,,17037.15,8.518575000000002,1000.0,0.1615665362963284,0.0095798040265686,0.0099018341605944,64894481388881.39,6.219989072924006,52.98835235792456,403665125436921.8,0.0028345006984723,0.0014935541876901
1843,1843,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,2.0,0.0,0.05,,17022.75,8.511375000000001,1000.0,0.1604052939934433,0.008810767069315,0.0099860562717133,64839631808288.42,6.261922671497545,53.29111370875984,405971560591516.5,0.0028321049450712,0.0014922918180858
1844,1844,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,2.0,0.0,0.0,,17003.55,8.501775,1000.0,0.1584596961401757,0.0087468787441289,0.0099346066418238,64766499034164.42,6.334378110629944,53.85738062384424,410285380424303.4,0.002828910607203,0.0014906086586135
1845,1845,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,1.0,0.2,0.2,,17045.2,8.5226,1000.0,0.1623522087302035,0.0094183913132573,0.0095374568085883,64925143828032.35,6.182917366950433,52.70431925789236,401501362046464.3,0.0028358399911722,0.0014942598873647
1846,1846,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,1.0,0.2,0.05,,16999.85,8.499924999999998,1000.0,0.162857982240223,0.0088777459586321,0.0096498183982942,64752405739150.94,6.156413127454899,52.32371363074323,398601909404733.4,0.0028282950316763,0.0014902842997569
1847,1847,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,1.0,0.2,0.0,,16976.2,8.4881,1000.0,0.1579604313816957,0.0089405136302566,0.0096358001018974,64662322921024.27,6.347219954509145,53.8782677227692,410444498287614.5,0.0028243603394585,0.001488211033011
1848,1848,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,1.0,0.05,0.2,,17008.6,8.5043,1000.0,0.1614906744995266,0.009520304800975,0.0095978186678783,64785734477358.5,6.206354295474091,52.77611660196153,402048314020059.5,0.002829750784611,0.0014910513646206
1849,1849,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,1.0,0.05,0.05,,16988.75,8.494375000000002,1000.0,0.1641099197239952,0.0086105294621155,0.0096730048687336,64710125854110.52,6.108971784244607,51.89266005421183,395318144420586.6,0.0028264483050963,0.0014893112231869
1850,1850,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,1.0,0.05,0.0,,16940.75,8.470375,1000.0,0.1608934092697438,0.008767432675727,0.0096348488041305,64527293918800.55,6.233004157946585,52.80363246473634,402257929788511.0,0.0028184624604259,0.0014851033245062
1851,1851,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,1.0,0.0,0.2,,17049.45,8.524725,1000.0,0.1584242443925006,0.0093986663033249,0.0099515404376448,64941332072304.586,6.324845757550938,53.91321164623232,410710701002368.0,0.0028365470711691,0.001494632461727
1852,1852,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,1.0,0.0,0.05,,16965.95,8.482974999999998,1000.0,0.162990715838822,0.0086443189066088,0.0098818550563917,64623280684838.266,6.153174334073546,52.19265061876587,397603471732759.4,0.0028226550288778,0.0014873124713136
1853,1853,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,1.0,0.0,0.0,,17021.35,8.510675,1000.0,0.1608086489661843,0.0087960641476025,0.0099138980228715,64834299210175.2,6.23755522225498,53.08603880382422,404409300518479.5,0.0028318720246016,0.0014921690877076
1854,1854,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.5,0.2,0.2,,16944.9,8.47245,1000.0,0.162258033231933,0.0095150750263656,0.009539933709044,64543101263207.55,6.17848859238355,52.34957741103655,398798939613294.1,0.0028191529032463,0.001485467132413
1855,1855,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.5,0.2,0.05,,17031.7,8.515849999999999,1000.0,0.1602070409734323,0.0086687467781939,0.0096407451689995,64873722346226.42,6.253106536326407,53.24765432303093,405640487108174.9,0.0028335939723587,0.0014930764158607
1856,1856,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.5,0.2,0.0,,17001.75,8.500874999999999,1000.0,0.1577890991276205,0.0087613503183321,0.0095921122999616,64759642836590.29,6.35264355823991,54.015689379878985,411491376101068.0,0.0028286111380279,0.001490450862413
1857,1857,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.5,0.05,0.2,,16977.55,8.488775,1000.0,0.1611693918074024,0.0093969705964116,0.0096358655452347,64667465069204.84,6.2276025574470335,52.85869623963341,402677405477257.0,0.0028245849413398,0.0014883293801614
1858,1858,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.5,0.05,0.05,,16978.05,8.489025,1000.0,0.1623826974717473,0.0086925544752751,0.0096578874652502,64669369568531.0,6.168281301740491,52.36360416998291,398905795425139.6,0.0028246681272218,0.0014883732124394
1859,1859,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.5,0.05,0.0,,16993.4,8.4967,1000.0,0.1578856543881784,0.0086628631065934,0.0097045409463742,64727837697843.67,6.352995815392124,53.98046252303717,411223018000598.1,0.0028272219337987,0.0014897188633717
1860,1860,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.5,0.0,0.2,,16972.85,8.486424999999999,1000.0,0.1600225711483119,0.0094773206094353,0.0098298168956815,64649562775539.086,6.265146457980435,53.16321580667635,404997234718182.9,0.0028238029940492,0.0014879173567489
1861,1861,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.5,0.0,0.05,,16991.8,8.495899999999999,1000.0,0.1579937991909162,0.00871872772969,0.0099454197701702,64721743300000.0,6.351082120427447,53.951491024550286,411002313203215.4,0.0028269557389764,0.0014895786000823
1862,1862,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.5,0.0,0.0,,17030.75,8.515375,1000.0,0.1600050379695176,0.0087341410373703,0.0099127956929703,64870103797506.734,6.262359852313109,53.32720857087524,406246531153821.0,0.0028334359191829,0.0014929931345326
1863,1863,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.0,0.2,0.2,,17008.1,8.504050000000001,1000.0,0.1597901924896916,0.0096548026468042,0.0096303699193917,64783829978032.35,6.272673410007163,53.342906665503264,406366119196384.3,0.002829667598729,0.0014910075323426
1864,1864,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.0,0.2,0.05,,17036.1,8.518049999999999,1000.0,0.1620471591643479,0.0086867450780839,0.009555655611589,64890481940296.5,6.197534061465314,52.78831952793079,402141275877201.2,0.0028343260081201,0.0014934621399064
1865,1865,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.0,0.2,0.0,,16998.85,8.499425,1000.0,0.1599995477813706,0.00866431229944,0.0095204483492897,64748596740498.66,6.27030375890036,53.289724370540014,405960976616702.7,0.0028281286599124,0.001490196635201
1866,1866,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.0,0.05,0.2,,16965.85,8.482925,1000.0,0.1607106449574985,0.0094889584011026,0.0096434797406241,64622899784973.02,6.232622333519725,52.87420722183358,402795568097849.4,0.0028226383917014,0.001487303704858
1867,1867,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.0,0.05,0.05,,17043.85,8.521925000000001,1000.0,0.1584760784012132,0.0089752293215909,0.009621613611321,64920001679851.75,6.328295303526852,53.93064777171139,410843529359270.0,0.0028356153892909,0.0014941415402143
1868,1868,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.0,0.05,0.0,,16986.75,8.493374999999999,1000.0,0.1616318119108257,0.0088499533683394,0.0097532545997598,64702507856805.94,6.206740888832193,52.713707118822086,401572878745722.8,0.0028261155615684,0.0014891358940752
1869,1869,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.0,0.0,0.2,,16981.3,8.490649999999997,1000.0,0.1602596796088335,0.0094329378586854,0.0099836556396076,64681748814150.95,6.252016375639801,53.08353443275742,404390222226443.0,0.0028252088354547,0.0014886581222459
1870,1870,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.0,0.0,0.05,,17037.6,8.518799999999997,1000.0,0.1613954605951448,0.0087521659576792,0.0099476544543086,64896195438274.94,6.208542108567844,52.89672535905876,402967111206535.1,0.0028345755657661,0.0014935936367402
1871,1871,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.2,0.0,0.0,0.0,,17011.95,8.505974999999998,1000.0,0.1616432623770663,0.0087097916641367,0.0099181022973449,64798494622843.69,6.197724265348922,52.71508375318797,401583365942611.4,0.0028303081300203,0.0014913450408827
1872,1872,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,2.0,0.2,0.2,,16991.5,8.495750000000001,1000.0,0.1215215053282577,0.0095586465446645,0.0095132812091019,64720600600404.3,8.24878218952291,70.08825236013443,533932117562381.7,0.0028269058274472,0.0014895523007155
1873,1873,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,2.0,0.2,0.05,,17037.95,8.518975000000001,1000.0,0.1216765830039946,0.0088511053377646,0.0095543396889996,64897528587803.25,8.241862744101354,70.21950742018197,534932018256036.7,0.0028346337958835,0.0014936243193347
1874,1874,0.03,1000.0,2.25,1,200000.0,0.0,0.0,0.05,2.0,0.2,0.0,,16981.4,8.4907,1000.0,0.1171618007043775,0.0087182025198516,0.0094378320916852,64682129714016.17,8.552899955772576,72.62231369165134,553236589955523.6,0.0028252254726311,0.0014886668887015
