,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_hor.slopeErrorMer,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
82,82,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,1.0,0.2,0.05,,10758.45,5.379225,500.0,0.0480189329551563,0.0141935900944186,0.0094652998675817,74624929979110.52,10.445669352213953,56.17182476736334,779260672320520.9,0.0016192948607241,0.000905484114173
83,83,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,1.0,0.2,0.0,,10777.3,5.38865,500.0,0.0465663984474417,0.0141629722202472,0.0095706976338837,74755681149595.69,10.759147104526663,57.97640408037237,804295246050946.6,0.0016221320452744,0.0009070706229687
84,84,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,1.0,0.05,0.2,,10780.75,5.390375,500.0,0.0472233977553571,0.0147640599647274,0.0096756552655051,74779611735175.19,10.633231903596736,57.313943434728856,795105059863333.8,0.0016226513177783,0.0009073609919525
85,85,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,1.0,0.05,0.05,,10734.0,5.366999999999999,500.0,0.0484401730268671,0.0143320213772224,0.0096782735827474,74455334959568.73,10.356222233094824,55.59000437158928,771189192452127.6,0.0016156147990661,0.0009034262818095
86,86,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,1.0,0.05,0.0,,10754.55,5.377275,500.0,0.0481944592941032,0.0141472544793566,0.0096134866848399,74597878012803.23,10.4143909887306,56.01900274595753,777140602487659.2,0.0016187078570241,0.0009051558709739
87,87,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,1.0,0.0,0.2,,10757.45,5.378725,500.0,0.0485649287171014,0.014503943495659,0.0099269519694903,74617993577493.25,10.30962983368894,55.45101283390691,769260990198599.6,0.0016191443469549,0.0009053999492502
88,88,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,1.0,0.0,0.05,,10767.15,5.383575,500.0,0.0478742067544288,0.0139428578651066,0.0098886383548521,74685276673180.6,10.478997716631332,56.42058080621409,782711615900891.6,0.0016206043305165,0.0009062163490018
89,89,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,1.0,0.0,0.0,,10763.15,5.381575000000001,500.0,0.0487364267383298,0.0142034160271965,0.0097909778640549,74657531066711.58,10.282180413894569,55.33617559108997,767667875725007.2,0.0016200022754396,0.0009058796893104
90,90,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.5,0.2,0.2,,10776.65,5.388325,500.0,0.0486012450859504,0.014943011985004,0.0096907380690888,74751172488544.47,10.332264900151236,55.67893503138959,772422909997051.9,0.0016220342113243,0.0009070159157688
91,91,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.5,0.2,0.05,,10689.5,5.34475,500.0,0.0476996241139829,0.0139376795587794,0.0095129504173585,74146665087601.08,10.520762391512484,56.230839759969285,780079375700829.0,0.0016089169363347,0.0008996809427429
92,92,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.5,0.2,0.0,,10731.25,5.3656250000000005,500.0,0.0472608271964275,0.0141115274698571,0.0095513411518686,74436259855121.3,10.60405663409271,56.88839062643105,789201449487928.9,0.0016152008862007,0.0009031948282717
93,93,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.5,0.05,0.2,,10818.9,5.409449999999999,500.0,0.0492975353136983,0.0144745494012694,0.009674643519797,75044235456873.31,10.165924459264108,54.99115482363415,762881470506276.1,0.0016283934180749,0.000910571883759
94,94,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.5,0.05,0.05,,10740.35,5.370175000000001,500.0,0.048433907086084,0.0140434081439303,0.0096335814926455,74499381109838.28,10.376213697995446,55.73165371521674,773154265924567.9,0.0016165705615008,0.0009039607290696
95,95,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.5,0.05,0.0,,10721.85,5.360925000000001,500.0,0.0479464063004001,0.014140814710339,0.0095915265203658,74371057679919.14,10.455916239015796,56.05102496358122,777584840411885.1,0.0016137860567698,0.0009024036779969
96,96,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.5,0.0,0.2,,10740.5,5.37025,500.0,0.0467571048130053,0.0148173198828373,0.0099441485375638,74500421570080.86,10.725853354185336,57.61046215124885,799218605672962.2,0.0016165931385662,0.000903973353808
97,97,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.5,0.0,0.05,,10725.6,5.3628,500.0,0.0478233554571033,0.0143535496688844,0.0098635457529032,74397069185983.83,10.489159424981144,56.2608674638974,780495944129007.4,0.0016143504834044,0.0009027192964576
98,98,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.5,0.0,0.0,,10739.95,5.369975000000001,500.0,0.0484354929938461,0.014223111404578,0.0098757976473766,74496606549191.39,10.351174559233131,55.6010421158514,771342316906428.9,0.0016165103559931,0.0009039270631004
99,99,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.0,0.2,0.2,,10769.3,5.384650000000001,500.0,0.0483467179925127,0.0146879564547902,0.0096671314958753,74700189936657.67,10.360736865399586,55.79237545951355,773996646735253.0,0.0016209279351204,0.0009063973035859
100,100,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.0,0.2,0.05,,10741.05,5.370525000000001,500.0,0.0482550643217848,0.013931135251705,0.0095872673456955,74504236590970.34,10.40128627424352,55.85833646698725,774911710813085.1,0.0016166759211393,0.0009040196445155
101,101,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.0,0.2,0.0,,10754.65,5.377325,500.0,0.0486183306034632,0.0138973767924564,0.0095203132533549,74598571652964.97,10.321136161555035,55.48937354114889,769793160742104.0,0.001618722908401,0.0009051642874662
102,102,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.0,0.05,0.2,,10760.8,5.3804,500.0,0.0483949187418971,0.0145666201024373,0.0096149040340322,74641230522911.06,10.348807050221248,55.67867501821816,772419302885486.2,0.0016196485680818,0.0009056819017417
103,103,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.0,0.05,0.05,,10754.7,5.377350000000001,500.0,0.0476485434725617,0.014104265543661,0.0095889888671528,74598918473045.81,10.525479012851465,56.60286735719111,785240441354891.4,0.0016187304340894,0.0009051684957124
104,104,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.0,0.05,0.0,,10742.5,5.37125,500.0,0.048128046473269,0.0139215455476593,0.0095845280923511,74514294373315.36,10.411610824683178,55.92243641380945,775800956762691.8,0.0016168941661047,0.0009041416836537
105,105,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.0,0.0,0.2,,10721.25,5.360625000000001,500.0,0.0485438321553601,0.0144330699640692,0.0098784522166746,74366895838948.8,10.331347091343014,55.378805862788894,768259277096120.0,0.0016136957485082,0.0009023531790432
106,106,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.0,0.0,0.05,,10780.0,5.389999999999999,500.0,0.0481045262440772,0.0140210854087093,0.0098988517645809,74774409433962.28,10.426036846050271,56.18895339735103,779498294434016.8,0.0016225384324513,0.0009072978682603
107,107,0.03,500.0,2.25,1,200000.0,1.0,0.2,0.0,0.0,0.0,0.0,,10724.75,5.362375000000001,500.0,0.0474142000187413,0.0140729898938912,0.0098176251432871,74391173244609.19,10.568898815306191,56.67643642979713,786261050623299.8,0.0016142225467006,0.0009026477562732
108,108,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,2.0,0.2,0.2,,10741.35,5.370675,500.0,0.057390724932793,0.0144870103672489,0.0094611354078666,74506317511455.52,8.738638759080985,46.93834740560192,651166457710582.2,0.0016167210752701,0.0009040448939924
109,109,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,2.0,0.2,0.05,,10696.25,5.348125000000001,500.0,0.0592110121728154,0.0143253449712887,0.0097035638761899,74193485798517.53,8.467049299666545,45.28152882445831,628181739539111.2,0.0016099329042771,0.0009002490559721
110,110,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,2.0,0.2,0.0,,10730.55,5.365275,500.0,0.0585595761304574,0.013934479267243,0.0096490063570573,74431404373989.2,8.59379079996896,46.11808756046052,639787154277773.0,0.0016150955265622,0.0009031359128257
111,111,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,2.0,0.05,0.2,,10737.55,5.368775,500.0,0.0581143389030188,0.0148631625417506,0.0096058914614424,74479959185309.97,8.624542794781174,46.29703980666791,642269723577780.2,0.0016161491229469,0.0009037250672856
112,112,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,2.0,0.05,0.05,,10751.05,5.375524999999999,500.0,0.0588418244339208,0.0141108425955019,0.009524723475357,74573600607142.88,8.51974578149731,45.79559620557502,635313295166618.9,0.0016181810588317,0.000904861293744
113,113,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,2.0,0.05,0.0,,10724.9,5.362450000000001,500.0,0.0586653849703679,0.0140742769907559,0.0096302175531552,74392213704851.77,8.550549403461345,45.84488978436318,635997135285871.4,0.001614245123766,0.0009026603810116
114,114,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,2.0,0.0,0.2,,10767.45,5.383725,500.0,0.0579264074820229,0.014532911352948,0.0098558560493804,74687357593665.78,8.649474983243971,46.562274212502025,645949268300936.8,0.0016206494846473,0.0009062415984786
115,115,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,2.0,0.0,0.05,,10752.5,5.376250000000001,500.0,0.0581710826869567,0.0144486592444205,0.0098717705285073,74583658389487.89,8.621428543590588,46.35252154115568,643039410763437.8,0.0016183993037971,0.0009049833328821
116,116,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,2.0,0.0,0.0,,10758.0,5.379,500.0,0.0588130738579905,0.0141370818835581,0.0098893378958989,74621808598382.75,8.53533206847044,45.91622730235552,636986786636216.6,0.001619227129528,0.0009054462399578
117,117,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,1.0,0.2,0.2,,10757.35,5.378675000000001,500.0,0.0582621884292677,0.0144224304391887,0.0096447079977904,74617299937331.53,8.607307073705218,46.28717874588883,642132923021908.8,0.001619129295578,0.0009053915327579
118,118,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,1.0,0.2,0.05,,10689.0,5.344500000000002,500.0,0.0589664135693822,0.0140318777969748,0.0095590027716621,74143196886792.47,8.516996289546196,45.51336651353172,631397978181968.1,0.0016088416794501,0.0008996388602815
119,119,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,1.0,0.2,0.0,,10723.2,5.361599999999999,500.0,0.0583350626273357,0.0138251204144701,0.0095492362504229,74380421822102.42,8.598515845811473,46.1032380988915,639581150619287.8,0.0016139892503583,0.0009025173006428
120,120,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,1.0,0.05,0.2,,10769.45,5.384725,500.0,0.0584934238087697,0.0146713912348497,0.0096450382457884,74701230396900.28,8.568359789411504,46.136416130214805,640041422919544.1,0.0016209505121858,0.0009064099283243
121,121,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,1.0,0.05,0.05,,10769.7,5.384849999999999,500.0,0.0579365873004604,0.01406056263979,0.0095960621350942,74702964497304.56,8.684664511792246,46.75838677237809,648669899255911.6,0.0016209881406281,0.000906430969555
122,122,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,1.0,0.05,0.0,,10752.15,5.376074999999999,500.0,0.0588894923361067,0.0140409838323864,0.0096481019876928,74581230648921.83,8.52566892289361,45.8331262322569,635833941842162.2,0.0016183466239779,0.0009049538751591
123,123,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,1.0,0.0,0.2,,10758.6,5.379300000000001,500.0,0.0584649075845788,0.0145077287770777,0.0098876464871712,74625970439353.1,8.571030247810665,46.11021151550426,639677891455828.8,0.0016193174377895,0.0009054967389115
124,124,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,1.0,0.0,0.05,,10742.65,5.371325000000001,500.0,0.058693240455102,0.0144170067230361,0.0098367251612213,74515334833557.94,8.543403643251018,45.88704007476349,636581877970871.9,0.0016169167431701,0.0009041543083921
125,125,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,1.0,0.0,0.0,,10719.3,5.35965,500.0,0.0574441915417167,0.0142951389190684,0.0098287911690781,74353369855795.16,8.728625402765795,46.78447128593034,649031764579889.8,0.0016134022466582,0.0009021890574437
126,126,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.5,0.2,0.2,,10734.9,5.36745,500.0,0.0580292502189507,0.0148044160918891,0.0094892928383414,74461577721024.27,8.65658295287887,46.4699733030822,644668795946189.9,0.0016157502614584,0.0009035020302401
127,127,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.5,0.2,0.05,,10753.85,5.376925,500.0,0.0587089812294862,0.0140179677378758,0.0095414512750772,74593022531671.16,8.556567847852943,46.01405102340137,638343875869952.6,0.0016186024973856,0.000905096955528
128,128,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.5,0.2,0.0,,10757.6,5.378800000000001,500.0,0.0573560968643334,0.0139278138178653,0.0095294693191392,74619034037735.84,8.741879960022455,47.01517272846813,652232240298132.2,0.0016191669240203,0.0009054125739886
129,129,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.5,0.05,0.2,,10764.2,5.382099999999999,500.0,0.058755142249754,0.0142636930596499,0.0097443078920888,74664814288409.69,8.531089567873178,45.91036728791344,636905491808910.6,0.0016201603148973,0.0009059680624794
130,130,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.5,0.05,0.05,,10720.85,5.360425000000001,500.0,0.0595096999139655,0.0139798318854522,0.0095820216696023,74364121278301.9,8.42228509947596,45.14130646176106,626236462292335.4,0.0016136355430005,0.0009023195130741
131,131,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.5,0.05,0.0,,10739.0,5.3695,500.0,0.0595947323662641,0.013955109808926,0.0096530990015617,74490016967654.98,8.421420362028917,45.22755929867027,627433030927194.6,0.0016163673679123,0.0009038471064237
132,132,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.5,0.0,0.2,,10721.25,5.360625,500.0,0.0595019846393625,0.0144177075895718,0.0099015123816699,74366895838948.78,8.435483047799428,45.22554745897536,627405121070967.6,0.0016136957485082,0.0009023531790432
133,133,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.5,0.0,0.05,,10734.35,5.367174999999999,500.0,0.0581572579603118,0.0142390822574751,0.0097964463071347,74457762700134.78,8.62444447633381,46.28948935452614,642164977640886.0,0.0016156674788853,0.0009034557395325
134,134,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.5,0.0,0.0,,10759.5,5.3797500000000005,500.0,0.0574441367622597,0.0138910567477016,0.0098302771430779,74632213200808.61,8.728135227972649,46.95558527940669,651405595342056.9,0.0016194529001818,0.000905572487342
135,135,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.0,0.2,0.2,,10781.95,5.390975,500.0,0.0581993496806034,0.0147845623309024,0.0094369711991113,74787935417115.9,8.61128643102743,46.41713816933806,643935824531889.0,0.0016228319343014,0.0009074619898599
136,136,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.0,0.2,0.05,,10753.15,5.376575000000001,500.0,0.0566424855074501,0.0140439139550889,0.0095926153675133,74588167050539.1,8.868793157986172,47.68447831278405,661517384973099.8,0.0016184971377471,0.000905038040082
137,137,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.0,0.2,0.0,,10725.8,5.362900000000001,500.0,0.0588211013291697,0.0140640470022748,0.0096774428034015,74398456466307.27,8.529255682296721,45.73718506359344,634502968887205.8,0.0016143805861583,0.0009027361294422
138,138,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.0,0.05,0.2,,10702.95,5.351475,500.0,0.0573346991973237,0.0146368385845235,0.0096735171894543,74239959689353.11,8.743305877458472,46.7916968102877,649132002857565.5,0.0016109413465311,0.0009008129609552
139,139,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.0,0.05,0.05,,10775.5,5.3877500000000005,500.0,0.0582778137724744,0.0140115499152661,0.0096280441582723,74743195626684.62,8.594881057194478,46.306956232864216,642407292207191.4,0.0016218611204897,0.0009069191261075
140,140,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.0,0.05,0.0,,10750.5,5.375249999999999,500.0,0.0588622564743331,0.0141046905241316,0.0095942851183942,74569785586253.34,8.524256481510045,45.81498356722582,635582252220036.5,0.0016180982762586,0.0009048150030364
141,141,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.0,0.0,0.2,,10757.75,5.378874999999999,500.0,0.0582695203707316,0.0147074046695419,0.0098989120592299,74620074497978.44,8.596077910724231,46.23866774543536,641459939457908.6,0.0016191895010856,0.000905425198727
142,142,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.0,0.0,0.05,,10795.95,5.397975000000001,500.0,0.0579769796571639,0.0140061797795205,0.0098565356352554,74885045039757.4,8.6476076466183,46.67967778824861,647577985006295.9,0.0016249391270708,0.0009086402987797
143,143,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.2,0.0,0.0,0.0,,10735.5,5.36775,500.0,0.0582465724079383,0.0139808618883536,0.0098762712598217,74465739561994.61,8.61778275211839,46.25526188862338,641690146741201.2,0.00161584056972,0.0009035525291938
144,144,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,2.0,0.2,0.2,,10770.2,5.3851,500.0,0.0446942460056305,0.0145518560213875,0.0096421114634355,74706432698113.2,11.21550961170779,60.40628976918615,838004572094191.2,0.0016210633975127,0.0009064730520165
145,145,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,2.0,0.2,0.05,,10742.9,5.37145,500.0,0.0437535910506965,0.0141156862356661,0.0094528613854608,74517068933962.28,11.456220970138595,61.538092578818656,853705849772478.8,0.0016169543716124,0.0009041753496228
146,146,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,2.0,0.2,0.0,,10653.1,5.32655,500.0,0.0438761366196472,0.0139026052895387,0.0094229652673686,73894180068733.16,11.414951708779236,60.80987509163375,843603431860839.6,0.0016034382351342,0.0008966173395514
147,147,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,2.0,0.05,0.2,,10740.1,5.37005,500.0,0.0435810652379103,0.0147770729879167,0.0096344092595548,74497647009433.97,11.49926533216732,61.75220387216368,856676173615339.1,0.0016165329330585,0.0009039396878388
148,148,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,2.0,0.05,0.05,,10735.6,5.367800000000001,500.0,0.0433678829918477,0.0140754958025237,0.0096438293353773,74466433202156.34,11.56489548290862,62.084298101188345,861283251509911.8,0.0016158556210969,0.0009035609456861
149,149,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,2.0,0.05,0.0,,10760.4,5.3802,500.0,0.0438635896574339,0.0142497713464471,0.0096161707089958,74638455962264.14,11.432980427255666,61.51457287503837,853379565549801.1,0.0016195883625741,0.0009056482357726
150,150,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,2.0,0.0,0.2,,10736.75,5.368375,500.0,0.0440031223281294,0.0148569506197653,0.0098623104569856,74474410064016.17,11.399089629483496,61.18621783817282,848824360732307.9,0.0016160287119315,0.0009036577353473
151,151,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,2.0,0.0,0.05,,10781.9,5.39095,500.0,0.0450042715725345,0.0137315699568124,0.0099318924087418,74787588597035.03,11.13374637846618,60.01965355420185,832640843960381.6,0.0016228244086129,0.0009074577816137
152,152,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,2.0,0.0,0.0,,10750.2,5.375100000000001,500.0,0.0444667065474276,0.0139487276654215,0.0098304153591774,74567704665768.2,11.261652577344844,60.536783333416906,839814883634133.2,0.0016180531221279,0.0009047897535596
153,153,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,1.0,0.2,0.2,,10739.3,5.369650000000001,500.0,0.0438732180795141,0.0148564753958623,0.0096260367842555,74492097888140.16,11.434421302006196,61.39475749612988,851717390373736.6,0.0016164125220431,0.0009038723559006
154,154,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,1.0,0.2,0.05,,10762.5,5.3812500000000005,500.0,0.0443011570564152,0.0139505025820136,0.009343762395951,74653022405660.38,11.342684134711453,61.03722406085734,846757399376445.2,0.0016199044414895,0.0009058249821105
155,155,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,1.0,0.2,0.0,,10725.6,5.362800000000001,500.0,0.0435764753892726,0.0138782578159739,0.0097007464260806,74397069185983.84,11.536625453203124,61.84683025150607,857988906756749.2,0.0016143504834044,0.0009027192964576
156,156,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,1.0,0.05,0.2,,10742.9,5.371450000000001,500.0,0.0438709684154815,0.0143565170530104,0.0095916481051064,74517068933962.27,11.41125563717598,61.304953321026325,850471554722888.1,0.0016169543716124,0.0009041753496228
157,157,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,1.0,0.05,0.05,,10723.8,5.3619,500.0,0.0441709551128752,0.0140667846635545,0.0097062663837581,74384583663072.75,11.3494474253862,60.85827678363231,844274899010152.6,0.0016140795586198,0.0009025677995965
158,158,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,1.0,0.05,0.0,,10729.0,5.364499999999999,500.0,0.0439230729468135,0.0141587763182496,0.0095405876557775,74420652951482.47,11.412787623019952,61.24311976507053,849613749967823.8,0.0016148622302199,0.0009030054571953
159,159,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,1.0,0.0,0.2,,10743.25,5.371625000000001,500.0,0.0442449378870122,0.0145177525179052,0.0099087828535288,74519496674528.3,11.326651509342124,60.83864941904736,844002612443253.8,0.0016170070514316,0.0009042048073458
160,160,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,1.0,0.0,0.05,,10753.1,5.37655,500.0,0.0441259548046616,0.0141436294320436,0.0099158237931226,74587820230458.22,11.367033484124638,61.10754436566621,847732939128448.8,0.0016184896120587,0.0009050338318358
161,161,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,1.0,0.0,0.0,,10710.85,5.355425,500.0,0.0445485323811169,0.0140441488707237,0.0098840112027059,74294757262129.38,11.247449604229994,60.23280291057769,835597823040944.4,0.0016121304053081,0.0009014778638457
162,162,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.5,0.2,0.2,,10775.15,5.387575,500.0,0.0436966676844803,0.0145469394030648,0.0095597015372595,74740767886118.61,11.475749830370368,61.82487685342899,857684351584897.2,0.0016218084406705,0.0009068896683845
163,163,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.5,0.2,0.05,,10752.0,5.376,500.0,0.0439958280839845,0.0139050937944968,0.0096247506396969,74580190188679.25,11.392274934104885,61.23910682507625,849558079240891.2,0.0016183240469125,0.0009049412504207
164,164,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.5,0.2,0.0,,10769.55,5.384774999999999,500.0,0.0447269817816134,0.0141997591043204,0.0095003618155674,74701924037061.98,11.221521296913828,60.42049503016865,838201638884696.4,0.0016209655635627,0.0009064183448166
165,165,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.5,0.05,0.2,,10712.9,5.356450000000001,500.0,0.0422643428294321,0.0144137904199758,0.0096520298810002,74308976885444.75,11.863158466719154,63.54499434546007,881547203092068.2,0.0016124389585351,0.0009016504019375
166,166,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.5,0.05,0.05,,10761.6,5.380799999999999,500.0,0.0437062993486079,0.0143306702240044,0.009696801225108,74646779644204.84,11.4709034728171,61.72272492450072,856267217974850.6,0.0016197689790972,0.00090574923368
167,167,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.5,0.05,0.0,,10753.55,5.376775000000001,500.0,0.0441032971223705,0.0143078569190878,0.0096181298489746,74590941611185.97,11.354753513441622,61.05730268262615,847035946145464.0,0.0016185573432548,0.0009050717060511
168,168,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.5,0.0,0.2,,10726.8,5.3634,500.0,0.0432400426593573,0.0145712273542462,0.0098819655048387,74405392867924.53,11.638527977023362,62.414937583397695,865870147988159.4,0.0016145310999275,0.000902820294365
169,169,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.5,0.0,0.05,,10798.55,5.399275000000001,500.0,0.0439076016723134,0.0143484152016149,0.0099079890783537,74903079683962.25,11.40946223023629,61.59932314388296,854555289353553.1,0.0016253304628708,0.0009088591275791
170,170,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.5,0.0,0.0,,10739.7,5.36985,500.0,0.0435282100930293,0.0143761511481782,0.0099009797268741,74494872448787.06,11.521999450040187,61.881862514711926,858474902451063.2,0.0016164727275508,0.0009039060218697
171,171,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.0,0.2,0.2,,10749.5,5.374750000000001,500.0,0.0439893408112254,0.0145893789671344,0.0095424739584007,74562849184636.14,11.412475529156048,61.33444119745887,850880634230440.1,0.0016179477624894,0.0009047308381136
172,172,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.0,0.2,0.05,,10722.1,5.36105,500.0,0.0446688743442762,0.0144728403549217,0.0095321069790232,74372791780323.47,11.21362032763432,60.11934976136706,834023909825610.8,0.0016138236852121,0.0009024247192277
173,173,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.0,0.2,0.0,,10763.4,5.381700000000001,500.0,0.0432676487455523,0.0140865016580179,0.0094697358886947,74659265167115.9,11.575835376812911,62.29867969980263,864257325244585.2,0.0016200399038819,0.0009059007305411
174,174,0.03,500.0,2.25,1,200000.0,1.0,0.05,0.05,0.0,0.05,0.2,,10786.65,5.393325,500.0,0.0443699206949503,0.0147278973792085,0.0096337947015683,74820536504716.97,11.292491372211323,60.90331531412077,844899709681590.2,0.0016235393490168,0.0009078575649972
