Energy[eV],Reflectivity
9.120633999999997741e+02,8.620462520472303991e-01
9.210212999999997692e+02,8.621547806638081290e-01
9.299791999999997643e+02,8.622781711842646413e-01
9.389370999999997593e+02,8.624147281827998501e-01
9.478949999999997544e+02,8.625294531352644123e-01
9.568528999999997495e+02,8.626403955034838145e-01
9.658107999999997446e+02,8.627428629095580392e-01
9.747686999999997397e+02,8.628254962161415742e-01
9.837265999999997348e+02,8.629148868663267802e-01
9.926844999999997299e+02,8.629850579288290691e-01
1.001642399999999725e+03,8.630691422599554574e-01
1.010600299999999720e+03,8.631503551974575306e-01
1.019558199999999715e+03,8.632525510444606365e-01
1.028516099999999824e+03,8.633767583664228029e-01
1.037473999999999705e+03,8.634879504605735834e-01
1.046431899999999587e+03,8.635949495465636838e-01
1.055389799999999696e+03,8.636795687637011110e-01
1.064347699999999804e+03,8.637670230835784446e-01
1.073305599999999686e+03,8.638241571378689754e-01
1.082263499999999567e+03,8.638894549166042935e-01
1.091221399999999676e+03,8.639237776892665366e-01
1.100179299999999785e+03,8.639707007201911093e-01
1.109137199999999666e+03,8.639862949734377073e-01
1.118095099999999547e+03,8.640164720829800471e-01
1.127052999999999656e+03,8.640155371623601255e-01
1.136010899999999765e+03,8.640293074264745465e-01
1.144968799999999646e+03,8.640137215980314700e-01
1.153926699999999528e+03,8.640113257082723264e-01
1.162884599999999637e+03,8.639840646338043939e-01
1.171842499999999745e+03,8.639671205575527591e-01
1.180800399999999627e+03,8.639306679584188853e-01
1.189758299999999508e+03,8.639005010187309486e-01
1.198716199999999617e+03,8.638558485145163557e-01
1.207674099999999726e+03,8.638117994571802294e-01
1.216631999999999607e+03,8.637616094143236722e-01
1.225589899999999489e+03,8.637067074248643284e-01
1.234547799999999597e+03,8.636565223513977818e-01
1.243505699999999706e+03,8.636013614581384834e-01
1.252463599999999587e+03,8.635570741142554185e-01
1.261421499999999469e+03,8.635011205398334111e-01
1.270379399999999578e+03,8.634590029597598582e-01
1.279337299999999686e+03,8.634014068238390349e-01
1.288295199999999568e+03,8.633523199622872291e-01
1.297253099999999449e+03,8.632893457155785821e-01
1.306210999999999558e+03,8.632174567527778342e-01
1.315168899999999667e+03,8.631480746260191683e-01
1.324126799999999548e+03,8.630538755488735836e-01
1.333084699999999430e+03,8.629723513470688445e-01
1.342042599999999538e+03,8.628642014766410018e-01
1.351000499999999647e+03,8.627613241240689179e-01
1.359958399999999529e+03,8.626509279244173323e-01
1.368916299999999410e+03,8.625273467846645836e-01
1.377874199999999519e+03,8.624155198508226539e-01
1.386832099999999627e+03,8.622712775950911457e-01
1.395789999999999509e+03,8.621379995212979930e-01
1.404747899999999390e+03,8.619939676856024358e-01
1.413705799999999499e+03,8.618392009562340084e-01
1.422663699999999608e+03,8.616953225955829021e-01
1.431621599999999489e+03,8.615193523346820204e-01
1.440579499999999371e+03,8.613527585130222874e-01
1.449537399999999479e+03,8.611800206094797350e-01
1.458495299999999588e+03,8.609932445273016377e-01
1.467453199999999470e+03,8.608165416839761441e-01
1.476411099999999351e+03,8.606193123012745305e-01
1.485368999999999460e+03,8.604239881520678868e-01
1.494326899999999569e+03,8.602342373776536988e-01
1.503284799999999450e+03,8.600291921753175917e-01
1.512242699999999331e+03,8.598337897525349938e-01
1.521200599999999440e+03,8.596251769825963285e-01
1.530158499999999549e+03,8.593976238832801151e-01
1.539116399999999430e+03,8.591792869016134926e-01
1.548074299999999312e+03,8.589321494361031872e-01
1.557032199999999420e+03,8.586780944601675181e-01
1.565990099999999529e+03,8.584327735624032174e-01
1.574947999999999411e+03,8.581473483871735475e-01
1.583905899999999292e+03,8.578661287152694603e-01
1.592863799999999401e+03,8.575879899524769812e-01
1.601821699999999510e+03,8.572686278359351597e-01
1.610779599999999391e+03,8.569569572540929325e-01
1.619737499999999272e+03,8.566406038110518928e-01
1.628695399999999381e+03,8.562877174163850968e-01
1.637653299999999490e+03,8.559419861036606791e-01
1.646611199999999371e+03,8.555851430391367973e-01
1.655569099999999253e+03,8.551923655834079430e-01
1.664526999999999362e+03,8.548061194970564269e-01
1.673484899999999470e+03,8.544052208107628665e-01
1.682442799999999352e+03,8.539676642114649718e-01
1.691400699999999233e+03,8.535359528305096477e-01
1.700358599999999342e+03,8.530900890192123498e-01
1.709316499999999451e+03,8.526061256082343442e-01
1.718274399999999332e+03,8.521272793935076306e-01
1.727232299999999213e+03,8.516413793310158020e-01
1.736190199999999322e+03,8.511237230740794635e-01
1.745148099999999431e+03,8.506107852122887225e-01
1.754105999999999312e+03,8.500914563271215751e-01
1.763063899999999194e+03,8.495051501779579128e-01
1.772021799999999303e+03,8.489225295300016905e-01
1.780979699999999411e+03,8.483436517517627395e-01
1.789937599999999293e+03,8.476743961758843593e-01
1.798895499999999174e+03,8.470046412753438059e-01
1.807853399999999283e+03,8.463372287280536144e-01
1.816811299999999392e+03,8.455794038833488457e-01
1.825769199999999273e+03,8.447919171776402392e-01
1.834727099999999155e+03,8.440046692369810311e-01
1.843684999999999263e+03,8.431484551066550370e-01
1.852642899999999372e+03,8.422175648734968600e-01
1.861600799999999253e+03,8.412840920256571264e-01
1.870558699999999135e+03,8.403192662785595735e-01
1.879516599999999244e+03,8.392052973064280108e-01
1.888474499999999352e+03,8.380847007693723594e-01
1.897432399999999234e+03,8.369573756953561094e-01
1.906390299999999115e+03,8.356457342686292034e-01
1.915348199999999224e+03,8.342751242995541938e-01
1.924306099999999333e+03,8.328914423759832264e-01
1.933263999999999214e+03,8.313838071251746786e-01
1.942221899999999096e+03,8.296612230043203251e-01
1.951179799999999204e+03,8.279150000901011053e-01
1.960137699999999313e+03,8.261445628781881600e-01
1.969095599999999195e+03,8.239492306963851487e-01
1.978053499999999076e+03,8.216557562584555496e-01
1.987011399999999185e+03,8.193179022153590507e-01
1.995969299999999294e+03,8.166863752127692111e-01
2.004927199999999175e+03,8.134930949224836727e-01
2.013885099999999056e+03,8.102130200169862517e-01
2.022842999999999165e+03,8.068426588400353650e-01
2.031800899999999274e+03,8.023489736971285424e-01
2.040758799999999155e+03,7.973029784606568970e-01
2.049716699999999037e+03,7.920482846884946415e-01
2.058674599999999373e+03,7.862526355471265438e-01
2.067632499999999254e+03,7.763352501546656459e-01
2.076590399999999136e+03,7.656657456438749065e-01
2.085548299999999017e+03,7.541667982998937481e-01
2.094506199999998898e+03,7.074350231397107391e-01
2.103464099999999235e+03,5.418936025168832327e-01
2.112421999999999116e+03,2.632373815610443701e-01
2.121379899999998997e+03,7.508996378671382865e-02
2.130337799999999334e+03,4.247051371227625882e-01
2.139295699999999215e+03,4.588975365017659569e-01
2.148253599999999096e+03,4.924342368588774388e-01
2.157211499999998978e+03,5.247536034820374784e-01
2.166169399999998859e+03,5.266118852432097874e-01
2.175127299999999195e+03,5.186205399325727328e-01
2.184085199999999077e+03,5.104727575071990042e-01
2.193043099999998958e+03,5.021678248801256794e-01
2.202000999999999294e+03,3.391822051446121700e-01
2.210958899999999176e+03,3.964940210781738861e-01
2.219916799999999057e+03,4.591909685831054300e-01
2.228874699999998938e+03,5.212891580939474911e-01
2.237832599999998820e+03,5.359196100913742322e-01
2.246790499999999156e+03,5.449657172819339923e-01
2.255748399999999037e+03,5.539532449430285554e-01
2.264706299999998919e+03,5.628686343643345413e-01
2.273664199999999255e+03,5.685502506642682308e-01
2.282622099999999136e+03,5.737269332112511222e-01
2.291579999999999018e+03,5.788947523827236985e-01
2.300537899999998899e+03,5.840506103301427165e-01
2.309495799999998781e+03,5.879750372226187904e-01
2.318453699999999117e+03,5.915461186884188871e-01
2.327411599999998998e+03,5.951221331357776645e-01
2.336369499999998880e+03,5.987018190746929980e-01
2.345327399999999216e+03,6.017016505851158215e-01
2.354285299999999097e+03,6.043474053696992199e-01
2.363243199999998978e+03,6.070033356217291454e-01
2.372201099999998860e+03,6.096688040619339111e-01
2.381158999999998741e+03,6.120854001284168344e-01
2.390116899999999077e+03,6.141113019983005517e-01
2.399074799999998959e+03,6.161496495006847374e-01
2.408032699999998840e+03,6.182000876867776995e-01
2.416990599999999176e+03,6.202113280607829404e-01
2.425948499999999058e+03,6.217678834999635917e-01
2.434906399999998939e+03,6.233377741600013566e-01
2.443864299999998821e+03,6.249207995371887092e-01
2.452822199999998702e+03,6.265167596878754575e-01
2.461780099999999038e+03,6.277978013294394088e-01
2.470737999999998920e+03,6.289745748683823745e-01
2.479695899999998801e+03,6.301648282267832135e-01
2.488653799999999137e+03,6.313684570289500586e-01
2.497611699999999018e+03,6.324519851945131776e-01
2.506569599999998900e+03,6.332416167291872178e-01
2.515527499999998781e+03,6.340445674925353492e-01
2.524485399999998663e+03,6.348608027577968826e-01
2.533443299999998999e+03,6.356902876418061288e-01
2.542401199999998880e+03,6.361015461773724677e-01
2.551359099999998762e+03,6.364154791821234891e-01
2.560316999999999098e+03,6.367417813478418731e-01
2.569274899999998979e+03,6.370804779312817523e-01
2.578232799999998861e+03,6.371861643679781473e-01
2.587190699999998742e+03,6.364311981723922429e-01
2.596148599999998623e+03,6.356820065735419023e-01
2.605106499999998960e+03,6.349386421564733318e-01
2.614064399999998841e+03,6.342011583546997011e-01
2.623022299999998722e+03,6.240697609455716499e-01
2.631980199999999058e+03,6.059146469885379194e-01
2.640938099999998940e+03,5.865720337307014365e-01
2.649895999999998821e+03,5.678780947566274273e-01
2.658853899999998703e+03,6.004491870507135953e-01
2.667811799999998584e+03,6.083540268041862653e-01
2.676769699999998920e+03,6.119206212851192594e-01
2.685727599999998802e+03,6.154737286099924987e-01
2.694685499999998683e+03,6.190127198788627494e-01
2.703643399999999019e+03,6.224689019739224616e-01
2.712601299999998901e+03,6.242131963714614429e-01
2.721559199999998782e+03,6.259647847397671327e-01
2.730517099999998663e+03,6.277234872318389058e-01
2.739474999999998545e+03,6.294891257513769434e-01
2.748432899999998881e+03,6.311740138433072911e-01
2.757390799999998762e+03,6.323958150006213641e-01
2.766348699999998644e+03,6.336268671399807317e-01
2.775306599999998980e+03,6.348670847605507594e-01
2.784264499999998861e+03,6.361163826596218929e-01
2.793222399999998743e+03,6.373081823907460475e-01
2.802180299999998624e+03,6.382378098862333538e-01
2.811138199999998506e+03,6.391769422866910855e-01
2.820096099999998842e+03,6.401255356131552166e-01
2.829053999999998723e+03,6.410835459649999457e-01
2.838011899999998604e+03,6.420098991553900847e-01
2.846969799999998941e+03,6.427244452938165598e-01
2.855927699999998822e+03,6.434483469220145802e-01
2.864885599999998703e+03,6.441815847283821617e-01
2.873843499999998585e+03,6.449241394726704657e-01
2.882801399999998466e+03,6.456673492827738059e-01
2.891759299999998802e+03,6.461797328738561053e-01
2.900717199999998684e+03,6.467011278538848940e-01
2.909675099999998565e+03,6.472315331078877243e-01
2.918632999999998901e+03,6.477709476476596340e-01
2.927590899999998783e+03,6.483193706137739820e-01
2.936548799999998664e+03,6.486140726081822683e-01
2.945506699999998546e+03,6.488636023587135426e-01
2.954464599999998427e+03,6.491215851263221204e-01
2.963422499999998763e+03,6.493880386172531383e-01
2.972380399999998644e+03,6.496629807855023309e-01
2.981338299999998526e+03,6.490035977078194573e-01
2.990296199999998862e+03,6.475463596235281338e-01
2.999254099999998743e+03,6.460835964832704059e-01
3.008211999999998625e+03,6.446152395068251995e-01
3.017169899999998506e+03,6.431412186154967792e-01
3.026127799999998388e+03,6.333051972749916825e-01
3.035085699999998724e+03,6.235113783885514183e-01
3.044043599999998605e+03,6.281047987426141566e-01
3.053001499999998487e+03,6.326443885730815841e-01
3.061959399999998823e+03,6.371302016407601743e-01
3.070917299999998704e+03,6.415623422081875304e-01
3.079875199999998586e+03,6.434167838595483691e-01
3.088833099999998467e+03,6.442184730014383076e-01
3.097790999999998348e+03,6.450268821982182432e-01
3.106748899999998685e+03,6.458419860442552451e-01
3.115706799999998566e+03,6.466637592839916682e-01
3.124664699999998447e+03,6.474430921401187478e-01
3.133622599999998783e+03,6.479652651288125842e-01
3.142580499999998665e+03,6.484943154228615114e-01
3.151538399999998546e+03,6.490302371501447398e-01
3.160496299999998428e+03,6.495730245704119943e-01
3.169454199999998309e+03,6.501226720726187569e-01
3.178412099999998645e+03,6.505598930705869254e-01
3.187369999999998527e+03,6.508923972627951304e-01
3.196327899999998408e+03,6.512315283603051785e-01
3.205285799999998744e+03,6.515772912213462220e-01
3.214243699999998626e+03,6.519296908657608025e-01
3.223201599999998507e+03,6.522887324749323534e-01
3.232159499999998388e+03,6.523354806168043529e-01
3.241117399999998270e+03,6.523017229889837010e-01
3.250075299999998606e+03,6.522737278022093799e-01
3.259033199999998487e+03,6.522515130197155120e-01
3.267991099999998369e+03,6.522350968453645148e-01
3.276948999999998705e+03,6.522244977280898803e-01
3.285906899999998586e+03,6.473284735176627613e-01
3.294864799999998468e+03,6.421392006207516934e-01
3.303822699999998349e+03,6.355460539276439613e-01
3.312780599999998230e+03,6.393415270240873083e-01
3.321738499999998567e+03,6.430969784070074136e-01
3.330696399999998448e+03,6.466710129059464185e-01
3.339654299999998329e+03,6.473242038698123757e-01
3.348612199999998666e+03,6.479825781864211320e-01
3.357570099999998547e+03,6.486461220458271670e-01
3.366527999999998428e+03,6.493148217726832927e-01
3.375485899999998310e+03,6.499886638286411777e-01
3.384443799999998191e+03,6.506597236089283198e-01
3.393401699999998527e+03,6.511027856799398439e-01
3.402359599999998409e+03,6.515511624774690258e-01
3.411317499999998290e+03,6.520048507145898009e-01
3.420275399999998626e+03,6.524638472287032087e-01
3.429233299999998508e+03,6.529281489822053031e-01
3.438191199999998389e+03,6.533977530631626118e-01
3.447149099999998271e+03,6.537575512679266732e-01
3.456106999999998152e+03,6.541129044913432944e-01
3.465064899999998488e+03,6.544733932649116070e-01
3.474022799999998369e+03,6.548390182536827364e-01
3.482980699999998251e+03,6.552097802522115488e-01
3.491938599999998587e+03,6.555856801829308411e-01
3.500896499999998468e+03,6.559019786806919994e-01
3.509854399999998350e+03,6.561973206518519897e-01
3.518812299999998231e+03,6.564976044614549977e-01
3.527770199999998113e+03,6.568028329545205768e-01
3.536728099999998449e+03,6.571130091081069935e-01
3.545685999999998330e+03,6.574281360293328103e-01
3.554643899999998212e+03,6.577160037868061693e-01
3.563601799999998548e+03,6.579612306742277372e-01
3.572559699999998429e+03,6.582111575603578624e-01
3.581517599999998311e+03,6.584657884440772158e-01
3.590475499999998192e+03,6.587251274535673717e-01
3.599433399999998073e+03,6.589891788484233404e-01
3.608391299999998409e+03,6.592579470193995483e-01
3.617349199999998291e+03,6.594646623799703677e-01
3.626307099999998172e+03,6.596753422796233224e-01
3.635264999999998508e+03,6.598905062702874469e-01
3.644222899999998390e+03,6.601101592101366045e-01
3.653180799999998271e+03,6.603343060866723180e-01
3.662138699999998153e+03,6.605629520171094615e-01
3.671096599999998034e+03,6.607664377912330078e-01
3.680054499999998370e+03,6.609417725839379365e-01
3.689012399999998252e+03,6.611213676968739072e-01
3.697970299999998133e+03,6.613052283636002837e-01
3.706928199999998469e+03,6.614933599439575262e-01
3.715886099999998351e+03,6.616857679236509693e-01
3.724843999999998232e+03,6.618824579161074473e-01
3.733801899999998113e+03,6.620350809914710144e-01
3.742759799999997995e+03,6.621836754344513354e-01
3.751717699999998331e+03,6.623363345186313866e-01
3.760675599999998212e+03,6.624930638729372712e-01
3.769633499999998094e+03,6.626538692505340444e-01
3.778591399999998430e+03,6.628187565260406089e-01
3.787549299999998311e+03,6.629803522254493764e-01
3.796507199999998193e+03,6.630957542298465679e-01
3.805465099999998074e+03,6.632149814665725396e-01
3.814422999999997955e+03,6.633380393911159079e-01
3.823380899999998292e+03,6.634649335758866506e-01
3.832338799999998173e+03,6.635956697100919843e-01
3.841296699999998054e+03,6.637302536005932341e-01
3.850254599999998391e+03,6.638538423212710926e-01
3.859212499999998272e+03,6.639451082446538033e-01
3.868170399999998153e+03,6.640399921042083875e-01
3.877128299999998035e+03,6.641384992478009952e-01
3.886086199999997916e+03,6.642406351330577552e-01
3.895044099999998252e+03,6.643464053287253535e-01
3.904001999999998134e+03,6.644558155148946321e-01
3.912959899999998015e+03,6.645517458852215897e-01
3.921917799999998351e+03,6.646186324447221905e-01
3.930875699999998233e+03,6.646889222420796495e-01
3.939833599999998114e+03,6.647626203100958087e-01
3.948791499999997995e+03,6.648397317848619981e-01
3.957749399999997877e+03,6.649202619056491237e-01
3.966707299999998213e+03,6.650042160154523430e-01
3.975665199999998094e+03,6.650786446159476784e-01
3.984623099999997976e+03,6.651238969295950598e-01
3.993580999999998312e+03,6.651723596188758858e-01
4.002538899999998193e+03,6.652240374046128890e-01
4.011496799999998075e+03,6.652789351024109843e-01
4.020454699999997956e+03,6.653370576229380440e-01
4.029412599999997838e+03,6.653984099729286505e-01
4.038370499999998174e+03,6.654577824761389593e-01
4.047328399999998055e+03,6.654783146273864913e-01
4.056286299999997937e+03,6.655018404508971086e-01
4.065244199999998273e+03,6.655283640842594162e-01
4.074202099999998154e+03,6.655578897450445952e-01
4.083159999999998035e+03,6.655904217401779066e-01
4.092117899999997917e+03,6.656259644606927761e-01
4.101075799999997798e+03,6.656645223856030302e-01
4.110033699999998134e+03,6.656693469337526814e-01
4.118991599999997561e+03,6.656689497802270594e-01
4.127949499999997897e+03,6.656713307452414297e-01
4.136907399999998233e+03,6.656764932866680029e-01
4.145865299999997660e+03,6.656844409362825399e-01
4.154823199999997996e+03,6.656951773005544970e-01
4.163781099999998332e+03,6.657087060599548023e-01
4.172738999999997759e+03,6.657081045436690214e-01
4.181696899999998095e+03,6.656861929712055703e-01
4.190654799999998431e+03,6.656668601342311531e-01
4.199612699999997858e+03,6.656501087509012482e-01
4.208570599999998194e+03,6.656359415998127638e-01
4.217528499999998530e+03,6.656243615218498944e-01
4.226486399999997957e+03,6.656153714218981943e-01
4.235444299999997384e+03,6.656089742649847762e-01
4.244402199999997720e+03,6.655665297918025303e-01
4.253360099999998056e+03,6.655215069156722452e-01
4.262317999999997483e+03,6.654788349333046193e-01
4.271275899999997819e+03,6.654385155578140809e-01
4.280233799999998155e+03,6.654005505465233616e-01
4.289191699999997581e+03,6.653649417061190396e-01
4.298149599999997918e+03,6.653316908873497804e-01
4.307107499999998254e+03,6.652914313552529268e-01
4.316065399999997680e+03,6.652233147084976039e-01
4.325023299999998017e+03,6.651573328679981634e-01
4.333981199999998353e+03,6.650934864511183209e-01
4.342939099999997779e+03,6.650317761026538488e-01
4.351896999999998116e+03,6.649722024991776559e-01
4.360854899999998452e+03,6.649147663442599443e-01
4.369812799999997878e+03,6.648594683731021693e-01
4.378770699999997305e+03,6.647881336107285266e-01
4.387728599999997641e+03,6.646977193501059089e-01
4.396686499999997977e+03,6.646092153693029525e-01
4.405644399999997404e+03,6.645226210332427774e-01
4.414602299999997740e+03,6.644379357157542687e-01
4.423560199999998076e+03,6.643551588002386543e-01
4.432518099999997503e+03,6.642742896817470655e-01
4.441475999999997839e+03,6.641953277615758600e-01
4.450433899999998175e+03,6.640967110377310467e-01
4.459391799999997602e+03,6.639832417209823312e-01
4.468349699999997938e+03,6.638714496409966470e-01
4.477307599999998274e+03,6.637613327020102094e-01
4.486265499999997701e+03,6.636528887970487567e-01
4.495223399999998037e+03,6.635461158056629172e-01
4.504181299999998373e+03,6.634410115933812024e-01
4.513139199999997800e+03,6.633375740106857155e-01
4.522097099999997226e+03,6.632153326504911517e-01
4.531054999999997563e+03,6.630770610622328531e-01
4.540012899999997899e+03,6.629402186715152023e-01
4.548970799999997325e+03,6.628048016645295970e-01
4.557928699999997662e+03,6.626708061860180354e-01
4.566886599999997998e+03,6.625382283400305106e-01
4.575844499999997424e+03,6.624070641889221456e-01
4.584802399999997760e+03,6.622773097532015374e-01
4.593760299999998097e+03,6.621350485776148487e-01
4.602718199999997523e+03,6.619716162058333353e-01
4.611676099999997859e+03,6.618093581759477706e-01
4.620633999999998196e+03,6.616482687301727950e-01
4.629591899999997622e+03,6.614883420389368052e-01
4.638549799999997958e+03,6.613295722005896327e-01
4.647507699999997385e+03,6.611719532399409349e-01
4.656465599999997721e+03,6.610154791034744681e-01
4.665423499999998057e+03,6.608567520071112478e-01
4.674381399999997484e+03,6.606664048477579598e-01
4.683339299999997820e+03,6.604769601616543584e-01
4.692297199999997247e+03,6.602884099350628810e-01
4.701255099999997583e+03,6.601007460417822603e-01
4.710212999999997919e+03,6.599139602514684233e-01
4.719170899999997346e+03,6.597280442149718871e-01
4.728128799999997682e+03,6.595429894724010866e-01
4.737086699999998018e+03,6.593587874449974295e-01
4.746044599999997445e+03,6.591515433127599355e-01
4.755002499999997781e+03,6.589332605465688664e-01
4.763960399999998117e+03,6.587155797309331984e-01
4.772918299999997544e+03,6.584984900916716066e-01
4.781876199999997880e+03,6.582819807003768009e-01
4.790834099999997306e+03,6.580660404707807665e-01
4.799791999999997643e+03,6.578506581568689393e-01
4.808749899999997979e+03,6.576358223442207995e-01
4.817707799999997405e+03,6.574176243596153713e-01
4.826665699999997742e+03,6.571694282801042730e-01
4.835623599999997168e+03,6.569215248154007813e-01
4.844581499999997504e+03,6.566739001678377763e-01
4.853539399999997840e+03,6.564265403304541113e-01
4.862497299999997267e+03,6.561794310858488632e-01
4.871455199999997603e+03,6.559325580033266156e-01
4.880413099999997939e+03,6.556859064281035376e-01
4.889370999999997366e+03,6.554394614824461396e-01
4.898328899999997702e+03,6.551790922724844979e-01
4.907286799999998038e+03,6.548989500283302068e-01
4.916244699999997465e+03,6.546187496654397586e-01
4.925202599999997801e+03,6.543384736169346461e-01
4.934160499999997228e+03,6.540581040398721901e-01
4.943118399999997564e+03,6.537776228098787223e-01
4.952076299999997900e+03,6.534970115151302883e-01
4.961034199999997327e+03,6.532162514548669474e-01
4.969992099999997663e+03,6.529353236264956450e-01
4.978949999999997090e+03,6.526346892853004400e-01
4.987907899999997426e+03,6.523194394330884549e-01
4.996865799999997762e+03,6.520037425885464311e-01
