,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
303,303,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.3,0.0,0.3,,10959.0,5.479500000000001,500.0,0.0439129414323815,0.0101215503629995,0.0096655737281003,76016025323450.14,11.38616507322596,62.39049151874165,865531012543328.0,0.0016494803971461,0.0009223633894495
304,304,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.3,0.0,0.1,,10927.0,5.463500000000001,500.0,0.0466950173635041,0.0101796317653941,0.009642868325058,75794060471698.12,10.707780577693711,58.5019591862296,811586168623391.8,0.0016446639565303,0.0009196701119185
305,305,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.3,0.0,0.0,,10866.0,5.433000000000001,500.0,0.0434035955380522,0.0095248332773674,0.0099994549172727,75370939973045.83,11.519782953503148,62.58698078638261,868256869491002.2,0.0016354826166064,0.000914536051625
306,306,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.1,0.2,0.3,,10586.0,5.293,500.0,0.0453713091224017,0.011664315246873,0.0096820254002493,73428747520215.64,11.020180146248611,58.3298135140939,809198025586182.4,0.001593338761218,0.0008909698732286
307,307,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.1,0.2,0.1,,10753.0,5.3765,500.0,0.047516328652307,0.0110670707813685,0.0096214201249006,74587126590296.5,10.52269849505142,56.57528845864397,784857844721922.9,0.0016184745606818,0.0009050254153436
308,308,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.1,0.2,0.0,,10613.0,5.3065,500.0,0.0444043924132984,0.0116291521217148,0.0099253997324133,73616030363881.4,11.260147314846671,59.75197172623386,828927346631530.2,0.0015974026329876,0.0008932423261454
309,309,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.1,0.05,0.3,,10792.0,5.396,500.0,0.0451413447904087,0.0106696647690105,0.0097731539114884,74857646253369.27,11.076320440197334,59.76782509530481,829147277301255.2,0.0016243445976823,0.0009083078473345
310,310,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.1,0.05,0.1,,10755.0,5.3775,500.0,0.0439709854927059,0.0101649983836403,0.0096416225443869,74600999393531.0,11.371134724350028,61.148276980192286,848298014674995.9,0.0016187755882203,0.0009051937451893
311,311,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.1,0.05,0.0,,10600.0,5.3,500.0,0.0394775677154939,0.0104176356502186,0.0096689024072712,73525857142857.14,12.66542061566176,67.12672926300732,931235906841344.4,0.0015954459539874,0.0008921481821484
312,312,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.1,0.0,0.3,,10906.0,5.453,500.0,0.0446033218106549,0.0096075433236563,0.0100016418096119,75648396037735.84,11.20992741577733,61.12773419823379,848013028702996.2,0.0016415031673761,0.0009179026485387
313,313,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.1,0.0,0.1,,10915.0,5.4575,500.0,0.0422271347306946,0.0107375629110329,0.0096402675928489,75710823652291.11,11.84072760770466,64.62077091904817,896471239821742.2,0.0016428577912993,0.0009186601328443
314,314,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.1,0.0,0.0,,10747.0,5.3735,500.0,0.0420798026988222,0.0095592557692672,0.009652004531931,74545508180592.98,11.8821849897598,63.84892104247429,885763518357458.4,0.0016175714780663,0.0009045204258065
315,315,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.0,0.2,0.3,,10861.0,5.4305,500.0,0.0425330888540997,0.0110281298743583,0.0097573256103048,75336257964959.58,11.755553463684183,63.83853308453698,885619408260985.9,0.0016347300477602,0.0009141152270108
316,316,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.0,0.2,0.1,,10875.0,5.4375,500.0,0.042465957182344,0.0114944751699596,0.0096471926659885,75433367587601.08,11.774137054136244,64.02187023186583,888162808431453.9,0.0016368372405296,0.0009152935359306
317,317,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.0,0.2,0.0,,10707.0,5.3535,500.0,0.0456031637941123,0.0122536503882231,0.0096211685325979,74268052115902.97,10.964151571969516,58.6965854405388,814286180353691.4,0.0016115509272966,0.0009011538288928
318,318,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.0,0.05,0.3,,10834.0,5.417000000000001,500.0,0.0441995971023061,0.0110734303680917,0.0097114325601943,75148975121293.81,11.312320310130431,61.27883911997656,850109277550098.6,0.0016306661759906,0.000911842774094
319,319,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.0,0.05,0.1,,10944.0,5.472,500.0,0.0455007186296825,0.0103386624788641,0.0096557023166298,75911979299191.38,10.988837430664743,60.13091842059748,834184399558801.5,0.0016472226906074,0.0009211009156068
320,320,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.0,0.05,0.0,,10935.0,5.4675,500.0,0.0462060410478102,0.0107077097713072,0.0096187222830732,75849551684636.12,10.821095871049437,59.16434167496279,820775270555566.6,0.0016458680666842,0.0009203434313012
321,321,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.3,,10832.0,5.416,500.0,0.0446320659569892,0.0092352392000209,0.0097082344485646,75135102318059.31,11.202707947282509,60.673866242482056,841716607858407.2,0.0016303651484521,0.0009116744442483
322,322,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.1,,10759.0,5.3795,500.0,0.0441590553642754,0.0104737838188437,0.0096040886038068,74628745000000.0,11.322705974469253,60.91049678965734,844999336878642.2,0.0016193776432973,0.0009055304048807
323,323,0.03,500.0,2.25,1,200000.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,0.0,,10697.0,5.3485,500.0,0.0422316311513668,0.0101723291729758,0.0096161772583,74198688099730.45,11.839466920136168,63.32338882234829,878472913274259.9,0.0016100457896041,0.0009003121796643
324,324,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.3,0.2,0.3,,10970.0,5.485,500.0,0.0424870116719944,0.0118598742245394,0.0098615849090664,76092325741239.89,11.768302366381256,64.5491384796012,895477497084086.8,0.0016511360486078,0.0009232892036008
325,325,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.3,0.2,0.1,,10731.0,5.3655,500.0,0.0395821941143594,0.0114313984193877,0.0091175978835242,74434525754716.98,12.631942498069147,67.77668747339001,940252649204632.0,0.0016151632577584,0.000903173787041
326,326,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.3,0.2,0.0,,10806.0,5.4030000000000005,500.0,0.043098524719312,0.0105720050214545,0.0097156792612918,74954755876010.78,11.601325178909295,62.68195994164694,869574496623363.5,0.0016264517904517,0.0009094861562543
327,327,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.3,0.05,0.3,,10880.0,5.44,500.0,0.0443438476617075,0.0096438803429887,0.0098078002972477,75468049595687.33,11.275521326304927,61.338836015098806,850941602670810.5,0.0016375898093758,0.0009157143605448
328,328,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.3,0.05,0.1,,10642.0,5.321,500.0,0.0427802891109649,0.011396184503107,0.0099296465075019,73817186010781.67,11.687625548838223,62.18985554536818,862747629162955.4,0.0016017675322957,0.0008956831089079
329,329,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.3,0.05,0.0,,10740.0,5.37,500.0,0.0407407986189127,0.0109280328401758,0.0097073945602908,74496953369272.23,12.27270983755063,65.9044518276469,914279492482618.0,0.0016165178816816,0.0009039312713466
330,330,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.3,0.0,0.3,,10649.0,5.3245000000000005,500.0,0.0453628742976661,0.0107594631469472,0.0100500876797622,73865740822102.44,11.022229251150517,58.68785964775093,814165129147280.4,0.0016028211286804,0.0008962722633678
331,331,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.3,0.0,0.1,,10720.0,5.36,500.0,0.0405535624806248,0.0105512683993427,0.0102936986004929,74358225336927.22,12.329373041859984,66.08543950436952,916790298909660.4,0.0016135076062967,0.0009022479728897
332,332,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.3,0.0,0.0,,10734.0,5.367,500.0,0.0440830388963604,0.009813164419198,0.0097032544748905,74455334959568.73,11.342230765340467,60.87375251758229,844489590822150.2,0.0016156147990662,0.0009034262818095
333,333,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.1,0.2,0.3,,10827.0,5.4135,500.0,0.0406666650779925,0.0113655108619205,0.0094586703089613,75100420309973.05,12.295082447529818,66.55942882970267,923365859555261.6,0.0016296125796059,0.0009112536196341
334,334,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.1,0.2,0.1,,10676.0,5.338,500.0,0.0449429509499168,0.0096437752105384,0.009684469329304,74053023665768.2,11.125215176840207,59.38639861397304,823855822777311.5,0.00160688500045,0.0008985447162846
335,335,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.1,0.2,0.0,,10775.0,5.3875,500.0,0.0446038213059409,0.0114011367216005,0.0096166514126949,74739727425876.02,11.209801881557686,60.39280763689203,837817537125693.5,0.0016217858636052,0.0009068770436462
336,336,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.1,0.05,0.3,,10876.0,5.438,500.0,0.0381142620659602,0.0101323414504877,0.0101611991708805,75440303989218.33,13.118448919060896,71.33812522185316,989659774320986.8,0.0016369877542988,0.0009153777008534
337,337,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.1,0.05,0.1,,10954.0,5.477,500.0,0.0442906447110544,0.010123542139236,0.0097882258768228,75981343315363.89,11.2890657442881,61.83021308146592,857758380026468.0,0.0016487278282999,0.0009219425648353
338,338,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.1,0.05,0.0,,11012.0,5.506,500.0,0.0402849950595509,0.0103105928748023,0.0097524684489784,76383654609164.42,12.411569103108468,68.33809948171522,948041007529613.8,0.001657457626916,0.0009268241303602
339,339,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.1,0.0,0.3,,10586.0,5.293,500.0,0.041917913716702,0.0109450641919533,0.009669512663986,73428747520215.64,11.92807455493131,63.13529861925143,875863574896359.8,0.001593338761218,0.0008909698732286
340,340,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.1,0.0,0.1,,10894.0,5.447,500.0,0.0469432043387314,0.0106295507455435,0.0090971955183565,75565159218328.84,10.651168940068814,58.01691721655483,804857276817618.9,0.0016396970021452,0.0009168926694646
341,341,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.1,0.0,0.0,,10805.0,5.4025,500.0,0.044362477351342,0.0114916912582709,0.0096387084680905,74947819474393.53,11.270786255693052,60.89042274638172,844720853626158.8,0.0016263012766825,0.0009094019913315
342,342,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.0,0.2,0.3,,10769.0,5.3845,500.0,0.0455211354426978,0.0105623877538285,0.0095319164778391,74698109016172.52,10.983908796154733,59.14285691289515,820477216678862.2,0.0016208827809897,0.0009063720541091
343,343,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.0,0.2,0.1,,10853.0,5.4265,500.0,0.0451192057653315,0.0110744879189728,0.0087766801268754,75280766752021.56,11.081755352710289,60.13514542148237,834243039910349.6,0.0016335259376062,0.000913441907628
344,344,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.0,0.2,0.0,,10820.0,5.41,500.0,0.0414597590165612,0.011730711266934,0.0102501236865056,75051865498652.3,12.059886788060506,65.24398752340734,905117001146491.0,0.0016285589832211,0.0009106644651741
345,345,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.0,0.05,0.3,,10882.0,5.441,500.0,0.0451576886827069,0.0115313140772201,0.0087758234415476,75481922398921.83,11.072311594890678,60.24444738780018,835759364582220.5,0.0016378908369143,0.0009158826903905
346,346,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.0,0.05,0.1,,10637.0,5.3185,500.0,0.0425316437705873,0.0095828701580712,0.0096858763669945,73782504002695.42,11.755952878213783,62.524035382780006,867383640292307.1,0.0016010149634495,0.0008952622842937
347,347,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.0,0.05,0.0,,10843.0,5.4215,500.0,0.0423550920266961,0.0107505657936571,0.0098750353608116,75211402735849.05,11.804956053096348,64.00056924186185,887867303988428.5,0.0016320207999138,0.0009126002583996
348,348,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.0,0.0,0.3,,10658.0,5.329,500.0,0.0410734997664121,0.0112749496868164,0.0097835332482038,73928168436657.67,12.173299155015632,64.87151119707829,899949710361818.1,0.0016041757526036,0.0008970297476734
349,349,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.0,0.0,0.1,,10839.0,5.4195,500.0,0.0460984167943365,0.010346698673071,0.0097318626042516,75183657129380.05,10.846359479777789,58.78184520065572,815468972229614.0,0.0016314187448368,0.0009122635987082
350,350,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.2,0.0,0.0,0.0,,10677.0,5.3385,500.0,0.0459152142026937,0.0106978767565481,0.0093576061681433,74059960067385.44,10.88963666362829,58.13432532877962,806486056456647.5,0.0016070355142192,0.0008986288812074
351,351,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.3,0.2,0.3,,10820.0,5.41,500.0,0.042655738825033,0.0103598510930692,0.0092788560229528,75051865498652.3,11.721752190271966,63.41467934937134,879739368792824.6,0.0016285589832211,0.0009106644651741
352,352,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.3,0.2,0.1,,10750.0,5.375,500.0,0.0446371743986446,0.0115779800131302,0.0096659830028512,74566317385444.73,11.201425868371755,60.2076640424982,835249076470539.4,0.0016180230193741,0.0009047729205751
353,353,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.3,0.2,0.0,,10661.0,5.3305,500.0,0.0415263535997496,0.0104101991324524,0.0094383454373509,73948977641509.44,12.04054670485237,64.18213421021555,890386119068678.0,0.0016046272939113,0.0008972822424419
354,354,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.3,0.05,0.3,,10770.0,5.385,500.0,0.042620694312518,0.0101390853616925,0.0097176401436728,74705045417789.75,11.731390303821168,63.173536786076994,876394045460778.8,0.0016210332947589,0.0009064562190319
355,355,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.3,0.05,0.1,,10745.0,5.3725000000000005,500.0,0.0416465631521987,0.009829085502335,0.0098121539473745,74531635377358.48,12.00579260700898,64.50112078115575,894811357001779.4,0.0016172704505278,0.0009043520959608
356,356,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.3,0.05,0.0,,10724.0,5.362,500.0,0.0468655804338595,0.0110660107890638,0.0098423959725744,74385970943396.23,10.668810572092234,57.20616228755856,793609833216251.5,0.0016141096613737,0.0009025846325811
357,357,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.3,0.0,0.3,,10759.0,5.3795,500.0,0.0432563726830039,0.0091585270731016,0.0098425074829757,74628745000000.0,11.558990479025,62.18158928191499,862632952916584.5,0.0016193776432973,0.0009055304048807
358,358,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.3,0.0,0.1,,10719.0,5.3595,500.0,0.0481281111113389,0.0102727932984992,0.0093353084872929,74351288935309.97,10.388938781397556,55.6795173989002,772430989066936.8,0.0016133570925275,0.0009021638079669
359,359,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.3,0.0,0.0,,10817.0,5.4085,500.0,0.0418318110646396,0.0107500214039442,0.0102146493761397,75031056293800.55,11.952626177895734,64.64577868314908,896818167612448.9,0.0016281074419134,0.0009104119704056
360,360,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.1,0.2,0.3,,10782.0,5.391,500.0,0.0420212512863145,0.0118529735805709,0.0095483447767942,74788282237196.77,11.898741343831428,64.14611458459522,889886425889866.8,0.0016228394599899,0.0009074661981061
361,361,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.1,0.2,0.1,,10720.0,5.36,500.0,0.0412241689587062,0.0110776834534098,0.0096477787115403,74358225336927.22,12.128807265971655,65.01040694560808,901876583751280.4,0.0016135076062967,0.0009022479728897
362,362,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.1,0.2,0.0,,10695.0,5.3475,500.0,0.0408246226791106,0.0118640599812793,0.0094027794312226,74184815296495.95,12.247510624411529,65.49356306404064,908579313513841.0,0.0016097447620656,0.0009001438498186
363,363,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.1,0.05,0.3,,10649.0,5.3245000000000005,500.0,0.045386488570557,0.0099577942584725,0.0091779421510037,73865740822102.44,11.016494462282727,58.65732476442438,813741524719102.6,0.0016028211286804,0.0008962722633678
364,364,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.1,0.05,0.1,,10993.0,5.4965,500.0,0.0408401013305592,0.0113808999670218,0.0098542790337352,76251862978436.66,12.242868741999592,67.29292804040077,933541549777938.0,0.0016545978653004,0.0009252249968262
365,365,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.1,0.05,0.0,,10675.0,5.3375,500.0,0.0448317635610351,0.0105165200707635,0.0098624862304739,74046087264150.94,11.15280685577508,59.52810659269948,825821709682942.4,0.0016067344866807,0.0008984605513617
366,366,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.1,0.0,0.3,,10904.0,5.452,500.0,0.0445613116235676,0.0105938096573351,0.0095591791533621,75634523234501.34,11.220495577503575,61.1741418885495,848656833459313.9,0.0016412021398376,0.0009177343186931
367,367,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.1,0.0,0.1,,10678.0,5.339,500.0,0.046538055640326,0.0114802263167826,0.0099009996246792,74066896469002.7,10.743895358763991,57.36165732044097,795766985211371.4,0.0016071860279885,0.0008987130461303
368,368,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.1,0.0,0.0,,10872.0,5.436,500.0,0.0446934091413595,0.009066538881784,0.0099024304887205,75412558382749.33,11.187331859571591,60.81433598863118,843665317007134.4,0.0016363856992218,0.000915041041162
369,369,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.0,0.2,0.3,,10779.0,5.3895,500.0,0.0462178535349266,0.0116964841567417,0.0099671272130619,74767473032345.02,10.818330185372012,58.30539053406246,808859210389806.0,0.0016223879186821,0.0009072137033375
370,370,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.0,0.2,0.1,,10845.0,5.4225,500.0,0.0444245105196614,0.0104234295989317,0.0094801693309807,75225275539083.56,11.255048038823285,61.03049799051927,846664089926103.6,0.0016323218274522,0.0009127685882453
371,371,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.0,0.2,0.0,,10746.0,5.373,500.0,0.040824978976218,0.0103062690309017,0.0102307885557792,74538571778975.73,12.247403735131549,65.80530026886181,912903982417198.4,0.0016174209642971,0.0009044362608837
372,372,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.0,0.05,0.3,,10847.0,5.4235,500.0,0.0464488714417257,0.0109436001789037,0.009496884521119,75239148342318.06,10.764524184991124,58.38139691729936,809913631989017.6,0.0016326228549907,0.0009129369180909
373,373,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.0,0.05,0.1,,10768.0,5.384,500.0,0.042555675019571,0.0097323661051788,0.0097836663761559,74691172614555.27,11.749314275241876,63.25830805790227,877570060634749.4,0.0016207322672205,0.0009062878891862
374,374,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.0,0.05,0.0,,10862.0,5.431,500.0,0.042428773237475,0.0116683533053386,0.0093685243081013,75343194366576.81,11.784455732469226,64.00137908304038,887878538755749.2,0.0016348805615294,0.0009141993919336
375,375,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.0,0.0,0.3,,10796.0,5.398,500.0,0.0440269290966739,0.0092556201303648,0.0094840478464884,74885391859838.28,11.356685788874906,61.303389888346736,850449865528953.9,0.0016249466527593,0.0009086445070259
376,376,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.0,0.0,0.1,,10659.0,5.3295,500.0,0.0429676391892144,0.0114039052539123,0.0092427237128212,73935104838274.94,11.636664462717516,62.01760325405301,860358007018847.9,0.0016043262663728,0.0008971139125962
377,377,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.05,0.0,0.0,0.0,,10952.0,5.476,500.0,0.0411994533423012,0.0113634437957049,0.0095011314183057,75967470512129.39,12.136083356393192,66.45719245960913,921947554509544.2,0.0016484268007614,0.0009217742349896
378,378,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.0,0.3,0.2,0.3,,10811.0,5.4055,500.0,0.0421174786097822,0.011470886119273,0.0100472965350987,74989437884097.03,11.871555860038352,64.17169520143732,890241300753934.2,0.0016272043592979,0.0009099069808685
379,379,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.0,0.3,0.2,0.1,,10652.0,5.3260000000000005,500.0,0.041470856092701,0.0114005675986013,0.0099954292113312,73886550026954.17,12.056659715013714,64.21376964216304,890824991191323.8,0.0016032726699881,0.0008965247581363
380,380,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.0,0.3,0.2,0.0,,10774.0,5.3870000000000005,500.0,0.0454706808090463,0.0116203081272898,0.0096656115061135,74732791024258.77,10.996096629820531,59.235972544843214,821768991518934.0,0.0016216353498359,0.0009067928787233
381,381,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.0,0.3,0.05,0.3,,10885.0,5.4425,500.0,0.0410733814817945,0.0108490819945116,0.0096578093097935,75502731603773.58,12.17333421212523,66.25337144949157,919119985741125.8,0.001638342378222,0.000916135185159
382,382,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.0,0.3,0.05,0.1,,10700.0,5.35,500.0,0.0452364415837109,0.0106679649055494,0.0100020818414472,74219497304582.2,11.05303561675468,59.13374054963754,820350747165175.1,0.0016104973309119,0.0009005646744328
383,383,0.03,500.0,2.25,1,200000.0,0.5,0.0,0.05,0.5,0.0,0.3,0.05,0.0,,11057.0,5.5285,500.0,0.0401150685287348,0.0112444968464283,0.0096471349898536,76695792681940.7,12.464144231533474,68.90802138403282,955947421939498.4,0.001664230746532,0.0009306115518882
