,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,PremirrorM2.slopeErrorMer,PG.slopeErrorMer,M3.slopeErrorSag,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
1275,1275,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,,10993.0,5.4965,500.0,0.0467913009094331,0.0082292084850166,0.0096705095191374,76251862978436.66,10.685746929066456,58.73420799561377,814808110657425.6,0.0016545978653004,0.0009252249968262
1276,1276,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.1,,10864.0,5.432,500.0,0.0409872568206992,0.0081398928676,0.0100021539612076,75357067169811.33,12.198913486386129,66.26449805804945,919274342992316.8,0.0016351815890679,0.0009143677217793
1277,1277,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,,10780.0,5.390000000000001,500.0,0.0428669766466782,0.0091776750895192,0.0096577133675498,74774409433962.27,11.66399030473134,62.86890774250192,872167986679747.4,0.0016225384324514,0.0009072978682604
1278,1278,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.3,,10814.0,5.407,500.0,0.040719783394195,0.0099517353454936,0.0097100501654608,75010247088948.78,12.279043706093969,66.39278931885008,921054102410110.0,0.0016276559006057,0.0009101594756371
1279,1279,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,,10914.0,5.457,500.0,0.041620913709039,0.0098085362846813,0.0102018372360773,75703887250673.86,12.013191336820936,65.55598512503184,909445282483464.0,0.0016427072775301,0.0009185759679215
1280,1280,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,,10826.0,5.412999999999999,500.0,0.0433250814653547,0.0097083545074666,0.0099578892792003,75093483908355.78,11.540659199910085,62.46958824911327,866628305920265.9,0.0016294620658366,0.0009111694547112
1281,1281,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.3,,10898.0,5.449,500.0,0.0469276525769828,0.0098471129445537,0.0096961376810684,75592904824797.84,10.654698723311826,58.05745334332615,805419626528206.0,0.0016402990572222,0.000917229329156
1282,1282,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.1,,10818.0,5.409,500.0,0.0449943152314062,0.0083288773961172,0.0096502627300977,75037992695417.78,11.112514935019997,60.10759328352314,833860814521751.4,0.0016282579556827,0.0009104961353285
1283,1283,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,,10662.0,5.331,500.0,0.0413974773630343,0.0089740121586,0.009644101801732,73955914043126.69,12.078030639772084,64.38798134062498,893241795805234.6,0.0016047778076806,0.0008973664073648
1284,1284,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.3,,10679.0,5.3395,500.0,0.043749297051022,0.0099311251031882,0.0099778702363296,74073832870619.94,11.428755059010014,61.023837637583966,846571692160359.9,0.0016073365417577,0.0008987972110531
1285,1285,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,,10614.0,5.307,500.0,0.0430518500229482,0.0085315572129385,0.0100175085868616,73622966765498.64,11.613902764538151,61.63498197140397,855049977251325.1,0.0015975531467569,0.0008933264910682
1286,1286,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,10965.0,5.4825,500.0,0.0446708019310335,0.0079765175010686,0.0096603720233378,76057643733153.64,11.192993597292944,61.36558739715857,851312719330376.5,0.0016503834797615,0.0009228683789866
1287,1287,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,,10755.0,5.3775,500.0,0.0434640280736857,0.0094156989995075,0.0096326663393962,74600999393531.0,11.503765807263337,61.86150062855859,858192426010974.8,0.0016187755882203,0.0009051937451893
1288,1288,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,,10854.0,5.427,500.0,0.0459488452760297,0.0080886231838797,0.0096767138163709,75287703153638.81,10.881666274665593,59.05480287261017,819255660303985.9,0.0016336764513754,0.0009135260725508
1289,1289,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,,10735.0,5.3675,500.0,0.0426262341133565,0.0099112829642277,0.0096925174479607,74462271361185.98,11.729865666067123,62.96005396261529,873432440256948.9,0.0016157653128354,0.0009035104467324
1290,1290,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.3,,10761.0,5.3805,500.0,0.0425555296266111,0.0086876477720913,0.0097510047849688,74642617803234.5,11.749354417324332,63.21740144241357,877002571207085.1,0.0016196786708357,0.0009056987347263
1291,1291,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.1,,10929.0,5.4645,500.0,0.0421109575830769,0.0082720935474634,0.0096599183204639,75807933274932.61,11.87339421131887,64.88216266775196,900097476118632.0,0.0016449649840688,0.0009198384417642
1292,1292,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,,10539.0,5.2695,500.0,0.0415809403336311,0.0079058223676858,0.0096412078875265,73102736644204.84,12.024740084956528,63.364367877678426,879041407645590.5,0.0015862646140636,0.0008870141218549
1293,1293,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,,10761.0,5.3805,500.0,0.0441291417471916,0.009124506454635,0.0096799605892163,74642617803234.5,11.330381244765992,60.96311628746342,845729316818004.4,0.0016196786708357,0.0009056987347263
1294,1294,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,10967.0,5.4835,500.0,0.0461567957491979,0.0092839766500961,0.0096316154603316,76071516536388.14,10.832641042000589,59.40078715381022,824055432159304.5,0.0016506845073,0.0009230367088322
1295,1295,0.03,500.0,2.25,1,200000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,10839.0,5.4195,500.0,0.0432843997976419,0.0090644599483416,0.0096194857883809,75183657129380.05,11.551505908307377,62.60338627007184,868484459538189.8,0.0016314187448368,0.0009122635987082
1296,1296,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.3,0.2,0.3,,24835.0,12.4175,2000.0,0.3517900997378547,0.011062902197726,0.0089044074511091,60067859306387.21,5.685208314532873,70.59607424571193,341498293164863.4,0.0051195550942074,0.0031675847192412
1297,1297,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.3,0.2,0.1,,24825.0,12.4125,2000.0,0.3222479577866579,0.0109732926135814,0.0099115064212067,60043672529940.12,6.206400852737402,77.03695058460299,372655100391305.6,0.0051174936667485,0.0031663092673711
1298,1298,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.3,0.2,0.0,,24676.0,12.338,2000.0,0.3518272643636919,0.0113048768253378,0.0097021632786657,59683289560878.24,5.684607768011276,70.13669064172313,339276091458234.75,0.0050867783976107,0.0031473050345076
1299,1299,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.3,0.05,0.3,,24913.0,12.4565,2000.0,0.3351457527846833,0.0097700516255019,0.008887195066086,60256516162674.65,5.967552873286489,74.33482236609315,359583946160802.9,0.0051356342283869,0.0031775332438275
1300,1300,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.3,0.05,0.1,,24690.0,12.345,2000.0,0.3306399714699637,0.0104235496909971,0.0090039107468589,59717151047904.19,6.048875431208068,74.6733671982636,361221607795408.8,0.0050896643960532,0.0031490906671256
1301,1301,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.3,0.05,0.0,,24894.0,12.447,2000.0,0.3475079709530746,0.0111604945743931,0.0097497849130532,60210561287425.15,5.75526366924708,71.63576689111841,346527655882492.7,0.005131717516215,0.0031751098852744
1302,1302,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.3,0.0,0.3,,24918.0,12.459,2000.0,0.3505900730365283,0.0091182895716524,0.0096045400789462,60268609550898.21,5.70466808337616,71.07445965078358,343812413334468.6,0.0051366649421164,0.0031781709697625
1303,1303,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.3,0.0,0.1,,24768.0,12.384,2000.0,0.3131696036734865,0.0114024122629514,0.0096724387753322,59905807904191.62,6.386315838254909,79.0881353409488,382577409821995.1,0.0051057435302327,0.0031590391917119
1304,1304,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.3,0.0,0.0,,24683.0,12.3415,2000.0,0.3453781543116747,0.0100752027262662,0.0097885346995511,59700220304391.21,5.790754206750345,71.46659304260938,345709301871575.75,0.0050882213968319,0.0031481978508166
1305,1305,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.1,0.2,0.3,,24960.0,12.48,2000.0,0.3611514806159448,0.0114163425139881,0.0095931865950302,60370194011976.04,5.5378424493483855,69.11227376786785,334320623074918.6,0.0051453229374438,0.0031835278676167
1306,1306,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.1,0.2,0.1,,24748.0,12.374,2000.0,0.3245943914266718,0.0116677802721317,0.0099489483824816,59857434351297.41,6.161535913203893,76.24284538998498,368813731427763.3,0.0051016206753149,0.0031564882879718
1307,1307,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.1,0.2,0.0,,25050.0,12.525,2000.0,0.3221747725867772,0.0116212387326848,0.00945602185717,60587875000000.0,6.207810698341701,77.7528289967298,376118058614789.7,0.005163875784574,0.003195006934447
1308,1308,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.1,0.05,0.3,,24551.0,12.2755,2000.0,0.3499632014743383,0.0108465915684039,0.0096205056974656,59380954855289.42,5.71488656971454,70.15309008653084,339355421399318.94,0.0050610105543743,0.0031313618861321
1309,1309,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.1,0.05,0.1,,24858.0,12.429,2000.0,0.3132995364733233,0.0111149434739457,0.009844947614337,60123488892215.56,6.383667280562016,79.3426006301053,383808348834470.3,0.0051242963773629,0.0031705182585423
1310,1310,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.1,0.05,0.0,,24955.0,12.4775,2000.0,0.336088149760144,0.0108726513590822,0.0091280979344054,60358100623752.49,5.9508197519827455,74.25135345536471,359180177383988.4,0.0051442922237143,0.0031828901416816
1311,1311,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.1,0.0,0.3,,24499.0,12.2495,2000.0,0.3216419539567141,0.0110930689520912,0.00985772139504,59255183617764.47,6.2180942983238925,76.16854610731852,368454319399756.56,0.005050291131588,0.0031247295364079
1312,1312,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.1,0.0,0.1,,24542.0,12.271,2000.0,0.3536247722404368,0.0106259359077802,0.0096803531854855,59359186756487.03,5.65571237367997,69.40124653742691,335718487030243.94,0.0050591552696613,0.003130213979449
1313,1313,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.1,0.0,0.0,,24785.0,12.3925,2000.0,0.3525829439438439,0.0101057418152639,0.0098290508953524,59946925424151.695,5.6724241326844815,70.29551606429243,340044386456194.94,0.0051092479569128,0.003161207459891
1314,1314,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.0,0.2,0.3,,24740.0,12.37,2000.0,0.3146081401921492,0.0107362973139189,0.0100899539331445,59838084930139.72,6.357114595885807,78.63750755110743,380397563099245.75,0.0050999715333477,0.0031554679264758
1315,1315,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.0,0.2,0.1,,24698.0,12.349,2000.0,0.3209899298881282,0.0105700510996086,0.0097762639885451,59736500469061.88,6.230725059496546,76.94322375972285,372201710439211.0,0.0050913135380203,0.0031501110286216
1316,1316,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.0,0.2,0.0,,24724.0,12.362,2000.0,0.3466941128713188,0.0108954116936785,0.009154413558081,59799386087824.35,5.76877404532777,71.31358474834188,344969146389975.6,0.0050966732494135,0.0031534272034838
1317,1317,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.0,0.05,0.3,,24986.0,12.493,2000.0,0.340296517777233,0.0110956059703346,0.0096471488504508,60433079630738.52,5.877227345914989,73.42420123251595,355178948203634.56,0.005150682648837,0.0031868440424788
1318,1318,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.0,0.05,0.1,,24759.0,12.3795,2000.0,0.3529947551826353,0.0103783985397444,0.0096642594126407,59884039805389.22,5.665806561248264,70.13985232497289,339291385643426.44,0.0051038882455197,0.0031578912850289
1319,1319,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.0,0.05,0.0,,25042.0,12.521,2000.0,0.3351386154231477,0.0099543246829893,0.0096660936058274,60568525578842.31,5.967679962736582,74.72132081342474,361453576469355.4,0.0051622266426069,0.003193986572951
1320,1320,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.0,0.0,0.3,,24942.0,12.471,2000.0,0.35340768622018,0.0106153819969168,0.009584791742569,60326657814371.26,5.659186480607443,70.57571459965541,341399806323321.1,0.0051416123680178,0.0031812320542506
1321,1321,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.0,0.0,0.1,,24887.0,12.4435,2000.0,0.3497949334532677,0.0106571424986368,0.009698601342802,60193630543912.17,5.7176357023112745,71.14739986171034,344165251049606.7,0.0051302745169937,0.0031742170689654
1322,1322,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.2,0.0,0.0,0.0,,24697.0,12.3485,2000.0,0.353335035371856,0.0102139416815799,0.0090910123672908,59734081791417.17,5.660350092073843,69.89683311197385,338115815367994.6,0.0050911073952744,0.0031499834834346
1323,1323,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.3,0.2,0.3,,24953.0,12.4765,2000.0,0.3367174747672834,0.0118162658494022,0.0094651529068322,60353263268463.07,5.939697669039203,74.10663796776761,358480137154599.44,0.0051438799382226,0.0031826350513076
1324,1324,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.3,0.2,0.1,,24648.0,12.324,2000.0,0.3552599946574446,0.0114135417207143,0.0096351570291225,59615566586826.34,5.629679755888295,69.38017331156735,335616548349666.94,0.0050810064007258,0.0031437337692715
1325,1325,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.3,0.2,0.0,,24959.0,12.4795,2000.0,0.3212799910033936,0.012482477942598,0.0095009979105883,60367775334331.336,6.225099775911268,77.68613265348466,375795424706007.75,0.0051451167946979,0.0031834003224297
1326,1326,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.3,0.05,0.3,,25135.0,12.5675,2000.0,0.3305740493401572,0.0102678258583253,0.0097137858118111,60793462599800.4,6.050081680616197,76.03440152114406,367805414376278.3,0.0051813979179748,0.0032058482753423
1327,1327,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.3,0.05,0.1,,24726.0,12.363,2000.0,0.3293727056234274,0.0098647016541128,0.0100261867323964,59804223443113.766,6.072148559530626,75.06997264147712,363140129233950.9,0.0050970855349053,0.0031536822938578
1328,1328,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.3,0.05,0.0,,24961.0,12.4805,2000.0,0.3221723140081849,0.0096611654111483,0.0094932865272279,60372612689620.76,6.207858071718693,77.47717266408515,374784610996008.6,0.0051455290801897,0.0031836554128037
1329,1329,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.3,0.0,0.3,,25108.0,12.554000000000002,2000.0,0.3274846082699696,0.0104675985417936,0.0095943365682794,60728158303393.22,6.107157251040187,76.66925212955852,370876412324884.2,0.0051758320638357,0.0032024045552932
1330,1330,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.3,0.0,0.1,,24917.0,12.4585,2000.0,0.3449794632899738,0.0098607199466301,0.0099984190468639,60266190873253.49,5.797446552112269,72.2274878694907,349390020487083.3,0.0051364587993705,0.0031780434245755
1331,1331,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.3,0.0,0.0,,24831.0,12.4155,2000.0,0.3445423222340196,0.010681332073583,0.0094241914460385,60058184595808.38,5.804802112646012,72.06952062955656,348625876823432.7,0.0051187305232238,0.0031670745384932
1332,1332,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.1,0.2,0.3,,24867.0,12.4335,2000.0,0.3512138114576828,0.0113005380823776,0.0094981560201732,60145256991017.96,5.694536873989014,70.80302422274241,342499383730897.3,0.0051261516620759,0.0031716661652253
1333,1333,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.1,0.2,0.1,,24833.0,12.4165,2000.0,0.3315671110999574,0.0111578137975623,0.0093991921071043,60063021951097.805,6.031961352756308,74.89584813649869,362297827138775.7,0.0051191428087156,0.0031673296288672
1334,1334,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.1,0.2,0.0,,25169.0,12.584500000000002,2000.0,0.348245495308447,0.010060145538754,0.0095677411360218,60875697639720.56,5.743075005833357,72.2737274109099,349613697577347.9,0.0051884067713351,0.0032101848117005
1335,1335,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.1,0.05,0.3,,24905.0,12.4525,2000.0,0.3179431970102087,0.0106868787043236,0.0097749804089598,60237166741516.97,6.29043180922592,78.33160210438577,378917789768484.0,0.0051339850864198,0.0031765128823315
1336,1336,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.1,0.05,0.1,,24736.0,12.368,2000.0,0.3569855326079505,0.0092928015294804,0.0094738363957489,59828410219560.88,5.602467935854545,69.29132343064902,335186749908242.2,0.0050991469623642,0.0031549577457278
1337,1337,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.1,0.05,0.0,,24881.0,12.4405,2000.0,0.3221189537900955,0.0096307933783833,0.0098122780222744,60179118478043.92,6.208886426792735,77.24165159251503,373645311894678.8,0.0051290376605184,0.0031734517978434
1338,1338,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.1,0.0,0.3,,24684.0,12.342,2000.0,0.325284040409997,0.0104992861440765,0.010037505232473,59702638982035.93,6.14847257024705,75.88444846198911,367080038152410.3,0.0050884275395778,0.0031483253960036
1339,1339,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.1,0.0,0.1,,24827.0,12.4135,2000.0,0.346783550505279,0.009624420848548,0.0094745823293979,60048509885229.54,5.767286242631496,71.59220777290606,346316944951605.7,0.0051179059522403,0.0031665643577451
1340,1340,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.1,0.0,0.0,,24936.0,12.468,2000.0,0.3294616163775572,0.0102553989519467,0.0093727523066569,60312145748502.99,6.07050988819297,75.68711728598994,366125477144423.0,0.0051403755115424,0.0031804667831286
1341,1341,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.0,0.2,0.3,,24782.0,12.391,2000.0,0.3416198649674697,0.010475246032968,0.0097033083087108,59939669391217.56,5.854460483995704,72.54261985719077,350914425874650.06,0.0051086295286752,0.00316082482433
1342,1342,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.0,0.2,0.1,,24602.0,12.301,2000.0,0.3517703145953419,0.0119872663741868,0.0096724941914791,59504307415169.664,5.6855280761843,69.93768086514307,338313410462848.7,0.0050715238344148,0.0031378666906693
1343,1343,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.0,0.2,0.0,,24796.0,12.398,2000.0,0.3496002515021246,0.0123343143123033,0.0096679694475769,59973530878243.52,5.720819683071211,70.92672243071688,343097755911534.56,0.0051115155271176,0.003162610456948
1344,1344,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.0,0.05,0.3,,24892.0,12.446,2000.0,0.3399172394308607,0.0097177427542853,0.0100184650102887,60205723932135.73,5.883785133548075,73.22958977213935,354237543426399.75,0.0051313052307232,0.0031748547949004
1345,1345,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.0,0.05,0.1,,25030.0,12.515,2000.0,0.348606358473944,0.0099238909940137,0.009702843628425,60539501447105.79,5.737130007482311,71.80018204364113,347322990390209.44,0.0051597529296562,0.0031924560307069
1346,1346,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.0,0.05,0.0,,25228.0,12.614,2000.0,0.301714444664185,0.0107156469844802,0.0095371563551097,61018399620758.48,6.628784386594566,83.61548625250386,404477814701071.6,0.0052005691933426,0.0032177099777337
1347,1347,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.0,0.0,0.3,,24768.0,12.384,2000.0,0.3408336534680529,0.0111747448176394,0.0094895489120815,59905807904191.62,5.867965148539724,72.66888039951594,351525192976911.94,0.0051057435302327,0.0031590391917119
1348,1348,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.0,0.0,0.1,,24724.0,12.362,2000.0,0.3243198209502225,0.0099782997605295,0.0094821696969522,59799386087824.35,6.166752294510441,76.23339186473807,368768001367406.56,0.0050966732494135,0.0031534272034838
1349,1349,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.05,0.0,0.0,0.0,,24921.0,12.4605,2000.0,0.3520042528721205,0.009833566266923,0.00984168473043,60275865583832.33,5.681749534789226,70.79744007824115,342472371239957.25,0.005137283370354,0.0031785536053235
1350,1350,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.3,0.2,0.3,,25068.0,12.534,2000.0,0.3513952183391211,0.0103939108284721,0.0100138512965005,60631411197604.79,5.691597083913245,71.33847784976862,345089563165832.3,0.005167586354,0.0031973027478131
1351,1351,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.3,0.2,0.1,,25040.0,12.52,2000.0,0.3273310020101689,0.0105353664118526,0.0096443991899715,60563688223552.9,6.110023150015798,76.4974898381978,370045537096247.4,0.0051618143571151,0.003193731482577
1352,1352,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.3,0.2,0.0,,24927.0,12.4635,2000.0,0.3580074037870417,0.0115611377202728,0.0101155287817048,60290377649700.59,5.586476645018454,69.6270516651875,336810786659394.94,0.0051385202268294,0.0031793188764455
1353,1353,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.3,0.05,0.3,,24757.0,12.3785,2000.0,0.3511906740968697,0.0115005788163397,0.0101821386871091,59879202450099.805,5.694912044983106,70.49446874882338,341006791277055.25,0.0051034759600279,0.0031576361946549
1354,1354,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.3,0.05,0.1,,24878.0,12.439,2000.0,0.3587476117243113,0.0096823141773848,0.0101428046335012,60171862445109.78,5.574950005623871,69.34680311995534,335455124876763.6,0.0051284192322807,0.0031730691622823
1355,1355,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.3,0.05,0.0,,24880.0,12.44,2000.0,0.3503719439265751,0.0095442455598067,0.0101168813559499,60176699800399.2,5.70821960681625,71.01025190879416,343501817674134.25,0.0051288315177725,0.0031733242526564
1356,1356,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.3,0.0,0.3,,25012.0,12.506,2000.0,0.3159382258322694,0.009856869470651,0.00962993287212,60495965249501.0,6.330351430984466,79.16737499589173,382960720185965.2,0.0051560423602301,0.0031901602173409
1357,1357,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.3,0.0,0.1,,24814.0,12.407,2000.0,0.3295477568999558,0.0109996426443952,0.0101742103182364,60017067075848.31,6.068923116982891,75.29712911240672,364238965790128.5,0.0051152260965437,0.0031649062703141
1358,1358,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.3,0.0,0.0,,25069.0,12.5345,2000.0,0.3162401012500595,0.0111786775766205,0.0101086449700204,60633829875249.51,6.324308625295267,79.27204646376353,383467053264726.3,0.0051677924967459,0.0031974302930001
1359,1359,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.1,0.2,0.3,,24763.0,12.3815,2000.0,0.3359577870000976,0.0112101992095781,0.0101533183235251,59893714515968.06,5.95312886734612,73.70866507104597,356555000857596.8,0.0051047128165032,0.0031584014657769
1360,1360,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.1,0.2,0.1,,24891.0,12.4455,2000.0,0.3316178654467876,0.0112290754649119,0.0096857494165268,60203305254491.016,6.031038156841782,75.05928538097439,363088431157828.6,0.0051310990879773,0.0031747272497134
1361,1361,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.1,0.2,0.0,,24944.0,12.472,2000.0,0.3525520396078718,0.0107109720490081,0.010184331680979,60331495169660.67,5.672921371337157,70.75267534331702,342255828312692.5,0.0051420246535095,0.0031814871446246
1362,1362,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.1,0.05,0.3,,24584.0,12.292,2000.0,0.3379640426437618,0.0097162285437412,0.0100569747055225,59460771217564.87,5.91778931378254,72.74146624501498,351876316500573.75,0.0050678132649887,0.0031355708773032
1363,1363,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.1,0.05,0.1,,24950.0,12.475,2000.0,0.3432870704523338,0.0093019886643079,0.0099662687287101,60346007235528.94,5.8260277538699325,72.67969622952741,351577512989427.4,0.0051432615099849,0.0031822524157466
1364,1364,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.1,0.05,0.0,,24872.0,12.436,2000.0,0.3395942316633409,0.0101729360106355,0.009935559531974,60157350379241.52,5.889381542801687,73.24034886628178,354289588987359.0,0.0051271823758054,0.0031723038911603
1365,1365,0.03,2000.0,2.25,1,200000.0,0.5,0.05,0.05,0.5,0.0,0.1,0.0,0.3,,24713.0,12.3565,2000.0,0.3425233251264217,0.0099450084915053,0.0099167527665803,59772780633732.52,5.839018406299254,72.14983093743672,349014366316051.8,0.0050944056792087,0.0031520242064267
