,Simulation Number,ExitSlit.totalHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonFlux,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs,AXUVCurrentAmp,GaAsPCurrentAmp
12,12,0.04,503,1.5,1,500000.0,,181.28,0.036256,,100.6,0.010692004740815265,0.003485220877283315,0.0026931468496908294,1.90909576172777,0.34578789887651795,,,
13,13,0.04,503,2.25,1,500000.0,,230.52,0.046104,,100.6,0.007576387867511584,0.003550905350972863,0.002707306376965574,2.680215749236391,0.6173680499273057,,,
14,14,0.04,503,3.0,1,500000.0,,190.56,0.038112,,100.6,0.0074141729651728385,0.0035780594238509164,0.002748764857932944,2.7383905311803565,0.5226022003289736,,,
15,15,0.04,503,5.0,1,500000.0,,110.92,0.022184,,100.6,0.007029338589131839,0.0034348371154355947,0.002648223983316277,2.8781018576650035,0.31933434803796656,,,
16,16,0.04,504,1.5,1,500000.0,,182.52,0.036504,,100.8,0.01145347142953824,0.00337002279820024,0.0027027980607864156,1.782765618526388,0.32479702211916334,,,
17,17,0.04,504,2.25,1,500000.0,,228.6,0.04572,,100.8,0.007932861234228313,0.003531091930437839,0.002666054661862752,2.5486175793998975,0.5821436743638315,,,
18,18,0.04,504,3.0,1,500000.0,,195.84,0.039168,,100.8,0.0070851503620156095,0.003760748959304549,0.0026897895218427567,2.85931536967728,0.5600895086841455,,,
19,19,0.04,504,5.0,1,500000.0,,111.64,0.022328,,100.8,0.007478167964320619,0.0038986476979058176,0.002641561852710484,2.715238101642617,0.30316957493491714,,,
20,20,0.04,505,1.5,1,500000.0,,181.36,0.03627199999999999,,101.0,0.010650439409603222,0.00417110441144645,0.00284703675298986,1.9190290549364153,0.34808042918003324,,,
21,21,0.04,505,2.25,1,500000.0,,223.72,0.04474399999999999,,101.0,0.007288586897309415,0.003871111288905003,0.0027657271185873742,2.79600381540305,0.6249290529602233,,,
22,22,0.04,505,3.0,1,500000.0,,194.64,0.038928,,101.0,0.007850716146936065,0.004018816497091372,0.002751631119117932,2.583676221247757,0.5026660848640455,,,
23,23,0.04,505,5.0,1,500000.0,,111.32,0.022264,,101.0,0.006743821807974656,0.0031409107773308375,0.002908876559127767,3.0131133777558103,0.33634508564600973,,,
24,24,0.04,506,1.5,1,500000.0,,180.64,0.036128,,101.2,0.011189176809800756,0.00421025919983076,0.0026434438454869856,1.8219583946037208,0.3290546957786033,,,
25,25,0.04,506,2.25,1,500000.0,,227.2,0.04544,,101.2,0.008232480751755703,0.003662240219556823,0.002799154502799987,2.4609699959778126,0.5593483130416086,,,
26,26,0.04,506,3.0,1,500000.0,,197.2,0.03944,,101.2,0.007814277549923646,0.003344525977508299,0.00273081879692028,2.6008432395186407,0.5127730725115937,,,
27,27,0.04,506,5.0,1,500000.0,,108.4,0.02168,,101.2,0.006936216007070469,0.003702569343568781,0.0026236873214385407,2.929186290117942,0.3170024431936967,,,
28,28,0.04,507,1.5,1,500000.0,,182.36,0.036472,,101.4,0.01031275138469482,0.003847658254013504,0.0027427997773737302,1.9826969173121427,0.3615385946281386,,,
29,29,0.04,507,2.25,1,500000.0,,224.4,0.04488,,101.4,0.008095400218739997,0.003592712267730716,0.002746115721622997,2.5185781213410303,0.5658327530524294,,,
30,30,0.04,507,3.0,1,500000.0,,194.0,0.0388,,101.4,0.007297016623720083,0.0033542076614944106,0.002515365781489588,2.8561005096281287,0.5556827679907679,,,
31,31,0.04,507,5.0,1,500000.0,,113.16,0.022632,,101.4,0.006272908059033852,0.0034458790691149453,0.0025064509977268967,3.245121335712132,0.3673490306665085,,,
32,32,0.04,508,1.5,1,500000.0,,184.24,0.036848000000000006,,101.6,0.010072918114126424,0.00332828363303748,0.0027233884482538535,2.0276567325858585,0.3737280802593549,,,
33,33,0.04,508,2.25,1,500000.0,,229.56,0.045912,,101.6,0.007639042589096335,0.0036373920253347544,0.0027769883072740814,2.6946428922227814,0.6183643762070081,,,
34,34,0.04,508,3.0,1,500000.0,,194.92,0.038984,,101.6,0.0076426816579487425,0.003612279175420284,0.002576023298523384,2.6840751988475087,0.5233430713157243,,,
35,35,0.04,508,5.0,1,500000.0,,109.88,0.021976,,101.6,0.006989079777060851,0.00344826362780059,0.0023628618456276902,2.9475462356636006,0.32545117117277594,,,
36,36,0.04,509,1.5,1,500000.0,,183.04,0.036608,,101.8,0.010377752319654971,0.003426390647732042,0.002688814150741024,1.9961311224631308,0.3645220861383789,,,
37,37,0.04,509,2.25,1,500000.0,,229.6,0.04592,,101.8,0.008326894804274617,0.0037752196715658735,0.0026963011606592215,2.462534779981242,0.5653694888622366,,,
38,38,0.04,509,3.0,1,500000.0,,193.44,0.03868799999999999,,101.8,0.007411902534861384,0.003705461731029516,0.002529034047554169,2.76144574721867,0.5349871307524671,,,
39,39,0.04,509,5.0,1,500000.0,,115.12,0.023024,,101.8,0.007430524112983219,0.003696484963309457,0.0026110770378913834,2.7545676391068405,0.31676494728905064,,,
40,40,0.04,510,1.5,1,500000.0,,185.36,0.03707200000000001,,102.0,0.011244817725560095,0.0037220562638936006,0.002615460910182984,1.8313909070407144,0.339148630109383,,,
41,41,0.04,510,2.25,1,500000.0,,231.0,0.04619999999999999,,102.0,0.0075787097940883535,0.00353012503685108,0.0026801335355039835,2.7130984227325845,0.6267242179573975,,,
42,42,0.04,510,3.0,1,500000.0,,194.16,0.03883199999999999,,102.0,0.007406263827226667,0.003624382294109364,0.0026066725861889862,2.7686963835874687,0.5382809773745677,,,
43,43,0.04,510,5.0,1,500000.0,,113.44,0.022688000000000003,,102.0,0.0070673497144275645,0.0033766126501096304,0.002626919477983779,2.936722558331309,0.3322109831752923,,,
44,44,0.04,511,1.5,1,500000.0,,187.12,0.037424,,102.2,0.011373983190244416,0.0037655463398888777,0.0027567806251924355,1.8072312637531525,0.33876573577066177,,,
45,45,0.04,511,2.25,1,500000.0,,229.96,0.045992,,102.2,0.00841339728572393,0.0038860162606198945,0.002670886897655523,2.4535820252374916,0.563133278357054,,,
46,46,0.04,511,3.0,1,500000.0,,195.04,0.039008,,102.2,0.007661839235108798,0.0034351205635100657,0.0027404953228781117,2.679276987907687,0.5221225895387265,,,
47,47,0.04,511,5.0,1,500000.0,,114.24,0.022848,,102.2,0.007396036054155955,0.003531364433780386,0.002662479157442258,2.788991933922637,0.3191089401573227,,,
48,48,0.04,512,1.5,1,500000.0,,182.0,0.0364,,102.4,0.010705909352955132,0.003675884203191379,0.0025758304921553628,1.9493933625059887,0.3553277217428621,,,
49,49,0.04,512,2.25,1,500000.0,,232.32,0.046464,,102.4,0.008569671935049428,0.003355309731233818,0.0026227616235365695,2.427380976913819,0.5619425344603153,,,
50,50,0.04,512,3.0,1,500000.0,,195.72,0.039144,,102.4,0.00809260587132712,0.003979801853688721,0.002766023271157666,2.5712869866222894,0.5017280732460175,,,
51,51,0.04,512,5.0,1,500000.0,,115.64,0.023128,,102.4,0.00677796003938738,0.003570747072683334,0.0026042855339964374,3.0260525567381302,0.34993525281527404,,,
52,52,0.04,513,1.5,1,500000.0,,188.0,0.0376,,102.6,0.011617598961338444,0.0036900485482008094,0.00270116638164158,1.7719759674165931,0.3332619598389078,,,
53,53,0.04,513,2.25,1,500000.0,,235.36,0.047072,,102.6,0.008252881865591916,0.0037198901953225537,0.002798999659346247,2.493371889483064,0.5866254043331469,,,
54,54,0.04,513,3.0,1,500000.0,,196.04,0.039208,,102.6,0.007883585261201916,0.003410678889265787,0.002703881175442327,2.6083342275105474,0.5115464679138593,,,
55,55,0.04,513,5.0,1,500000.0,,115.16,0.023032,,102.6,0.006801663497858499,0.003450465353833231,0.0027177594960585507,3.070879145714296,0.3533808416886385,,,
56,56,0.04,514,1.5,1,500000.0,,183.16,0.036632,,102.8,0.011146532272746298,0.0034402309138854416,0.0027148225681253033,1.8517874395588187,0.33948644541296047,,,
57,57,0.04,514,2.25,1,500000.0,,231.48,0.04629600000000001,,102.8,0.008613603721955769,0.003866791725460744,0.002672657714126705,2.4155352207373353,0.5579523260697352,,,
58,58,0.04,514,3.0,1,500000.0,,195.44,0.039088,,102.8,0.007939181124174865,0.003478993728413282,0.0024458812441415807,2.6288136205793298,0.5130348190771964,,,
59,59,0.04,514,5.0,1,500000.0,,115.35999999999999,0.023072,,102.8,0.006858872755419724,0.003836872886595825,0.002723348964989716,3.026310247780468,0.3491704301271312,,,
60,60,0.04,515,1.5,1,500000.0,,182.72,0.03654400000000001,,103.0,0.010865147277745565,0.0034616589762816994,0.002697276574794486,1.9040201898301048,0.348034874139804,,,
61,61,0.04,515,2.25,1,500000.0,,226.4,0.04528,,103.0,0.008401644788350494,0.0037806262851909087,0.00271481137716826,2.478830033686075,0.5611172866156161,,,
62,62,0.04,515,3.0,1,500000.0,,197.64,0.039527999999999994,,103.0,0.008400418383321267,0.0037672077766316087,0.002705211994571969,2.4559098567655355,0.4857507935964976,,,
63,63,0.04,515,5.0,1,500000.0,,119.12,0.023824,,103.0,0.0069413860116901566,0.003536421568242554,0.0026769258993834663,2.993626309962457,0.35725643544937613,,,
64,64,0.04,516,1.5,1,500000.0,,186.04,0.037208,,103.2,0.01044020376724802,0.0037498410568698433,0.0027528929053706546,1.9886133120995568,0.36942221185114665,,,
65,65,0.04,516,2.25,1,500000.0,,231.44,0.046288,,103.2,0.00764089681376845,0.003446630303783428,0.0026784920296200297,2.747991871178434,0.6334039728748839,,,
66,66,0.04,516,3.0,1,500000.0,,198.04,0.039608,,103.2,0.008238214990415145,0.00351372194425474,0.0026180080242630974,2.513965087407972,0.497734451597248,,,
67,67,0.04,516,5.0,1,500000.0,,120.04,0.024008,,103.2,0.007520843407210123,0.003407581640361327,0.002536507937220169,2.759641594957307,0.33126215560870226,,,
68,68,0.04,517,1.5,1,500000.0,,184.08,0.036816,,103.4,0.010534964230987496,0.0038580225109967536,0.002845658587159504,1.9648982386323044,0.3615282311691096,,,
69,69,0.04,517,2.25,1,500000.0,,232.24,0.046448,,103.4,0.009362623620577321,0.0036630307521654474,0.0027375217404793937,2.213272119352568,0.5136816519096312,,,
70,70,0.04,517,3.0,1,500000.0,,201.48,0.040296000000000005,,103.4,0.008050106589180359,0.003647269751351141,0.002848617392579613,2.5745058856195406,0.5186311789319369,,,
71,71,0.04,517,5.0,1,500000.0,,115.55999999999997,0.023112,,103.4,0.006752619731469167,0.0034672208838957886,0.002473855154344639,3.0744330972889826,0.3550196562540262,,,
72,72,0.04,518,1.5,1,500000.0,,190.56,0.038112,,103.6,0.010195861865272488,0.0036808202255778017,0.0027221907839046267,2.0449807685941446,0.3898353740808854,,,
73,73,0.04,518,2.25,1,500000.0,,235.32,0.04706400000000001,,103.6,0.008259768978846296,0.003700643083410364,0.002752726452864943,2.5145528463127733,0.5919175996458639,,,
74,74,0.04,518,3.0,1,500000.0,,205.48,0.04109600000000001,,103.6,0.007784313723946071,0.0037953259327094657,0.0028094742368085287,2.673158570579642,0.5493716163162263,,,
75,75,0.04,518,5.0,1,500000.0,,114.4,0.022880000000000005,,103.6,0.007269701185555277,0.003884836579278044,0.0025389571309085784,2.859121920142368,0.32745830815882343,,,
76,76,0.04,519,1.5,1,500000.0,,189.48,0.037896,,103.8,0.012625238529440138,0.003680054443221561,0.0026892879299931466,1.6477834788209105,0.31224927515489925,,,
77,77,0.04,519,2.25,1,500000.0,,235.0,0.047,,103.8,0.008647024022752702,0.003747246538648572,0.0027151104685184963,2.406762930184535,0.5658857028275126,,,
78,78,0.04,519,3.0,1,500000.0,,197.24,0.039448,,103.8,0.007564503295793656,0.0037109249182938992,0.0026764279797437183,2.782043893774875,0.5494613202134249,,,
79,79,0.04,519,5.0,1,500000.0,,121.4,0.02428,,103.8,0.007047429384128919,0.0038301221466043233,0.002715241575201265,3.011287284116488,0.36714834540840185,,,
80,80,0.04,520,1.5,1,500000.0,,183.48,0.036696,,104.0,0.011219465216213394,0.003607386162136304,0.002686308971184207,1.8598849613109727,0.341282820261947,,,
81,81,0.04,520,2.25,1,500000.0,,235.12,0.047024,,104.0,0.00836160868674142,0.003398720628361508,0.002678094098456669,2.493522810490796,0.586320547839186,,,
82,82,0.04,520,3.0,1,500000.0,,202.8,0.04056,,104.0,0.008141055858486653,0.00401756860968671,0.0027365774817643546,2.630432615711252,0.5318372061302385,,,
83,83,0.04,520,5.0,1,500000.0,,119.04,0.023808,,104.0,0.006999607764573737,0.0033309137703008687,0.002538487966171548,2.9879683806364086,0.35540867687914723,,,
84,84,0.04,521,1.5,1,500000.0,,185.28,0.037056000000000006,,104.2,0.011308974701287297,0.003838557252290591,0.00274546766809921,1.8504243733038008,0.34294651775838314,,,
85,85,0.04,521,2.25,1,500000.0,,236.2,0.04724,,104.2,0.008543609725084025,0.003687337787484008,0.0026481563379970414,2.445262231263705,0.5776263481968097,,,
86,86,0.04,521,3.0,1,500000.0,,194.96,0.038992,,104.2,0.007853153339669915,0.003364245166064672,0.0028043874235330127,2.6556605419603057,0.517917674206718,,,
87,87,0.04,521,5.0,1,500000.0,,117.04,0.023408,,104.2,0.007115253570245841,0.003558375981382724,0.0026238146158834136,2.9337913892042886,0.343487532619408,,,
88,88,0.04,522,1.5,1,500000.0,,188.76,0.037751999999999994,,104.4,0.011901738148308142,0.0035457964539563824,0.0026681719625237755,1.7635806504849691,0.3328664631403144,,,
89,89,0.04,522,2.25,1,500000.0,,238.4,0.04768,,104.4,0.008766868600569069,0.003625728558884515,0.0029161589449571935,2.390667718209783,0.5701327292352509,,,
90,90,0.04,522,3.0,1,500000.0,,196.96,0.039392,,104.4,0.007632474532229026,0.0036434709914171513,0.0029068815511424464,2.7411822808757758,0.5396935898582036,,,
91,91,0.04,522,5.0,1,500000.0,,117.55999999999997,0.023512,,104.4,0.006765844558913159,0.00380983221525074,0.0024150635711466294,3.0969206908561646,0.36443924827314766,,,
92,92,0.04,523,1.5,1,500000.0,,187.72,0.037544,,104.6,0.012083101637804248,0.00388815772244802,0.002701352504797223,1.756364281253382,0.329306347365362,,,
93,93,0.04,523,2.25,1,500000.0,,231.04,0.046208,,104.6,0.008821033996782716,0.003679030894872224,0.002720511061641784,2.387242452855683,0.5520046491012488,,,
94,94,0.04,523,3.0,1,500000.0,,205.0,0.041,,104.6,0.007857728669096104,0.003623647234939143,0.0026861329449371454,2.6724547880581326,0.5476703559962617,,,
95,95,0.04,523,5.0,1,500000.0,,113.4,0.02268,,104.6,0.006945157692525753,0.0030755972339722008,0.0024609455508067214,3.0224313959728866,0.34304558161163945,,,
96,96,0.04,524,1.5,1,500000.0,,190.8,0.038160000000000006,,104.8,0.011777920650447412,0.0035705252547261687,0.0027688392768949535,1.7872108167089487,0.34083892390084664,,,
97,97,0.04,524,2.25,1,500000.0,,234.92,0.04698399999999999,,104.8,0.008575579565249427,0.003756735698349209,0.0028128514844084304,2.4515441813544347,0.576226486741074,,,
98,98,0.04,524,3.0,1,500000.0,,203.6,0.04072,,104.8,0.007759143648422649,0.003635524348734172,0.0025759265469632708,2.715482658654588,0.552495620491016,,,
99,99,0.04,524,5.0,1,500000.0,,117.84,0.023568,,104.8,0.007766641766197608,0.0038279589078421936,0.002843390683941473,2.748406925933648,0.32285290551944346,,,
100,100,0.04,525,1.5,1,500000.0,,187.16,0.037432,,105.0,0.012145972635817088,0.003596223241833367,0.002714903938963536,1.7430259703750273,0.3260656489429497,,,
101,101,0.04,525,2.25,1,500000.0,,231.4,0.04628,,105.0,0.008110459173017262,0.0037845216556497497,0.002804694996115843,2.642951673895327,0.6094853282335547,,,
102,102,0.04,525,3.0,1,500000.0,,203.36,0.04067200000000001,,105.0,0.00796439239528354,0.0036724294002834497,0.0027859101920086273,2.6527743544398747,0.5401020273082304,,,
103,103,0.04,525,5.0,1,500000.0,,118.24,0.023647999999999995,,105.0,0.007073625806733616,0.0036038869543585776,0.002706888155763292,2.981084112602555,0.3520117734912643,,,
104,104,0.04,526,1.5,1,500000.0,,188.96,0.037792,,105.2,0.01137384764856506,0.003578400006147756,0.002632744321240037,1.8552215075818763,0.3509748800103142,,,
105,105,0.04,526,2.25,1,500000.0,,233.04,0.046608,,105.2,0.008548038324724986,0.0036575553809292632,0.002798088759862317,2.4950391100833276,0.5818264527363326,,,
106,106,0.04,526,3.0,1,500000.0,,200.48,0.040096,,105.2,0.008556626643721758,0.0034843296991606248,0.0025003423689631686,2.4765704462566585,0.4963799628608794,,,
107,107,0.04,526,5.0,1,500000.0,,121.52,0.024304,,105.2,0.007315173212496122,0.0039029897196614207,0.0025760804556215094,2.89852969014213,0.35243403026313863,,,
108,108,0.04,527,1.5,1,500000.0,,186.48,0.037296,,105.4,0.011662751307931103,0.003658280664278688,0.002668480750605605,1.842322615243424,0.342193839891756,,,
109,109,0.04,527,2.25,1,500000.0,,229.48,0.045896,,105.4,0.008416683286445733,0.003606514818796398,0.0026898294160174327,2.5164280219419886,0.5776046009901904,,,
110,110,0.04,527,3.0,1,500000.0,,206.52,0.041303999999999993,,105.4,0.007471292700474805,0.0035400559165722862,0.0025000671078033543,2.8490002493444155,0.5894123811708841,,,
111,111,0.04,527,5.0,1,500000.0,,121.08,0.024216,,105.4,0.0071208422194058586,0.0037009067769067394,0.002654761624265599,3.108190508027595,0.375319972349674,,,
112,112,0.04,528,1.5,1,500000.0,,187.4,0.03748,,105.6,0.011732974727224246,0.0033705553097309604,0.00271663593540854,1.8022647712700297,0.33768544511873766,,,
113,113,0.04,528,2.25,1,500000.0,,240.32,0.048064,,105.6,0.008930029537496012,0.003657586843977571,0.0027946867560075454,2.381150883347748,0.5718679611403517,,,
114,114,0.04,528,3.0,1,500000.0,,201.04,0.040207999999999994,,105.6,0.007680575148597198,0.003766893192275293,0.0027127366605571262,2.765186380247248,0.5546936034535436,,,
115,115,0.04,528,5.0,1,500000.0,,120.92,0.024184,,105.6,0.007564020568024719,0.003667791607068451,0.0026666926538302963,2.808484208097383,0.33956360973504535,,,
116,116,0.04,529,1.5,1,500000.0,,186.88,0.037376,,105.8,0.011011385009164768,0.0036600267073833505,0.002679026292636795,1.92561030584904,0.3603026616618434,,,
117,117,0.04,529,2.25,1,500000.0,,233.32,0.046664,,105.8,0.0088006813587981,0.003772314918799645,0.002728916538542197,2.4184172934896258,0.5647833209147616,,,
118,118,0.04,529,3.0,1,500000.0,,201.36,0.04027200000000001,,105.8,0.007830953440980011,0.003766212214609965,0.002593721538514816,2.711148311461874,0.5456265664757132,,,
119,119,0.04,529,5.0,1,500000.0,,120.08,0.024016,,105.8,0.007753825998684079,0.00375941717162308,0.0026259355930389854,2.773445059470192,0.33361862145214927,,,
120,120,0.04,530,1.5,1,500000.0,,192.48,0.038496,,106.0,0.011070442787486172,0.003907504785752405,0.002773377932536359,1.957241152651982,0.37591619524749453,,,
121,121,0.04,530,2.25,1,500000.0,,240.2,0.048040000000000006,,106.0,0.00877765545144939,0.003702950494831855,0.002731221116774479,2.4239552837000127,0.5827425350835014,,,
122,122,0.04,530,3.0,1,500000.0,,207.76,0.041552,,106.0,0.007979925290278515,0.003822204635270353,0.0027232932658012806,2.677067272947087,0.5556151098481856,,,
123,123,0.04,530,5.0,1,500000.0,,123.52,0.024704,,106.0,0.007668158305518773,0.0032479491961746694,0.002851431646828047,2.766181088894888,0.3417629441334219,,,
124,124,0.04,531,1.5,1,500000.0,,185.16,0.037032,,106.2,0.01151972063962148,0.003598797278388793,0.0027851510723081807,1.8457727263883936,0.34187141758538864,,,
125,125,0.04,531,2.25,1,500000.0,,238.8,0.04776,,106.2,0.00854707331402096,0.003489640915683524,0.0026814470283061213,2.4919717770567047,0.5955642448239635,,,
126,126,0.04,531,3.0,1,500000.0,,204.2,0.04084,,106.2,0.007756222110888304,0.003894356631087402,0.0027105435680787526,2.7645311994421,0.5637230039987281,,,
127,127,0.04,531,5.0,1,500000.0,,117.16,0.023432,,106.2,0.0072574507248327775,0.003024423310718168,0.0024270571417718844,2.990798550042608,0.34972831461514453,,,
128,128,0.04,532,1.5,1,500000.0,,190.56,0.038112,,106.4,0.011260932883437815,0.003887762098789065,0.0028768337012140027,1.9183572773750908,0.36541475995488754,,,
129,129,0.04,532,2.25,1,500000.0,,239.12,0.047824,,106.4,0.008075187356512286,0.0035154054348372475,0.002783262762900389,2.669761662985765,0.6380204417287656,,,
130,130,0.04,532,3.0,1,500000.0,,208.24,0.041648,,106.4,0.008071869262403197,0.0038218837726015737,0.002630092152409467,2.6501637578684245,0.5522572792344757,,,
131,131,0.04,532,5.0,1,500000.0,,119.35999999999999,0.023872,,106.4,0.007419678599831059,0.0033517752301018486,0.0027843287194447047,2.8896867126796915,0.34596795841944694,,,
132,132,0.04,533,1.5,1,500000.0,,188.8,0.03776,,106.6,0.01210601276910438,0.003393369207848907,0.002616396891002413,1.772285659799259,0.33414801857002,,,
133,133,0.04,533,2.25,1,500000.0,,240.88,0.048176,,106.6,0.008763586604659394,0.003929588881789968,0.002660555900320736,2.4646736768274358,0.59339648745685,,,
134,134,0.04,533,3.0,1,500000.0,,205.44,0.041088,,106.6,0.008194385589886225,0.003307849231338595,0.002730533225355072,2.606506276501933,0.5358688504992036,,,
135,135,0.04,533,5.0,1,500000.0,,119.72,0.023944,,106.6,0.00795251295237449,0.003978036389897252,0.0028560888324792887,2.688488261896694,0.321643503596211,,,
136,136,0.04,534,1.5,1,500000.0,,182.12,0.036424,,106.8,0.011059261056125253,0.0036137960128911433,0.002646799420264584,1.963228488481048,0.35735188629993664,,,
137,137,0.04,534,2.25,1,500000.0,,239.16,0.047832,,106.8,0.008774195019609582,0.003447318035051048,0.002602702852577553,2.44708396110544,0.5844775602091892,,,
138,138,0.04,534,3.0,1,500000.0,,203.84,0.04076799999999999,,106.8,0.008471609305333912,0.004029290949055374,0.0026313079744182196,2.528427011161515,0.5152094824462353,,,
139,139,0.04,534,5.0,1,500000.0,,124.32,0.024864000000000004,,106.8,0.007581987734738504,0.0033287785597473384,0.0026467879346598862,2.826638815417515,0.3513210870854651,,,
140,140,0.04,535,1.5,1,500000.0,,191.88,0.038376,,107.0,0.011455309553325606,0.003955603805458681,0.0026283005820245905,1.8752737764448035,0.35968582148726574,,,
141,141,0.04,535,2.25,1,500000.0,,239.8,0.04796,,107.0,0.008764294690990937,0.003479808207886697,0.0027430243066689265,2.4549661468453827,0.5890014974446717,,,
142,142,0.04,535,3.0,1,500000.0,,202.04,0.040408000000000006,,107.0,0.0076976243473563955,0.0037450177106798433,0.002715271587658581,2.7960735788756375,0.5652469103175025,,,
143,143,0.04,535,5.0,1,500000.0,,120.08,0.024016,,107.0,0.007741382166091171,0.003805722861867671,0.0025315126930731224,2.7653293964249817,0.33212126655910434,,,
144,144,0.04,536,1.5,1,500000.0,,189.28,0.037855999999999994,,107.2,0.010642461971970076,0.0034162393567881647,0.00281738808994792,2.016014190075565,0.38171418728873746,,,
145,145,0.04,536,2.25,1,500000.0,,241.16,0.048232,,107.2,0.009053675599698179,0.0036076251830090807,0.0026576610595483814,2.3788252172866624,0.5744543763280985,,,
146,146,0.04,536,3.0,1,500000.0,,207.68,0.041536,,107.2,0.008345681717501066,0.003734274990364135,0.002712564668916738,2.5731497224620137,0.5346666417460705,,,
147,147,0.04,536,5.0,1,500000.0,,123.52,0.024704,,107.2,0.007180143674972897,0.0031182332637158944,0.002796956189178992,2.986932087138361,0.3689505531752117,,,
148,148,0.04,537,1.5,1,500000.0,,187.84,0.037568,,107.4,0.01191673243387413,0.0037676299929284736,0.002791053152734992,1.809918454028553,0.34064315202490286,,,
149,149,0.04,537,2.25,1,500000.0,,240.64,0.04812799999999999,,107.4,0.009330729690973384,0.0036111678353247145,0.002694228258706995,2.322588108915512,0.5579209689710192,,,
150,150,0.04,537,3.0,1,500000.0,,206.56,0.041312,,107.4,0.008183050907910001,0.0030763111836189304,0.0025596380943978952,2.647323348366508,0.5464618166473704,,,
151,151,0.04,537,5.0,1,500000.0,,120.24,0.024048000000000003,,107.4,0.007990988032520362,0.0037969779206548414,0.0027027048764439445,2.728931916043652,0.3288929364074491,,,
152,152,0.04,538,1.5,1,500000.0,,194.8,0.03896000000000001,,107.6,0.011273085647039808,0.004093529924531606,0.002749568110557441,1.9122823894513408,0.3728930104977488,,,
153,153,0.04,538,2.25,1,500000.0,,238.76,0.047752,,107.6,0.009158670574888676,0.003602628953279645,0.0027442547560438822,2.355971374520223,0.5630339083174919,,,
154,154,0.04,538,3.0,1,500000.0,,209.24,0.041848,,107.6,0.00862436439738758,0.0038390046638024206,0.0026635568871847806,2.5256283365488423,0.5268107629490963,,,
155,155,0.04,538,5.0,1,500000.0,,120.88,0.024176000000000003,,107.6,0.007919580247680642,0.0038859452696418727,0.002701809011622917,2.749692803693105,0.3320547722241128,,,
156,156,0.04,539,1.5,1,500000.0,,190.92,0.038184,,107.8,0.012924954584250373,0.0034732469354904053,0.002679368712602092,1.6815664157090915,0.32104653286144214,,,
157,157,0.04,539,2.25,1,500000.0,,238.76,0.047752,,107.8,0.008472463592397617,0.0035144527424291264,0.002750946690564147,2.5527655664889246,0.6090705411988481,,,
158,158,0.04,539,3.0,1,500000.0,,209.24,0.041848,,107.8,0.007895306983436967,0.0037858876547315935,0.002477986323267252,2.776102256166264,0.5808091593659389,,,
