,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,SourcePhotonFlux,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
10,10,0.03,510.0,2.25,1,500000.0,,856.0,0.1711999999999999,510.0,0.0420651018878003,0.008773848237831,0.0092918672246979,-0.0001980029142653,4.9420551199045206e-05,2361352474346.177,12.196907114588868,2.0888114906939377,28810865549023.688,5.228526596488413e-05,2.9321842372941216e-05
11,11,0.03,511.0,2.25,1,500000.0,,852.4,0.17048,511.0,0.0405830863120058,0.008465386834774,0.00921163192247,-0.000260227016176,-2.310017664788889e-05,2350060163226.193,12.755608707823516,2.1731529919510977,29956829393360.426,5.213918454831689e-05,2.9245958476608224e-05
12,12,0.03,512.0,2.25,1,500000.0,,898.5,0.1797,512.0,0.0447719817277003,0.0091449056987061,0.009254844182802,-0.0003294113205721,5.1679304716693634e-05,2475722487322.82,11.544226525567517,2.0759726065173414,28600623622822.195,5.502450415893707e-05,3.0877874138388534e-05
13,13,0.03,513.0,2.25,1,500000.0,,881.2,0.17624,513.0,0.0417996506706571,0.0085503189446166,0.0091802659817651,-0.0002817519787516,-1.0242908536800817e-05,2426646765581.9526,12.447376864926367,2.192129115494234,30183403471698.305,5.405107149606802e-05,3.033281157447024e-05
14,14,0.03,514.0,2.25,1,500000.0,,846.4,0.1692799999999999,514.0,0.0422151413618052,0.0084532942268061,0.0091276837845012,-0.0003064270276377,-3.773251614403293e-05,2329462789698.5425,12.22565643503664,2.070410236144974,28490923939689.805,5.198754103846165e-05,2.9182647199630567e-05
15,15,0.03,515.0,2.25,1,500000.0,,870.0,0.1739999999999999,515.0,0.0425958229546608,0.0080477028633949,0.0091257602343757,-0.0003168692096755,-1.0974049649676404e-05,2393025230584.9478,12.281316405582764,2.1372540139527203,29393694135389.727,5.35139411081075e-05,3.00456170094938e-05
16,16,0.03,516.0,2.25,1,500000.0,,872.1,0.17442,516.0,0.0419655416551108,0.0089969521399992,0.0089657306910898,-0.0002706798718825,-7.080018509069564e-06,2397408645518.0674,12.399189430194811,2.1628016754297184,29727780272997.18,5.372597595269096e-05,3.016775604646612e-05
17,17,0.03,517.0,2.25,1,500000.0,,870.3,0.1740599999999999,517.0,0.0427608046732302,0.0093231961563907,0.0090709236432837,-0.0002483886520785,-9.340858312161928e-05,2391070455619.884,12.19879672249886,2.126340518172463,29209640305582.28,5.3677878891904494e-05,3.015522427485676e-05
18,18,0.03,518.0,2.25,1,500000.0,,862.8,0.17256,518.0,0.0435831430007169,0.008552321852992,0.0091685514886464,-0.0002244667580837,9.117804240165132e-05,2369086885046.9155,11.977998604922082,2.064834466597609,28348239769409.125,5.330099725140826e-05,2.994488125687185e-05
19,19,0.03,519.0,2.25,1,500000.0,,872.0,0.1744,519.0,0.0448121303759193,0.008479375084732,0.0091655468461027,-0.0001768449778146,1.6483370414623614e-05,2392955665402.276,11.74168604972214,2.039987850418978,27990828463371.004,5.393199527117594e-05,3.0314461233790725e-05
20,20,0.03,520.0,2.25,1,500000.0,,852.5,0.1705,520.0,0.0446821937544427,0.0090304709770867,0.0092118846746314,-0.0002781239090399,2.114521867124916e-05,2338081919544.82,11.663031205778283,1.988888923466724,27273813677070.426,5.2806532828434514e-05,2.9685933316211646e-05
21,21,0.03,521.0,2.25,1,500000.0,,861.4,0.17228,521.0,0.0445009706614882,0.008914041829099,0.0092356287081373,-0.0002599903697944,4.782483947422704e-05,2361009944294.6987,11.796036374825714,2.034086004378437,27876116112654.75,5.3426918478150096e-05,3.0043748964280145e-05
22,22,0.03,522.0,2.25,1,500000.0,,863.9,0.17278,522.0,0.0436745517451981,0.0082050076504782,0.0091539743811143,-0.0003141855514656,2.41471334268346e-06,2366309809523.8096,12.04137308525533,2.0824438288329565,28520125361440.82,5.365358341290845e-05,3.0178342764303436e-05
23,23,0.03,523.0,2.25,1,500000.0,,876.8,0.17536,523.0,0.0410132217336012,0.0090860081403729,0.0090263405589254,-0.0002906203241711,2.095780813325214e-05,2400068657681.9404,12.891535797167146,2.261934322322809,30958015925764.24,5.451322520031163e-05,3.067729644223765e-05
24,24,0.03,524.0,2.25,1,500000.0,,855.4,0.17108,524.0,0.0401264202925062,0.0092750915813572,0.0089893072157345,-0.0002443421640262,2.6220176010429667e-05,2339953232704.4023,13.54652253228338,2.3145487557783277,31657328988399.867,5.325925538541495e-05,2.997591160240082e-05
25,25,0.03,525.0,2.25,1,500000.0,,844.2,0.16884,525.0,0.0452762042980224,0.0088354176419342,0.0095855057985367,-0.000257818692807,5.453014348580047e-05,2307798566037.736,11.7229122620839,1.9786170631090567,27044833102232.16,5.262763189924136e-05,2.9630372062305423e-05
26,26,0.03,526.0,2.25,1,500000.0,,872.2,0.1744399999999999,526.0,0.0449723321346595,0.0086786697050555,0.0092001570130452,-0.0003001133428753,7.900610895796369e-06,2382775169811.321,11.883408756201776,2.0715702972570944,28296756860942.8,5.444493364312889e-05,3.0661856343450865e-05
27,27,0.03,527.0,2.25,1,500000.0,,869.2,0.17384,527.0,0.0434197196949752,0.0090288241480514,0.0091484687300426,-0.0002958823354453,7.095865002270248e-06,2373017523809.524,12.2780986127412,2.1327731586340533,29113599170209.383,5.433507936413685e-05,3.0605162958837365e-05
28,28,0.03,528.0,2.25,1,500000.0,,866.7,0.17334,528.0,0.0419551460224738,0.0088133456040314,0.0093953101993054,-0.000296163929584,-4.064487585377774e-05,2364634819407.008,12.693156428894865,2.201041099709637,30025720683738.9,5.423587682345606e-05,3.0565986183940875e-05
29,29,0.03,529.0,2.25,1,500000.0,,865.7,0.17314,529.0,0.0427933966994146,0.0083946733152212,0.00906953573529,-0.0002002152847774,1.542150647101404e-05,2360350884097.035,12.456345298769646,2.157637608070306,29414241860747.133,5.4254156397310805e-05,3.057973385979275e-05
30,30,0.03,530.0,2.25,1,500000.0,,856.0,0.1712,530.0,0.0437682330967958,0.0086211222052395,0.0091775677581318,-0.0002873229094517,-5.743028266298861e-06,2332365426774.4834,12.246474367124137,2.095714664500291,28551240816967.09,5.370233412339947e-05,3.0285779558412183e-05
31,31,0.03,531.0,2.25,1,500000.0,,855.8,0.17116,531.0,0.0457358520964248,0.0090043366281559,0.0093014307995738,-0.0003415115683377,-2.823276231782133e-05,2330384575444.2007,11.67825541468198,1.9986737581243796,27212424031772.293,5.376787740527496e-05,3.0327603474165543e-05
32,32,0.03,532.0,2.25,1,500000.0,,859.4,0.1718799999999999,532.0,0.045060304826893,0.0083212408096858,0.0089598265256532,-0.0002339470581553,-6.158475621725315e-05,2338814979277.3013,11.96312116087196,2.0539124927195145,27948110915156.977,5.4064012267757925e-05,3.050540961842005e-05
33,33,0.03,533.0,2.25,1,500000.0,,856.4,0.1712799999999999,533.0,0.0426814273017952,0.0085621309332814,0.0094654715380099,-0.0003597593136298,-1.5443001653501372e-06,2329282848313.0366,12.56406966776648,2.1541389222412706,29294715345983.902,5.394686668973227e-05,3.0449200564529912e-05
34,34,0.03,534.0,2.25,1,500000.0,,873.2,0.17464,534.0,0.0462301443229648,0.0085054028644876,0.0094375856233336,-0.0002744797984373,-4.951045069931564e-05,2373581783509.6826,11.689850050926037,2.041637569933149,27748475403815.26,5.5067858424191634e-05,3.1098018776734825e-05
35,35,0.03,535.0,2.25,1,500000.0,,834.9,0.16698,535.0,0.0470123058283092,0.0086674823106588,0.0089301175369093,-0.0003221625890478,-4.2753280386689766e-05,2268139110640.846,11.509551661357474,1.91727290275044,26042889307103.7,5.272981769958865e-05,2.9783467389771108e-05
36,36,0.03,536.0,2.25,1,500000.0,,870.1,0.17402,536.0,0.0472427026146646,0.0083004119175689,0.0093094464831615,-0.0002150179766135,1.3539274988736148e-05,2362375870393.292,11.421238440502728,1.98548303595596,26953552552681.16,5.502329426150425e-05,3.109093758340104e-05
37,37,0.03,537.0,2.25,1,500000.0,,865.5,0.1730999999999999,537.0,0.043936456015956,0.0092503469584067,0.009393934690474,-0.0002826600820892,1.040636367862418e-05,2348504271111.9985,12.394788560495153,2.1385735155033467,29014725795763.207,5.480427701112807e-05,3.097830416104413e-05
38,38,0.03,538.0,2.25,1,500000.0,,855.9,0.17118,538.0,0.046069645023408,0.0082181262360426,0.0092059027780946,-0.0002273664346527,-1.2449248074868142e-05,2321088024196.4463,11.794533536444945,2.018681568159232,27371992128288.914,5.4275364913590215e-05,3.0686092048920926e-05
39,39,0.03,539.0,2.25,1,500000.0,,871.4,0.17428,539.0,0.0451195568578895,0.008458676352413,0.0090913687816357,-0.0003329522926781,2.8599435920948195e-05,2361730246995.4087,12.200610193735583,2.1304083568049146,28869921131041.74,5.531817828367779e-05,3.129436797363723e-05
40,40,0.03,540.0,2.25,1,500000.0,,855.0,0.1709999999999999,540.0,0.0477257883279435,0.0090983218901447,0.0093206107351425,-0.0002716105014294,-8.233580976360915e-06,2315916258734.2783,11.339947014118156,1.9395592108056448,26268167901067.945,5.435975542268882e-05,3.075720793519873e-05
41,41,0.03,541.0,2.25,1,500000.0,,852.7,0.17054,541.0,0.0449691332829615,0.009112925714967,0.0092330208158338,-0.0001775785243907,1.7129271979234403e-05,2308225956513.927,12.055716745917303,2.056855047109037,27839135736623.406,5.4269575089673885e-05,3.0721502061372395e-05
42,42,0.03,542.0,2.25,1,500000.0,,864.9,0.17298,542.0,0.0463891118851619,0.0086016335250515,0.0093577867437565,-0.0002784230246684,-1.0910950346064558e-05,2339696707277.628,11.84115367964048,2.04885261603257,27712415998546.406,5.5121335716309735e-05,3.120798989793968e-05
43,43,0.03,543.0,2.25,1,500000.0,,871.1,0.1742199999999999,543.0,0.0440484353431429,0.0088487471314953,0.0092596737956256,-0.0002253233537974,1.063592256238422e-05,2354903407726.8643,12.474414347799836,2.1738840223428038,29384036805292.457,5.5581953981280096e-05,3.14791854928187e-05
44,44,0.03,544.0,2.25,1,500000.0,,876.8,0.1753599999999999,544.0,0.0461158906028458,0.0090686797313392,0.0094370685024528,-0.0001931440257251,-9.257381442128076e-07,2368737040790.656,11.983010674171576,2.102729443100556,28403359481257.95,5.575542147542383e-05,3.173316958312878e-05
45,45,0.03,545.0,2.25,1,500000.0,,853.2,0.17064,545.0,0.0435982247670153,0.0087511866443999,0.0091881815677348,-0.0003255066004558,3.229971844491963e-06,2303446822641.5093,12.62657382570574,2.155069420168761,29090997471047.89,5.431023907880897e-05,3.09259515154403e-05
46,46,0.03,546.0,2.25,1,500000.0,,853.7,0.17074,546.0,0.04747512805842,0.0086889518568175,0.0091402561687475,-0.000257719542474,1.5193719808207574e-05,2303262657322.552,11.67525358480575,1.99436589838801,26903763024450.31,5.441762993542173e-05,3.099122195799334e-05
47,47,0.03,547.0,2.25,1,500000.0,,858.9,0.17178,547.0,0.0451692362456241,0.0083244857256467,0.0092647930399905,-0.0003261052185768,-1.9832117538185987e-05,2315748739622.6416,12.251206168722028,2.104966186908773,28376835453965.93,5.48148659481411e-05,3.122763599921196e-05
48,48,0.03,548.0,2.25,1,500000.0,,874.3,0.17486,548.0,0.0459509583302974,0.0083708325469457,0.0093477531243093,-0.0002514751522981,1.535353445916458e-05,2355698837735.849,12.207874776832703,2.1306317498201675,28703687159410.195,5.586864726445105e-05,3.183625474713902e-05
49,49,0.03,549.0,2.25,1,500000.0,,860.8,0.17216,549.0,0.0444161985830418,0.0089180132877197,0.0093179929205775,-0.0002614421478622,2.0315057529120747e-05,2317777860197.664,12.439078059435674,2.142311256700249,28841784389126.81,5.5079801460736094e-05,3.139284296748042e-05
50,50,0.03,550.0,2.25,1,500000.0,,881.0,0.1762,550.0,0.0454586718792142,0.0084711742849119,0.0093983030436575,-0.0002419312004929,-3.598903725681983e-05,2370584984725.966,12.251197710462488,2.1606667296138338,29069489819634.0,5.642897038932271e-05,3.217904215263988e-05
51,51,0.03,551.0,2.25,1,500000.0,,886.0,0.1771999999999999,551.0,0.0441726865870236,0.0084195015555292,0.0092577587919977,-0.0003135768534987,-9.656568152795826e-07,2382446924735.476,12.537127569569654,2.221971487643304,29874317932199.22,5.682916392483891e-05,3.240768737992023e-05
52,52,0.03,552.0,2.25,1,500000.0,,879.1,0.1758199999999999,552.0,0.0440891320653235,0.0092048942622735,0.009119063564717,-0.0002815521980362,5.606398017495874e-05,2362313343002.595,12.790172185280818,2.251051181106261,30245070190587.367,5.644282172474204e-05,3.2201153676218715e-05
53,53,0.03,553.0,2.25,1,500000.0,,901.3,0.18026,553.0,0.0474014387247393,0.0081041684077882,0.0093259661684783,-0.0002141907453339,-2.6534049685680968e-05,2420349652485.526,11.807194765983844,2.1292518534423857,28589448482932.656,5.794497073323494e-05,3.306153915956767e-05
54,54,0.03,554.0,2.25,1,500000.0,,890.4,0.17808,554.0,0.0471177525601205,0.0086555325622934,0.0090772619054811,-0.0002482381757661,-4.662780775084728e-05,2389478968736.2744,11.973640127200266,2.132725276205442,28616926064606.72,5.730935008555574e-05,3.270853663684396e-05
55,55,0.03,555.0,2.25,1,500000.0,,891.3,0.17826,555.0,0.0464268045991729,0.0089378367093599,0.0094190500662891,-0.0002797020307303,6.188830066118311e-06,2390292752904.7715,12.042930445080277,2.148454023692742,28808673189621.1,5.743872603829752e-05,3.278867479202347e-05
56,56,0.03,556.0,2.25,1,500000.0,,902.5,0.1805,556.0,0.0484575252859371,0.0089691524736465,0.0092347248967964,-0.0003262983407599,-2.548761812641821e-05,2418707387203.034,11.673631816825132,2.1115003999270874,28294191774990.617,5.823702613585869e-05,3.3248564491777504e-05
57,57,0.03,557.0,2.25,1,500000.0,,911.5,0.1823,557.0,0.0460468279977134,0.0086076140278445,0.0093806868230253,-0.0002731805546301,-1.260178454181928e-05,2441189708824.1167,12.247486370389051,2.230652928243554,29870800726201.56,5.887317350208671e-05,3.362868127025422e-05
58,58,0.03,558.0,2.25,1,500000.0,,887.5,0.1775,558.0,0.0456840825119911,0.0083577750331725,0.0089909851690596,-0.0003316073372542,-5.113706807066037e-05,2375318005090.836,12.44361424491071,2.209185057622758,29563476303937.883,5.73895409780122e-05,3.279070493601542e-05
59,59,0.03,559.0,2.25,1,500000.0,,925.3,0.18506,559.0,0.049469807873811,0.0084715040848665,0.0093879319080064,-0.0002603418375374,2.7607903899593807e-05,2474823931583.1504,11.386163782959114,2.1091142290664275,28205373222393.508,5.990527212641888e-05,3.423701880711885e-05
60,60,0.03,560.0,2.25,1,500000.0,,933.2,0.18664,560.0,0.0499756264827623,0.0090814291024212,0.009246943334408,-0.0002680790247858,-1.575936349213088e-05,2494276671032.1416,11.291679739099155,2.1057786219264423,28141847894499.24,6.0495339643765935e-05,3.457967166863958e-05
61,61,0.03,561.0,2.25,1,500000.0,,928.5,0.1857,561.0,0.046884772992962,0.0081074929110435,0.0091041909757367,-0.0002315327951046,-2.0234197193279124e-05,2480046114693.552,12.1004170565071,2.245301650255039,29986276973775.05,6.024869114118824e-05,3.4451444088687366e-05
62,62,0.03,562.0,2.25,1,500000.0,,928.0,0.1856,562.0,0.0476701233370135,0.0087023708080229,0.0091769015975507,-0.0002704874636287,-2.776758656189518e-05,2477043203833.1006,11.889947567588903,2.2074553708985656,29461003902204.57,6.02986181710974e-05,3.447898257781229e-05
63,63,0.03,563.0,2.25,1,500000.0,,942.9,0.18858,563.0,0.0478941744676717,0.0081493431123048,0.0091869650374355,-0.0002306331013129,-2.823819934601621e-05,2515120524436.014,11.902688958385651,2.2413707110013865,29893506618460.76,6.132313240094494e-05,3.507959792249489e-05
64,64,0.03,564.0,2.25,1,500000.0,,946.3,0.18926,564.0,0.0517168446896107,0.0087832293824861,0.0093994624766971,-0.0003361441196493,1.5674976366872164e-05,2522489509742.4634,10.965657364947136,2.075711511074177,27665436499716.207,6.162343961418855e-05,3.525347120247558e-05
65,65,0.03,565.0,2.25,1,500000.0,,940.4,0.18808,565.0,0.0493684113449375,0.0083284170165064,0.0092455642390226,-0.000244361222032,-4.005086210534551e-05,2505072590217.6084,11.53399459048659,2.1735279201342395,28949623653769.51,6.130872570596287e-05,3.508094767933453e-05
66,66,0.03,566.0,2.25,1,500000.0,,942.1,0.18842,566.0,0.0492231532387108,0.0081960057566591,0.0092382434369975,-0.0001874140315241,-6.945636355406423e-06,2507908380535.037,11.63598358259059,2.1914578716067488,29168748337713.84,6.149131072756824e-05,3.5191917750832086e-05
67,67,0.03,567.0,2.25,1,500000.0,,935.7,0.18714,567.0,0.0481114709040184,0.0094438256028322,0.0092021447820023,-0.0002725907129798,-8.447518523639999e-06,2489190087382.712,11.935852561196866,2.2371931487372665,29757395582971.688,6.115149497075946e-05,3.500026908894904e-05
68,68,0.03,568.0,2.25,1,500000.0,,965.7,0.19314,568.0,0.0467600253576278,0.0092355181924236,0.0092434226001481,-0.0003432032265266,5.556518223391611e-05,2567262263465.761,12.33914368588485,2.383400973939211,31680725790109.145,6.31713688147179e-05,3.617157387145879e-05
69,69,0.03,569.0,2.25,1,500000.0,,960.0,0.192,569.0,0.0479613370115884,0.0089748577142092,0.0092390688054887,-0.0002141719079649,4.30797339156378e-05,2550384220403.2744,12.086155476456725,2.325815025045961,30894385101323.25,6.28665450707957e-05,3.6007123824290735e-05
70,70,0.03,570.0,2.25,1,500000.0,,975.9,0.19518,570.0,0.048250359186511,0.0087922333187764,0.009343657983214,-0.0001955927034502,7.890322480578803e-05,2590871495288.481,11.95705305840774,2.3361670447636813,31010905853625.12,6.398152180243576e-05,3.665355922564604e-05
71,71,0.03,570.2,2.25,1,500000.0,,965.0,0.193,570.1999999999999,0.0475207889913462,0.0086905929257695,0.0092310481797796,-0.0002549543543214,4.949469001328767e-05,2561586816729.886,12.15470502409186,2.344873668956913,31122266721746.46,6.328283857044669e-05,3.625174009148753e-05
72,72,0.03,570.4000000000001,2.25,1,500000.0,,971.2,0.1942399999999999,570.4,0.0503702386445524,0.0088550258279844,0.0091330373450116,-0.0002250363296454,4.638978511594447e-05,2577695676422.439,11.40767322030241,2.2125729985149105,29362334493620.867,6.370547515960294e-05,3.6492277679481374e-05
73,73,0.03,570.6000000000001,2.25,1,500000.0,,982.7,0.19654,570.6000000000003,0.0478869461196836,0.0090726462468981,0.009156820622702,-0.0003010084374091,-1.2698548061174097e-05,2607840541938.704,11.99602649284455,2.35664915400833,31269793461628.523,6.447546136114435e-05,3.6931756335014864e-05
74,74,0.03,570.8000000000002,2.25,1,500000.0,,986.0,0.1971999999999999,570.8000000000002,0.0475978924631817,0.0088445736549798,0.0094749786669904,-0.0002239400967673,3.403280475375167e-05,2616204187680.942,12.091415118080556,2.386267469987742,31658027119212.68,6.470732360689894e-05,3.7062969996877415e-05
75,75,0.03,571.0000000000002,2.25,1,500000.0,,955.9,0.1911799999999999,571.0000000000001,0.0482752929585444,0.0087635585843806,0.0092521807383826,-0.0002389502010817,-3.058434083337759e-05,2535956608385.744,11.921507439465389,2.2803330152374803,30248067681303.883,6.274686887520049e-05,3.59385130325502e-05
76,76,0.03,571.2000000000003,2.25,1,500000.0,,973.9,0.19478,571.2000000000004,0.04920512641213,0.0085846161309986,0.0092388362031776,-0.0003507398887649,3.4028482871872106e-06,2583320841589.298,11.786306981061475,2.2944877814454503,30431246054933.887,6.394115343842852e-05,3.662236522671886e-05
77,77,0.03,571.4000000000003,2.25,1,500000.0,,966.8,0.1933599999999999,571.4000000000004,0.04888460324388,0.0087365378740112,0.0091886071588824,-0.0003216251651464,6.60941104924285e-06,2564101655425.776,11.834262737448483,2.28830777325481,30344713226760.074,6.348765534548697e-05,3.636244591549886e-05
78,78,0.03,571.6000000000004,2.25,1,500000.0,,972.2,0.19444,571.6000000000004,0.0461907019556974,0.0088370099403641,0.0092781795445869,-0.0003027125009212,2.405077651082112e-05,2578035062353.998,12.598897080222242,2.447533521929533,32451281813521.406,6.385499175346817e-05,3.657265827736099e-05
79,79,0.03,571.8000000000004,2.25,1,500000.0,,977.5,0.1954999999999999,571.8000000000003,0.0494625166053196,0.0087887916523986,0.0095300739378059,-0.0002504333418039,-3.656389598275153e-05,2591699021164.021,11.652643640768826,2.2801596440191223,30227557634281.637,6.421590914007368e-05,3.677919200871346e-05
80,80,0.03,572.0000000000005,2.25,1,500000.0,,966.1,0.1932199999999999,572.0000000000003,0.0508739332206914,0.0086002979357243,0.0091674575295808,-0.000225810148025,-2.10347027418814e-06,2561087795727.2627,11.36992377119329,2.194039655353121,29081503905737.133,6.347966525199712e-05,3.635733557887334e-05
81,81,0.03,572.2000000000005,2.25,1,500000.0,,986.8,0.19736,572.2000000000006,0.0518088018949128,0.008762873416823,0.0092154909242494,-0.0002360451718969,-2.648139282984376e-07,2615568517759.808,11.238114590622745,2.217252543002116,29384758549854.117,6.48536299180956e-05,3.71435747056626e-05
82,82,0.03,572.4000000000005,2.25,1,500000.0,,982.2,0.1964399999999999,572.4000000000005,0.0492234982805939,0.0092522776527123,0.0093348375943649,-0.0002596213914429,-2.3291378470063706e-06,2602983747589.0977,12.001134191458698,2.3578945329219296,31243948013260.883,6.456508512457532e-05,3.697763399722878e-05
83,83,0.03,572.6000000000006,2.25,1,500000.0,,981.5,0.1962999999999999,572.6000000000005,0.0488679602676483,0.0086795523820244,0.0092528324629435,-0.0002966508662852,6.05020521884857e-06,2600736704302.684,11.79540221163518,2.3142373329485983,30660835324844.48,6.453284320631435e-05,3.69584856676752e-05
84,84,0.03,572.8000000000006,2.25,1,500000.0,,976.9,0.19538,572.8000000000008,0.0509584994056467,0.0083050038563716,0.0092847276146527,-0.0002349745067618,-1.0822049066094187e-05,2588157724288.708,11.399487133248758,2.2299212793034675,29539297694672.062,6.424411501199914e-05,3.679244848160949e-05
85,85,0.03,573.0000000000007,2.25,1,500000.0,,976.5,0.1952999999999999,573.0000000000008,0.0502676493813282,0.0081944899929141,0.0093268248839091,-0.0002593988215677,1.930357815124964e-05,2586708044025.156,11.69725544754419,2.2851535812488164,30266385818992.344,6.423153223373412e-05,3.678456182359903e-05
86,86,0.03,573.2000000000007,2.25,1,500000.0,,977.0,0.1954,573.2000000000007,0.0508193877382381,0.009394715400729,0.0093691009930246,-0.0002727352369485,9.372295676127756e-06,2587642386542.8755,11.344867945032922,2.2187944066967,29383042240494.54,6.427523075897514e-05,3.681058369372592e-05
87,87,0.03,573.4000000000008,2.25,1,500000.0,,986.5,0.1972999999999999,573.4000000000007,0.0457928939686552,0.0081974990502571,0.009196922088001,-0.0002064891955908,-4.145673007717082e-05,2612409769092.5405,12.590682000920252,2.485470247488123,32909613559689.96,6.491114216184052e-05,3.717577857510208e-05
88,88,0.03,573.6000000000008,2.25,1,500000.0,,989.4,0.1978799999999999,573.6000000000007,0.0519709252827623,0.0085915907177621,0.0095048094942085,-0.0002473294420088,7.63623978392354e-06,2619694344534.29,11.199422696744133,2.216192950563999,29339741959719.37,6.511292157563542e-05,3.729235195136769e-05
89,89,0.03,573.8000000000009,2.25,1,500000.0,,996.8,0.1993599999999999,573.800000000001,0.0496662183876764,0.009514928346773,0.0092586328165563,-0.0002784362464764,3.5593580875358227e-06,2638889729699.5093,11.662831059836178,2.3240145869680355,30762531226032.29,6.561096945868449e-05,3.757861977544951e-05
90,90,0.03,574.0000000000009,2.25,1,500000.0,,974.9,0.1949799999999999,574.0000000000009,0.0502543273555033,0.0084215097777097,0.0093199282661064,-0.0002557902361789,-5.381766725256108e-05,2580523219347.1084,11.543225935001509,2.2509389696292628,29790749186899.008,6.418029066684343e-05,3.676019745265181e-05
91,91,0.03,574.200000000001,2.25,1,500000.0,,1000.5,0.2001,574.2000000000008,0.0505297515945925,0.0089836789195758,0.0094317153125227,-0.000299538292739,-4.965178367837471e-05,2647885924827.791,11.40950142275543,2.285384007232788,30242059698042.15,6.588101758286721e-05,3.773287265364661e-05
92,92,0.03,574.400000000001,2.25,1,500000.0,,993.8,0.19876,574.4000000000011,0.0505506592754158,0.0086826075562785,0.0092484958795331,-0.0002699218247294,-2.5078324221701817e-05,2629757109753.417,11.426988440335617,2.272927048504114,30072680950666.863,6.545515396863044e-05,3.748752975121808e-05
