,Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays,M1.slopeErrorMer,M1.slopeErrorSag,PremirrorM2.slopeErrorMer,PremirrorM2.slopeErrorSag,PG.slopeErrorMer,PG.slopeErrorSag,M3.slopeErrorSag,M3.slopeErrorMer,KB_ver.slopeErrorMer,KB_ver.slopeErrorSag,KB_hor.slopeErrorMer,KB_hor.slopeErrorSag,SourcePhotonFlux,SourceBandwidth,NumberRaysSurvived,PercentageRaysSurvived,PhotonEnergy,Bandwidth,HorizontalFocusFWHM,VerticalFocusFWHM,HorizontalCenter,VerticalCenter,PhotonFlux1,EnergyPerMilPerBw,FluxPerMilPerBwPerc,FluxPerMilPerBwAbs1,AXUVCurrentAmp1,GaAsPCurrentAmp1
14,14,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,20812.8,5.203200000000001,500.0,0.0387222424481193,0.0072944834801858,0.0098627069213584,-0.00063704294267,1.7155212426990706e-06,72182969789757.42,12.946520040027782,67.36597827930089,934554961368432.8,0.0015663064882617,0.0008758538530857
15,15,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,20907.5,5.226875,500.0,0.0377904919316107,0.0072732315878249,0.0098535581006794,-0.0006175085814557,2.394728099855631e-06,72511408406334.22,13.267142537945912,69.33497352495876,961870444981113.0,0.0015734333152354,0.0008798390621824
16,16,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,20855.6,5.213899999999999,500.0,0.0385208072826628,0.0071819835571677,0.0098592819341313,-0.0006340278721652,1.985118815840175e-06,72331408784366.58,13.0158755804001,67.8619124078337,941434957950842.6,0.0015695274829235,0.0008776549824346
17,17,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,20934.4,5.233600000000001,500.0,0.0389364252259269,0.0074470629445748,0.009863106978633,-0.0006295598721149,-6.834817289454696e-06,72604703008086.25,12.88941238436681,67.4616424388042,935882091429816.2,0.0015754577254318,0.0008809710803947
18,18,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,20885.8,5.221450000000001,500.0,0.0398236829672896,0.0072533740595461,0.0098510396965031,-0.0006273756071158,-2.417061315938621e-06,72436148448787.06,12.58536695810495,65.7135136570834,911630644812435.0,0.0015718002408391,0.0008789258727696
19,19,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,20906.1,5.2265250000000005,500.0,0.0376842327773658,0.0075505470564192,0.0098591534268959,-0.0006129278202252,-7.012911128081943e-06,72506552925202.14,13.292853885467323,69.4730636399699,963786141975292.4,0.0015733279555969,0.0008797801467364
20,20,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,20865.9,5.216475,500.0,0.0383604124724342,0.0074323569307227,0.009848578170685,-0.000613068294896,1.7556761878945145e-05,72367131252695.42,13.060241478546551,68.13278409051637,945192707506497.4,0.0015703026288352,0.0008780884317873
21,21,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,20350.8,5.0877,500.0,0.2548667451339952,0.007342697251481,0.0098512865454298,-0.0006372081982258,6.22213928616638e-06,70580661016172.52,1.963533801436537,9.989520060679476,138582646208910.34,0.0015315378075663,0.0008564117559087
22,22,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,20886.2,5.221549999999999,500.0,0.0389211875183718,0.007539132039013,0.0098597578283072,-0.0006369678291354,5.916378908014465e-06,72437535729110.53,12.8814434461078,67.25898053805177,933070602757548.2,0.001571830343593,0.0008789427057541
23,23,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,20889.3,5.222325,500.0,0.0383302680901408,0.0072607689475592,0.0098770824723749,-0.0006150791135644,6.60955726560454e-06,72448287151617.25,13.061299103540742,68.20572072833093,946204543131484.8,0.0015720636399353,0.0008790731613845
24,24,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,20930.0,5.2325,500.0,0.0379949074739158,0.0072029154316554,0.0098436655473892,-0.0006260783109783,-5.6171265276895655e-06,72589442924528.3,13.200370905612935,69.06697201106546,958152512712323.0,0.0015751265951394,0.0008807859175644
25,25,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.5,20858.8,5.214700000000001,500.0,0.0379185988645417,0.0073149218069104,0.0098619705488962,-0.0006210932817594,-8.342154672104864e-06,72342507026954.19,13.23581874429787,69.00659166560835,957314868060565.2,0.0015697683049543,0.0008777896463112
26,26,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,,0.5,20890.5,5.222625000000001,500.0,0.0390977358903853,0.0072106273113534,0.0098649202706127,-0.0006316252670546,8.467571044105304e-07,72452448992587.6,12.82154104996872,66.96941455169467,929053510805411.4,0.0015721539481969,0.0008791236603382
27,27,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.5,20904.1,5.226025,500.0,0.0389829064854609,0.0073726649743577,0.0098590208335353,-0.0006326823042273,5.35473960946753e-06,72499616523584.9,12.882467514356016,67.32211894983054,933946509520693.8,0.0015731774418277,0.0008796959818136
28,28,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,,0.5,20936.1,5.234025,500.0,0.0378020939444183,0.0072754309551941,0.009871869620494,-0.0006312385317379,-9.370098761408006e-06,72610598949460.9,13.259401490028557,69.41000517737038,962911344331379.2,0.0015755856621356,0.0008810426205791
29,29,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,,0.5,20909.3,5.227325,500.0,0.0389324881135166,0.0075028926053138,0.0098627349024409,-0.0006199476789098,-5.074104208495868e-06,72517651167789.75,12.874463022536617,67.28708306502226,933460463584601.8,0.0015735687776277,0.000879914810613
30,30,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,,0.5,20848.5,5.212125,500.0,0.0386685626934649,0.0072594024346704,0.0098527242021823,-0.0006198219420346,-5.448327264932242e-07,72306784558625.34,12.966277997195457,67.58813463231871,937636892741143.6,0.0015689931590427,0.0008773561969585
31,31,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,,0.5,20881.9,5.220475,500.0,0.0394246373414659,0.0076256725656713,0.0098610634624273,-0.0006216254389933,-1.0621743120940437e-06,72422622465633.4,12.698892066371288,66.29531373437773,919701842806556.8,0.0015715067389891,0.00087876175117
32,32,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,,0.5,20887.9,5.221974999999999,500.0,0.0403809438862537,0.0071742301534761,0.0098492702121777,-0.0006254480288469,3.417528669242004e-06,72443431670485.17,12.406179639741552,64.77702972547353,898638987496938.9,0.0015719582802968,0.0008790142459386
33,33,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.5,20347.9,5.086975,500.0,0.0386206627567616,0.0078205187230661,0.0098601029459207,-0.000646212137878,1.931296658016084e-06,70570603233827.48,12.966017845567588,65.95242868728239,914945066016150.8,0.0015313195626009,0.0008562897167706
34,34,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,,0.5,20849.8,5.212449999999999,500.0,0.0378924926677143,0.0073763292277472,0.0097438053039231,-0.0006370925257076,-7.808608436437426e-06,72311293219676.55,13.251026246468578,69.07545464403252,958270190610385.2,0.0015690909929928,0.0008774109041583
35,35,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,,0.5,20879.9,5.219975,500.0,0.0382206498153606,0.007486033909476,0.009675132984718,-0.0006248088220957,1.9487056198489907e-06,72415686064016.16,13.117770193624231,68.47474420134006,949936652838002.4,0.0015713562252199,0.0008786775862472
36,36,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,,0.5,20841.5,5.210375,500.0,0.0384315490985783,0.0073064621535078,0.0096111752996615,-0.0006333786125269,7.859915045031802e-07,72282507152964.95,13.03438611502958,67.91009061049422,942103324676543.8,0.0015684663608504,0.0008770616197285
37,37,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,,0.5,20841.8,5.21045,500.0,0.0383033851123002,0.0076120381819799,0.0094301542252218,-0.0006328202181102,-2.4881371809374327e-06,72283547613207.53,13.083057547043673,68.17013099510159,945710813765225.8,0.0015684889379158,0.000877074244467
38,38,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,,0.5,20895.9,5.223975000000001,500.0,0.0386897357796442,0.0074863158693336,0.0098589903807654,-0.0006425925370344,7.863731155537081e-06,72471177276954.16,12.936613517353637,67.58273691293554,937562011242226.0,0.0015725603353738,0.0008793509056299
39,39,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,,0.5,20881.9,5.220475,500.0,0.0390972703795341,0.0072824080654642,0.0098675989758562,-0.0006375925943321,-6.673442762440124e-06,72422622465633.42,12.82411997261499,66.94533724190265,928719491024250.8,0.0015715067389891,0.00087876175117
40,40,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,,0.5,20891.2,5.2228,500.0,0.0373914300413786,0.0071789352186548,0.0098619792970997,-0.0006208486015308,3.863185170632573e-06,72454876733153.62,13.404114792528606,70.00152021133128,971117316007768.0,0.0015722066280161,0.0008791531180613
41,41,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,,0.5,20889.8,5.22245,500.0,0.0392884081124861,0.0074745350036163,0.0098479327270067,-0.0006301060900906,-1.086976835790966e-05,72450021252021.56,12.753513023085926,66.60699407989222,924025722911940.8,0.0015721012683776,0.0008790942026152
42,42,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,,0.5,20867.2,5.216800000000001,500.0,0.039098897801864,0.007209543010355,0.0098719642403724,-0.0006365971514428,1.6979972708165435e-06,72371639913746.64,12.846360297540375,67.00409363368209,929534606886176.2,0.0015704004627852,0.0008781431389871
43,43,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,,0.5,20827.1,5.206775,500.0,0.0380347994572445,0.0070585613324101,0.0098640171131977,-0.0006185564876947,-8.449993878440398e-06,72232565061320.73,13.175954929618708,68.60391074629597,951728554900656.2,0.0015673826617118,0.0008764556322841
44,44,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,,0.5,20905.5,5.226375,500.0,0.0391143675071588,0.0074136719026646,0.0098611335366584,-0.0006127991537578,8.238250883854969e-06,72504472004716.97,12.80833910492316,66.94053437146923,928652861747767.0,0.0015732828014662,0.0008797548972596
45,45,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,,0.5,20908.6,5.22715,500.0,0.0386117048056064,0.0072500950824087,0.009856946846216,-0.0006180236823277,5.1652590764069135e-06,72515223427223.72,12.976772429827124,67.82668517608273,940946257496265.2,0.0015735160978085,0.00087988535289
46,46,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,,0.5,20925.1,5.231274999999999,500.0,0.0384830401943645,0.0072664515767784,0.0098630825459223,-0.0006287712614421,3.31340053709254e-06,72572448740566.05,13.021389957282832,68.11581279131536,944957268012048.2,0.0015747578364048,0.0008805797135034
47,47,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,,0.5,20882.2,5.22055,500.0,0.0390357643412982,0.0072949855895301,0.0098766503309339,-0.000635216528933,-2.5763567235146587e-06,72423662925876.0,12.829361702074436,66.97666486882795,929154093028388.8,0.0015715293160545,0.0008787743759084
48,48,0.03,500.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,,0.5,20894.4,5.2236,500.0,0.0376879191583042,0.0073818659560149,0.0099617605046592,-0.0006303619352116,2.0837843963312725e-06,72465974975741.23,13.32563639201308,69.60020005716373,965549880474962.0,0.0015724474500469,0.0008792877819378
49,49,0.03,750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28881.2,7.2203,750.0,0.0700940998751547,0.0073689536286758,0.0098664176191075,-0.0005690092162281,9.82814780659206e-06,81663502941605.11,10.714565681470113,77.361691577986,874981195760066.2,0.0026679495835494,0.0015083402678103
50,50,0.03,750.0,5,1,400000.0,0.5,1.5,0.05,0.5,0.05,0.5,1.0,0.3,0.05,0.1,0.05,0.1,,0.75,28845.3,7.211324999999999,750.0,0.071109622813924,0.0092745172751177,0.0097638155135803,-0.0005533979060967,1.5845319123603958e-06,81561993317503.5,10.567106435078466,76.20337940128685,861880378640394.2,0.0026646332604724,0.0015064653659498
51,51,0.03,750.0,5,1,400000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28837.3,7.2093250000000015,750.0,0.0694036103682151,0.007749599601341,0.0098714746163364,-0.0005766901200419,-5.672863614675844e-07,81539372788455.8,10.821439765518972,78.00839072593158,882295534190683.8,0.0026638942469734,0.0015060475605213
52,52,0.03,750.0,5,1,400000.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28897.7,7.224424999999999,750.0,0.0692433160703785,0.0091335633372196,0.0098671322578039,-0.0005701318110853,4.734040598306401e-07,81710157782766.03,10.849573082921122,78.3827382848037,886529504105387.6,0.0026694737988911,0.0015092019915067
53,53,0.03,750.0,5,1,400000.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28928.0,7.232000000000001,750.0,0.069263381811595,0.0104900359794785,0.0098716379173372,-0.0005571920591107,-6.084409930868576e-06,81795833036534.22,10.849967958264216,78.45931975601665,887395660802432.2,0.0026722728125187,0.0015107844295672
54,54,0.03,750.0,5,1,400000.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28444.5,7.111125,750.0,0.0720849913788583,0.0228817029792498,0.0098734695759332,-0.0004233643419927,7.854139749351414e-06,80428704812213.03,10.419989492292752,74.10385974957609,838134256006509.2,0.0026276086841707,0.0014855333139804
55,55,0.03,750.0,5,1,400000.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28862.6,7.215649999999999,750.0,0.0688515175607676,0.0073350882956218,0.0098600437918786,-0.0005680572180878,-6.195568273545437e-06,81610910211569.16,10.9196422778313,78.7878971654302,891111958219463.0,0.0026662313771641,0.001507368870189
56,56,0.03,750.0,5,1,400000.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28917.5,7.229375,750.0,0.0708487642891213,0.0073389751255322,0.0098702324734491,-0.0005757882089103,-8.013101962371349e-07,81766143592159.1,10.617444426888378,76.75376062329433,868105335850262.6,0.0026713028573013,0.0015102360599423
57,57,0.03,750.0,5,1,400000.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28907.2,7.2268,750.0,0.0710653151873202,0.007239851083961,0.0098614030853968,-0.0005784442400988,3.583661268323684e-06,81737019661010.19,10.5841804037993,76.48573903234058,865073940758470.5,0.0026703513774212,0.0015096981354531
58,58,0.03,750.0,5,1,400000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28921.9,7.230475000000001,750.0,0.0715929294942156,0.0072985392677211,0.0098689758069756,-0.0005872973940967,-5.141738618448462e-06,81778584883135.36,10.500184611713951,75.93192773335424,858810188470634.4,0.0026717093147257,0.001510465852928
59,59,0.03,750.0,5,1,400000.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28869.5,7.217375,750.0,0.0697192004996963,0.0070623002646027,0.0098720239072779,-0.0005817725955581,-6.986993739888996e-06,81630420417872.83,10.785535490269734,77.84361619586038,880431890668784.2,0.002666868776307,0.0015077292273711
60,60,0.03,750.0,5,1,400000.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28932.7,7.233175000000001,750.0,0.0694899121265279,0.0073809901146174,0.0098631229632094,-0.000576446146077,-4.400546439532756e-06,81809122597349.78,10.8180453205614,78.2455457723198,884977820498502.0,0.0026727069829494,0.0015110298902565
61,61,0.03,750.0,5,1,400000.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28872.2,7.218050000000001,750.0,0.0713874984257017,0.0072082185525592,0.0098657468173574,-0.0005881559980264,5.806394214693073e-06,81638054846426.42,10.524190060048772,75.9642016277487,859175214753450.6,0.0026671181933629,0.0015078702367032
62,62,0.03,750.0,5,1,400000.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28931.8,7.23295,750.0,0.158929487094474,0.0071587018678172,0.0098630416490653,-0.0005702293892943,-4.057784408461873e-06,81806577787831.9,4.732440598003674,34.23218169177876,387175030162754.4,0.0026726238439308,0.0015109828871458
63,63,0.03,750.0,5,1,400000.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28886.9,7.221725000000001,750.0,0.0710467380420936,0.0072618023909406,0.0098649205514876,-0.0005789079077293,4.9153448134304825e-06,81679620068551.61,10.58562025911417,76.44364603299385,864597857801256.8,0.0026684761306675,0.0015086379541782
64,64,0.03,750.0,5,1,400000.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28943.1,7.2357749999999985,750.0,0.0706529682466224,0.0074289211627714,0.009857136132733,-0.0005821722545873,3.6016847890637184e-06,81838529285111.81,10.62720348126107,76.89993879685858,869758649660888.8,0.0026736677004982,0.0015115730373136
65,65,0.03,750.0,5,1,400000.0,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28958.0,7.2395,750.0,0.0720156866858928,0.0073513248689201,0.0098525522967903,-0.0005766081059606,-9.423740435549832e-06,81880660020463.16,10.420430520448928,75.43820067461539,853226004833712.0,0.0026750441131401,0.0015123511999242
66,66,0.03,750.0,5,1,400000.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28908.4,7.2271,750.0,0.0695393314383636,0.0072243151238775,0.0098695443730326,-0.0005738677949733,-1.8234523378760864e-06,81740412740367.34,10.803383847180198,78.07973130638774,883102415026928.2,0.0026704622294461,0.0015097608062673
67,67,0.03,750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28957.9,7.239475,750.0,0.0721132698538098,0.0071277184766035,0.0098656576563527,-0.0005689877475069,-2.392460652373893e-06,81880377263850.06,10.425240140965826,75.46749513497831,853557332929500.4,0.0026750348754714,0.0015123459773564
68,68,0.03,750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28957.9,7.239475,750.0,0.0725905037312941,0.0074918199771498,0.0098741231124653,-0.0005792512623568,5.272331811193895e-06,81880377263850.08,10.348863258485284,74.91164773626737,847270551815181.8,0.0026750348754714,0.0015123459773564
69,69,0.03,750.0,5,1,400000.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.75,28889.7,7.222424999999999,750.0,0.0734340247321483,0.007012295598771,0.0098677518734289,-0.0005596257661225,2.180997186909334e-06,81687537253718.31,10.230470414010927,73.88328718255312,835639521926773.1,0.0026687347853921,0.0015087841860782
