X-Position (mm)	Y-Position (mm)	Z-Position (mm)	Verschiebungskomponente (mm)
-22,078	99,968	-390,11	-4,1576e-004
-22,089	99,969	-395,1	-4,4433e-004
-22,1	99,97	-400,1	-4,7374e-004
-22,112	99,97	-405,1	-5,0395e-004
-22,125	99,971	-410,09	-5,3492e-004
-22,138	99,972	-415,09	-5,6665e-004
-22,151	99,973	-420,08	-5,9911e-004
-22,165	99,974	-425,08	-6,323e-004
-22,179	99,975	-430,08	-6,6616e-004
-22,193	99,977	-435,07	-7,0067e-004
-22,208	99,978	-440,07	-7,3581e-004
-22,223	99,979	-445,06	-7,7163e-004
-22,239	99,98	-450,06	-8,0808e-004
-22,255	99,981	-455,05	-8,4512e-004
-22,271	99,982	-460,05	-8,8273e-004
-22,288	99,984	-465,05	-9,2084e-004
-22,305	99,985	-470,04	-9,5953e-004
-22,323	99,986	-475,04	-9,9872e-004
-22,341	99,988	-480,03	-1,0384e-003
-22,36	99,989	-485,03	-1,0787e-003
-22,378	99,991	-490,03	-1,1195e-003
-22,398	99,992	-495,02	-1,161e-003
-22,417	99,994	-500,02	-1,2032e-003
-22,437	99,995	-505,01	-1,2465e-003
-22,458	99,997	-510,01	-1,291e-003
-22,479	99,998	-515,	-1,3371e-003
21,933	99,957	-260,22	9,7483e-005
17,548	99,661	-260,22	1,1691e-004
13,159	99,431	-260,22	1,354e-004
8,7667	99,267	-260,22	1,5095e-004
4,3728	99,168	-260,22	1,592e-004
22,5	100,	-520,	-1,2656e-003
22,223	99,979	-445,06	-6,5438e-004
22,208	99,978	-440,07	-6,1867e-004
22,193	99,977	-435,07	-5,836e-004
22,179	99,975	-430,08	-5,4917e-004
22,165	99,974	-425,08	-5,1539e-004
22,151	99,973	-420,08	-4,8227e-004
22,138	99,972	-415,09	-4,4989e-004
22,125	99,971	-410,09	-4,1823e-004
22,112	99,97	-405,1	-3,8732e-004
22,1	99,97	-400,1	-3,5718e-004
22,089	99,969	-395,1	-3,2784e-004
22,078	99,968	-390,11	-2,9932e-004
22,067	99,967	-385,11	-2,7164e-004
22,057	99,966	-380,12	-2,4487e-004
22,047	99,965	-375,12	-2,1897e-004
22,037	99,965	-370,13	-1,9394e-004
22,028	99,964	-365,13	-1,6983e-004
22,019	99,963	-360,13	-1,4665e-004
22,011	99,963	-355,14	-1,2445e-004
22,003	99,962	-350,14	-1,0324e-004
21,995	99,962	-345,15	-8,3019e-005
21,988	99,961	-340,15	-6,3778e-005
21,982	99,961	-335,15	-4,5553e-005
21,975	99,96	-330,16	-2,8373e-005
21,97	99,96	-325,16	-1,2278e-005
21,964	99,959	-320,17	2,735e-006
21,959	99,959	-315,17	1,669e-005
21,955	99,959	-310,18	2,9585e-005
21,951	99,958	-305,18	4,1392e-005
21,947	99,958	-300,18	5,2073e-005
21,944	99,958	-295,19	6,1648e-005
21,941	99,957	-290,19	7,0118e-005
21,938	99,957	-285,2	7,7494e-005
21,936	99,957	-280,2	8,3729e-005
21,935	99,957	-275,2	8,8875e-005
21,934	99,957	-270,21	9,2867e-005
21,933	99,957	-265,21	9,5705e-005
4,4865	99,17	-520,	-1,2786e-003
8,9942	99,273	-520,	-1,272e-003
13,5	99,446	-520,	-1,2681e-003
18,002	99,689	-520,	-1,266e-003
-22,227	99,979	-73,646	-6,9543e-004
-22,212	99,978	-78,556	-6,6234e-004
-22,197	99,977	-83,466	-6,2987e-004
-22,183	99,976	-88,375	-5,9803e-004
-22,169	99,975	-93,285	-5,6679e-004
-22,156	99,974	-98,195	-5,3622e-004
-22,142	99,973	-103,1	-5,0632e-004
-22,13	99,972	-108,01	-4,7712e-004
-22,117	99,971	-112,92	-4,4865e-004
-22,105	99,97	-117,83	-4,2092e-004
-22,094	99,969	-122,74	-3,9394e-004
-22,083	99,968	-127,65	-3,6774e-004
-22,072	99,967	-132,56	-3,4237e-004
-22,061	99,967	-137,47	-3,1783e-004
-22,051	99,966	-142,38	-2,9417e-004
-22,042	99,965	-147,29	-2,7136e-004
-22,033	99,964	-152,2	-2,4939e-004
-22,024	99,964	-157,11	-2,2833e-004
-22,015	99,963	-162,02	-2,0821e-004
-22,007	99,963	-166,93	-1,8901e-004
-22,	99,962	-171,84	-1,7078e-004
-21,993	99,961	-176,75	-1,5349e-004
-21,986	99,961	-181,66	-1,3718e-004
-21,979	99,96	-186,57	-1,2187e-004
-21,973	99,96	-191,48	-1,0758e-004
-21,968	99,96	-196,39	-9,432e-005
-21,963	99,959	-201,3	-8,2092e-005
-21,958	99,959	-206,21	-7,089e-005
-21,954	99,958	-211,12	-6,0718e-005
-21,95	99,958	-216,03	-5,1626e-005
-21,946	99,958	-220,94	-4,3618e-005
-21,943	99,958	-225,85	-3,6687e-005
-21,94	99,957	-230,76	-3,0813e-005
-21,938	99,957	-235,67	-2,598e-005
-21,936	99,957	-240,58	-2,2236e-005
-21,935	99,957	-245,49	-1,9567e-005
-21,934	99,957	-250,4	-1,8007e-005
-21,933	99,957	-255,31	-1,757e-005
-2,2142e-002	99,135	0,	-1,1692e-003
-18,011	99,689	0,	-1,2417e-003
-13,517	99,447	0,	-1,22e-003
-9,0207	99,274	0,	-1,2002e-003
-4,522	99,17	0,	-1,183e-003
-2,2142e-002	99,135	-255,31	1,5563e-004
-2,2142e-002	99,135	-250,4	1,5502e-004
-2,2142e-002	99,135	-245,49	1,5321e-004
-2,2142e-002	99,135	-240,58	1,5027e-004
-2,2142e-002	99,135	-235,67	1,4634e-004
-2,2142e-002	99,135	-230,76	1,4118e-004
-2,2142e-002	99,135	-225,85	1,3498e-004
-2,2142e-002	99,135	-220,94	1,2761e-004
-2,2142e-002	99,135	-216,03	1,1913e-004
-2,2142e-002	99,135	-211,12	1,0955e-004
-2,2142e-002	99,135	-206,21	9,8668e-005
-2,2142e-002	99,135	-201,3	8,68e-005
-2,2142e-002	99,135	-196,39	7,3673e-005
-2,2142e-002	99,135	-191,48	5,9412e-005
-2,2142e-002	99,135	-186,57	4,4122e-005
-2,2142e-002	99,135	-181,66	2,7705e-005
-2,2142e-002	99,135	-176,75	1,0313e-005
-2,2142e-002	99,135	-171,84	-8,092e-006
-2,2142e-002	99,135	-166,93	-2,7534e-005
-2,2142e-002	99,135	-162,02	-4,7869e-005
-2,2142e-002	99,135	-157,11	-6,9272e-005
-2,2142e-002	99,135	-152,2	-9,1522e-005
-2,2142e-002	99,135	-147,29	-1,1474e-004
-2,2142e-002	99,135	-142,38	-1,3904e-004
-2,2142e-002	99,135	-137,47	-1,6424e-004
-2,2142e-002	99,135	-132,56	-1,9031e-004
-2,2142e-002	99,135	-127,65	-2,173e-004
-2,2142e-002	99,135	-122,74	-2,4506e-004
-2,2142e-002	99,135	-117,83	-2,7362e-004
-2,2142e-002	99,135	-112,92	-3,0296e-004
-2,2142e-002	99,135	-108,01	-3,3297e-004
-2,2142e-002	99,135	-103,1	-3,6381e-004
-2,2142e-002	99,135	-98,195	-3,9529e-004
-2,2142e-002	99,135	-93,285	-4,2746e-004
-2,2142e-002	99,135	-88,376	-4,6035e-004
-2,2142e-002	99,135	-83,466	-4,9392e-004
-2,2142e-002	99,135	-78,556	-5,2813e-004
-2,2142e-002	99,135	-73,646	-5,6306e-004
-2,2142e-002	99,135	-68,737	-5,985e-004
-2,2142e-002	99,135	-63,827	-6,3458e-004
-2,2142e-002	99,135	-58,917	-6,7116e-004
-2,2142e-002	99,135	-54,007	-7,0824e-004
-2,2142e-002	99,135	-49,098	-7,4586e-004
-2,2142e-002	99,135	-44,188	-7,8402e-004
-2,2142e-002	99,135	-39,278	-8,2269e-004
-2,2142e-002	99,135	-34,368	-8,6191e-004
-2,2142e-002	99,135	-29,459	-9,0186e-004
-2,2142e-002	99,135	-24,549	-9,4256e-004
-2,2142e-002	99,135	-19,639	-9,843e-004
-2,2142e-002	99,135	-14,729	-1,0272e-003
-2,2142e-002	99,135	-9,8195	-1,0717e-003
-2,2142e-002	99,135	-4,9098	-1,1185e-003
4,4865	99,17	0,	-1,1592e-003
8,9942	99,273	0,	-1,1526e-003
13,5	99,446	0,	-1,1486e-003
18,002	99,689	0,	-1,1466e-003
22,5	99,98	-451,32	-7,0041e-004
22,5	99,981	-456,23	-7,3676e-004
22,5	99,983	-461,13	-7,7366e-004
22,5	99,984	-466,04	-8,1108e-004
22,5	99,985	-470,94	-8,4902e-004
22,5	99,987	-475,85	-8,8746e-004
22,5	99,988	-480,75	-9,2641e-004
22,5	99,989	-485,66	-9,659e-004
22,5	99,991	-490,57	-1,0059e-003
22,5	99,992	-495,47	-1,0466e-003
22,5	99,994	-500,38	-1,088e-003
22,5	99,995	-505,28	-1,1305e-003
22,5	99,997	-510,19	-1,1741e-003
22,5	99,998	-515,09	-1,2193e-003
21,933	99,957	-255,31	9,8109e-005
21,934	99,957	-250,4	9,7681e-005
21,935	99,957	-245,49	9,6116e-005
21,936	99,957	-240,58	9,3454e-005
21,938	99,957	-235,67	8,9709e-005
21,94	99,957	-230,76	8,4895e-005
21,943	99,958	-225,85	7,9024e-005
21,946	99,958	-220,94	7,208e-005
21,95	99,958	-216,03	6,4073e-005
21,954	99,958	-211,12	5,499e-005
21,958	99,959	-206,21	4,4853e-005
21,963	99,959	-201,3	3,3679e-005
21,968	99,96	-196,39	2,1493e-005
21,973	99,96	-191,48	8,281e-006
21,979	99,96	-186,57	-5,9745e-006
21,986	99,961	-181,66	-2,1242e-005
21,993	99,961	-176,75	-3,7505e-005
22,	99,962	-171,84	-5,4743e-005
22,007	99,963	-166,93	-7,2945e-005
22,015	99,963	-162,02	-9,2081e-005
22,024	99,964	-157,11	-1,1216e-004
22,033	99,964	-152,2	-1,3318e-004
22,042	99,965	-147,29	-1,5509e-004
22,051	99,966	-142,38	-1,7787e-004
22,061	99,967	-137,47	-2,0149e-004
22,072	99,967	-132,56	-2,2595e-004
22,083	99,968	-127,65	-2,5127e-004
22,094	99,969	-122,74	-2,7741e-004
22,105	99,97	-117,83	-3,0432e-004
22,117	99,971	-112,92	-3,3201e-004
22,13	99,972	-108,01	-3,6041e-004
22,142	99,973	-103,1	-3,8953e-004
22,156	99,974	-98,195	-4,1935e-004
22,169	99,975	-93,285	-4,4988e-004
22,183	99,976	-88,375	-4,8104e-004
22,197	99,977	-83,466	-5,128e-004
22,212	99,978	-78,556	-5,4518e-004
22,227	99,979	-73,646	-5,7818e-004
22,243	99,98	-68,736	-6,1184e-004
22,258	99,982	-63,827	-6,4602e-004
22,275	99,983	-58,917	-6,8073e-004
22,291	99,984	-54,007	-7,1597e-004
22,308	99,985	-49,097	-7,5173e-004
22,326	99,987	-44,188	-7,8798e-004
22,344	99,988	-39,278	-8,2475e-004
22,362	99,989	-34,368	-8,6203e-004
22,38	99,991	-29,458	-8,9984e-004
22,399	99,992	-24,549	-9,3829e-004
22,419	99,994	-19,639	-9,7753e-004
22,438	99,995	-14,729	-1,0177e-003
22,459	99,997	-9,8195	-1,0592e-003
22,479	99,998	-4,9097	-1,1021e-003
22,5	99,988	-480,03	-9,2065e-004
22,5	99,986	-475,04	-8,8108e-004
22,5	99,985	-470,04	-8,4201e-004
22,5	99,984	-465,05	-8,0348e-004
22,5	99,982	-460,05	-7,6549e-004
22,5	99,981	-455,05	-7,2803e-004
22,5	99,98	-450,06	-6,9114e-004
22,227	99,979	-446,42	-6,6416e-004
22,341	99,988	-39,999	-8,1931e-004
22,323	99,986	-44,999	-7,8195e-004
22,305	99,985	-49,999	-7,4513e-004
22,288	99,984	-54,999	-7,088e-004
22,271	99,982	-59,999	-6,7303e-004
22,255	99,981	-64,999	-6,3783e-004
22,239	99,98	-69,999	-6,0315e-004
22,223	99,979	-74,999	-5,6904e-004
22,208	99,978	-79,999	-5,356e-004
22,193	99,977	-85,017	-5,027e-004
22,178	99,975	-90,015	-4,7058e-004
22,164	99,974	-94,999	-4,3916e-004
22,151	99,973	-99,999	-4,0831e-004
22,137	99,972	-105,	-3,782e-004
22,125	99,971	-110,	-3,4883e-004
22,112	99,97	-115,	-3,202e-004
22,1	99,969	-120,	-2,9236e-004
22,089	99,969	-125,	-2,653e-004
22,077	99,968	-130,	-2,3907e-004
22,067	99,967	-135,	-2,137e-004
22,056	99,966	-140,	-1,8922e-004
22,046	99,965	-145,	-1,6561e-004
22,037	99,965	-150,	-1,4289e-004
22,028	99,964	-155,	-1,2108e-004
22,019	99,963	-160,	-1,0023e-004
22,011	99,963	-165,	-8,0356e-005
22,003	99,962	-170,	-6,1464e-005
21,995	99,962	-175,	-4,3545e-005
21,988	99,961	-180,	-2,6644e-005
21,981	99,961	-185,	-1,075e-005
21,975	99,96	-190,	4,0943e-006
21,969	99,96	-195,	1,7853e-005
21,964	99,959	-200,	3,0537e-005
21,959	99,959	-205,	4,219e-005
21,954	99,959	-210,	5,2766e-005
21,95	99,958	-215,	6,2252e-005
21,947	99,958	-220,	7,0625e-005
21,943	99,958	-225,	7,7885e-005
21,941	99,957	-230,	8,4058e-005
21,938	99,957	-235,	8,9113e-005
21,938	99,957	-284,53	7,8395e-005
21,94	99,957	-289,43	7,1303e-005
21,943	99,958	-294,34	6,3165e-005
21,946	99,958	-299,25	5,3965e-005
21,95	99,958	-304,15	4,3687e-005
21,954	99,958	-309,06	3,2324e-005
21,958	99,959	-313,96	1,99e-005
21,963	99,959	-318,87	6,4647e-006
21,968	99,96	-323,77	-7,9874e-006
21,974	99,96	-328,68	-2,3486e-005
21,98	99,96	-333,59	-4,0035e-005
21,986	99,961	-338,49	-5,7603e-005
21,993	99,961	-343,38	-7,6102e-005
22,	99,962	-348,28	-9,5596e-005
22,008	99,963	-353,21	-1,1615e-004
22,016	99,963	-358,11	-1,3756e-004
22,024	99,964	-363,02	-1,5993e-004
22,033	99,964	-367,93	-1,8321e-004
22,042	99,965	-372,83	-2,0739e-004
22,052	99,966	-377,74	-2,3243e-004
22,062	99,967	-382,64	-2,5829e-004
22,072	99,967	-387,55	-2,8502e-004
22,083	99,968	-392,45	-3,126e-004
22,094	99,969	-397,36	-3,4097e-004
22,106	99,97	-402,27	-3,7014e-004
22,118	99,971	-407,17	-4,0005e-004
22,13	99,972	-412,08	-4,3072e-004
22,143	99,973	-416,98	-4,6209e-004
22,156	99,974	-421,89	-4,9415e-004
22,169	99,975	-426,79	-5,269e-004
22,183	99,976	-431,7	-5,6026e-004
22,197	99,977	-436,58	-5,9413e-004
22,212	99,978	-441,51	-6,2891e-004
-22,344	99,988	-480,76	-1,0442e-003
-22,326	99,987	-475,85	-1,0051e-003
-22,309	99,985	-470,94	-9,6656e-004
-22,291	99,984	-466,04	-9,2848e-004
-22,275	99,983	-461,13	-8,9093e-004
-22,259	99,982	-456,23	-8,5389e-004
-22,243	99,98	-451,32	-8,1738e-004
-22,227	99,979	-446,42	-7,8143e-004
-22,5	99,988	-39,278	-9,4356e-004
-22,5	99,987	-44,188	-9,0683e-004
-22,5	99,985	-49,097	-8,7061e-004
-22,5	99,984	-54,007	-8,3489e-004
-22,5	99,983	-58,917	-7,9969e-004
-22,5	99,981	-63,827	-7,6503e-004
-22,5	99,98	-68,736	-7,3089e-004
-21,938	99,957	-235,	-2,658e-005
-21,941	99,957	-230,	-3,1648e-005
-21,943	99,958	-225,	-3,7819e-005
-21,947	99,958	-220,	-4,5073e-005
-21,95	99,958	-215,	-5,3449e-005
-21,954	99,959	-210,	-6,2946e-005
-21,959	99,959	-205,	-7,355e-005
-21,964	99,959	-200,	-8,5237e-005
-21,969	99,96	-195,	-9,7954e-005
-21,975	99,96	-190,	-1,1178e-004
-21,981	99,961	-185,	-1,2666e-004
-21,988	99,961	-180,	-1,4259e-004
-21,995	99,962	-175,	-1,5954e-004
-22,003	99,962	-170,	-1,775e-004
-22,011	99,963	-165,	-1,9645e-004
-22,019	99,963	-160,	-2,1637e-004
-22,028	99,964	-155,	-2,3728e-004
-22,037	99,965	-150,	-2,5913e-004
-22,046	99,965	-145,	-2,819e-004
-22,056	99,966	-140,	-3,0555e-004
-22,067	99,967	-135,	-3,3009e-004
-22,077	99,968	-130,	-3,5552e-004
-22,089	99,969	-125,	-3,8181e-004
-22,1	99,969	-120,	-4,0892e-004
-22,112	99,97	-115,	-4,3684e-004
-22,125	99,971	-110,	-4,6552e-004
-22,137	99,972	-105,	-4,9497e-004
-22,151	99,973	-99,999	-5,2515e-004
-22,164	99,974	-94,999	-5,5604e-004
-22,178	99,975	-90,015	-5,8753e-004
-22,193	99,977	-85,017	-6,1975e-004
-22,208	99,978	-79,999	-6,5273e-004
-22,223	99,979	-74,999	-6,8625e-004
-22,212	99,978	-441,51	-7,4609e-004
-22,197	99,977	-436,58	-7,1122e-004
-22,183	99,976	-431,7	-6,7728e-004
-22,169	99,975	-426,79	-6,4384e-004
-22,156	99,974	-421,89	-6,1102e-004
-22,143	99,973	-416,98	-5,7888e-004
-22,13	99,972	-412,08	-5,4743e-004
-22,118	99,971	-407,17	-5,1672e-004
-22,106	99,97	-402,27	-4,8674e-004
-22,094	99,969	-397,36	-4,575e-004
-22,083	99,968	-392,45	-4,2907e-004
-22,072	99,967	-387,55	-4,0144e-004
-22,062	99,967	-382,64	-3,7465e-004
-22,052	99,966	-377,74	-3,4871e-004
-22,042	99,965	-372,83	-3,2363e-004
-22,033	99,964	-367,93	-2,9942e-004
-22,024	99,964	-363,02	-2,761e-004
-22,016	99,963	-358,11	-2,537e-004
-22,008	99,963	-353,21	-2,3224e-004
-22,	99,962	-348,28	-2,1163e-004
-21,993	99,961	-343,38	-1,9211e-004
-21,986	99,961	-338,49	-1,7359e-004
-21,98	99,96	-333,59	-1,5598e-004
-21,974	99,96	-328,68	-1,394e-004
-21,968	99,96	-323,77	-1,2386e-004
-21,963	99,959	-318,87	-1,0936e-004
-21,958	99,959	-313,96	-9,5878e-005
-21,954	99,958	-309,06	-8,3421e-005
-21,95	99,958	-304,15	-7,2034e-005
-21,946	99,958	-299,25	-6,174e-005
-21,943	99,958	-294,34	-5,2516e-005
-21,94	99,957	-289,43	-4,4338e-005
-21,938	99,957	-284,53	-3,7237e-005
20,171	99,83	-235,08	9,6998e-005
20,464	99,85	-39,655	-8,1983e-004
20,506	99,853	-230,24	9,0626e-005
20,755	99,871	-44,428	-7,8429e-004
19,812	99,806	-225,5	8,7862e-005
20,164	99,83	-49,176	-7,4832e-004
19,675	99,796	-220,72	8,1584e-005
20,107	99,826	-53,984	-7,1301e-004
19,52	99,786	-215,8	7,41e-005
19,902	99,812	-59,056	-6,7608e-004
19,508	99,785	-210,37	6,3947e-005
19,555	99,788	-64,149	-6,3926e-004
19,808	99,805	-205,6	5,2612e-005
19,621	99,793	-68,789	-6,0684e-004
19,653	99,795	-200,65	4,177e-005
19,49	99,784	-73,699	-5,7269e-004
19,498	99,784	-195,69	2,9849e-005
19,646	99,794	-79,27	-5,353e-004
19,343	99,774	-190,74	1,6862e-005
19,438	99,78	-84,233	-5,0194e-004
19,189	99,764	-185,78	2,7844e-006
19,267	99,769	-89,187	-4,6934e-004
18,815	99,74	-181,38	-9,6978e-006
19,122	99,76	-94,134	-4,3746e-004
18,883	99,744	-175,87	-2,8545e-005
18,899	99,745	-99,426	-4,0389e-004
18,583	99,725	-170,2	-4,7857e-005
18,798	99,739	-104,43	-3,7312e-004
18,482	99,718	-165,24	-6,6416e-005
18,711	99,733	-109,4	-3,4327e-004
18,388	99,713	-160,27	-8,6044e-005
18,627	99,728	-114,35	-3,143e-004
18,298	99,707	-155,31	-1,0664e-004
18,55	99,723	-119,28	-2,8621e-004
18,21	99,701	-150,35	-1,2819e-004
18,47	99,718	-124,21	-2,5885e-004
18,123	99,696	-145,4	-1,5066e-004
18,454	99,717	-129,27	-2,3182e-004
18,389	99,713	-139,81	-1,7819e-004
18,27	99,705	-134,39	-2,0483e-004
15,999	99,572	-255,62	1,2429e-004
12,065	99,384	-254,7	1,4031e-004
6,8137	99,215	-254,49	1,5639e-004
6,0119	99,197	-4,8153	-1,1082e-003
10,146	99,311	-5,5096	-1,0983e-003
15,518	99,546	-5,728	-1,0949e-003
17,556	99,662	-31,249	-8,8189e-004
17,573	99,662	-26,511	-9,1941e-004
17,406	99,652	-21,546	-9,5942e-004
17,406	99,653	-16,73	-9,9928e-004
5,467	99,186	-249,04	1,577e-004
4,984	99,178	-243,47	1,5585e-004
4,8687	99,176	-238,48	1,526e-004
4,3697	99,168	-233,21	1,4817e-004
4,3697	99,168	-228,3	1,4242e-004
4,3697	99,168	-223,39	1,3567e-004
4,3697	99,168	-218,48	1,2771e-004
4,3697	99,168	-213,57	1,1878e-004
4,3697	99,168	-208,66	1,0862e-004
4,3697	99,168	-203,76	9,7295e-005
4,3697	99,168	-198,85	8,4831e-005
4,3697	99,168	-193,94	7,1148e-005
4,3697	99,168	-189,03	5,6492e-005
4,3697	99,168	-184,12	4,0737e-005
4,3697	99,168	-179,21	2,3958e-005
4,3697	99,168	-174,3	6,0885e-006
4,3697	99,168	-169,39	-1,2741e-005
4,3697	99,168	-164,48	-3,2524e-005
4,3697	99,168	-159,57	-5,3354e-005
4,3697	99,168	-154,66	-7,5012e-005
4,3697	99,168	-149,75	-9,7856e-005
4,3697	99,168	-144,84	-1,2147e-004
4,3697	99,168	-139,93	-1,4609e-004
4,3697	99,168	-135,02	-1,7159e-004
4,3697	99,168	-130,11	-1,9804e-004
4,3697	99,168	-125,2	-2,2521e-004
4,3697	99,168	-120,29	-2,5334e-004
4,3697	99,168	-115,38	-2,8226e-004
4,3697	99,168	-110,47	-3,1174e-004
4,3697	99,168	-105,56	-3,4206e-004
4,3697	99,168	-100,65	-3,7317e-004
4,3697	99,168	-95,74	-4,0485e-004
4,3697	99,168	-90,831	-4,3726e-004
4,3697	99,168	-85,921	-4,7038e-004
4,3697	99,168	-81,011	-5,0412e-004
4,3697	99,168	-76,101	-5,3863e-004
4,3697	99,168	-71,192	-5,7364e-004
4,3697	99,168	-66,282	-6,0933e-004
4,3697	99,168	-61,372	-6,4557e-004
4,3697	99,168	-56,462	-6,8225e-004
4,7354	99,174	-51,186	-7,2207e-004
4,3697	99,168	-46,643	-7,5724e-004
4,7346	99,174	-42,065	-7,9264e-004
4,6441	99,172	-37,245	-8,3074e-004
4,3697	99,168	-31,913	-8,7381e-004
4,3697	99,168	-27,004	-9,1397e-004
4,5581	99,171	-22,692	-9,4977e-004
4,746	99,174	-18,024	-9,8941e-004
5,467	99,186	-13,372	-1,0295e-003
4,086	99,164	-8,5822	-1,0748e-003
18,054	99,692	-252,09	1,1517e-004
16,478	99,599	-247,66	1,2101e-004
17,079	99,633	-242,34	1,1587e-004
16,976	99,627	-11,154	-1,0468e-003
16,869	99,621	-35,833	-8,4559e-004
