X-Position (mm)	Y-Position (mm)	Z-Position (mm)	Verschiebungskomponente (mm)
19,207	99,765	-246,58	1,0874e-004
19,508	99,785	-243,92	1,062e-004
21,937	99,957	-238,12	9,1714e-005
19,508	99,785	-241,46	1,0481e-004
19,666	99,796	-239,39	1,0271e-004
21,938	99,957	-235,33	8,9413e-005
21,055	99,892	-235,38	9,3372e-005
19,667	99,796	-236,93	1,0081e-004
21,94	99,957	-230,38	8,4479e-005
21,939	99,957	-232,88	8,71e-005
21,056	99,892	-232,92	9,1048e-005
21,223	99,905	-230,5	8,7775e-005
21,943	99,958	-225,42	7,8457e-005
21,942	99,958	-227,92	8,1633e-005
21,225	99,905	-228,05	8,493e-005
20,878	99,88	-225,67	8,3472e-005
21,946	99,958	-220,47	7,1357e-005
21,945	99,958	-222,97	7,5067e-005
20,811	99,875	-220,83	7,686e-005
21,95	99,958	-215,51	6,3167e-005
21,948	99,958	-218,01	6,7434e-005
20,735	99,87	-215,91	6,9115e-005
21,954	99,958	-210,56	5,3884e-005
21,952	99,958	-213,06	5,8698e-005
20,731	99,869	-210,75	5,9498e-005
21,958	99,959	-205,6	4,3529e-005
21,956	99,959	-208,1	4,8887e-005
20,733	99,869	-208,29	5,4484e-005
20,883	99,88	-205,91	4,8755e-005
21,963	99,959	-200,65	3,2116e-005
21,961	99,959	-203,15	3,8004e-005
20,808	99,875	-200,97	3,7756e-005
21,969	99,96	-195,69	1,9682e-005
21,966	99,959	-198,2	2,6084e-005
20,733	99,869	-196,04	2,5709e-005
21,974	99,96	-190,74	6,199e-006
21,971	99,96	-193,24	1,3135e-005
20,658	99,864	-191,11	1,2608e-005
21,98	99,96	-185,79	-8,3506e-006
21,977	99,96	-188,29	-8,7897e-007
20,584	99,859	-186,18	-1,5499e-006
21,987	99,961	-180,83	-2,3929e-005
21,984	99,961	-183,33	-1,594e-005
20,401	99,846	-181,52	-1,5413e-005
21,994	99,961	-175,88	-4,051e-005
21,99	99,961	-178,38	-3,202e-005
20,438	99,849	-176,31	-3,2968e-005
22,001	99,962	-170,92	-5,8088e-005
21,997	99,962	-173,42	-4,9093e-005
20,441	99,849	-173,86	-4,1568e-005
20,292	99,838	-171,02	-5,1219e-005
22,009	99,963	-165,97	-7,6632e-005
22,005	99,962	-168,47	-6,7155e-005
20,296	99,839	-168,57	-6,0334e-005
20,245	99,835	-166,09	-6,9582e-005
22,017	99,963	-161,01	-9,6134e-005
22,013	99,963	-163,51	-8,6171e-005
20,249	99,835	-163,63	-7,9189e-005
20,202	99,832	-161,15	-8,8959e-005
22,026	99,964	-156,06	-1,166e-004
22,021	99,964	-158,56	-1,0615e-004
20,206	99,833	-158,69	-9,904e-005
20,161	99,829	-156,21	-1,0929e-004
22,035	99,965	-151,1	-1,3801e-004
22,03	99,964	-153,6	-1,2709e-004
20,166	99,83	-153,76	-1,1984e-004
20,122	99,827	-151,28	-1,3058e-004
22,044	99,965	-146,15	-1,6033e-004
22,039	99,965	-148,65	-1,4896e-004
20,126	99,827	-148,82	-1,4159e-004
20,083	99,824	-146,34	-1,5275e-004
22,054	99,966	-141,19	-1,8352e-004
22,049	99,966	-143,69	-1,7171e-004
20,088	99,824	-143,89	-1,642e-004
20,221	99,834	-141,1	-1,779e-004
22,064	99,967	-136,24	-2,0757e-004
22,059	99,966	-138,74	-1,9533e-004
20,226	99,834	-138,64	-1,8979e-004
20,166	99,83	-135,93	-2,0299e-004
22,075	99,968	-131,28	-2,3248e-004
22,069	99,967	-133,78	-2,198e-004
20,263	99,836	-130,92	-2,2873e-004
20,172	99,83	-133,48	-2,1534e-004
22,086	99,968	-126,33	-2,5826e-004
22,08	99,968	-128,83	-2,4515e-004
20,277	99,837	-125,93	-2,549e-004
20,269	99,837	-128,46	-2,4151e-004
22,097	99,969	-121,37	-2,8486e-004
22,091	99,969	-123,87	-2,7134e-004
20,322	99,841	-121,01	-2,8165e-004
20,283	99,838	-123,48	-2,6809e-004
22,109	99,97	-116,42	-3,1223e-004
22,103	99,97	-118,92	-2,9832e-004
20,367	99,844	-116,09	-3,0915e-004
20,328	99,841	-118,56	-2,9524e-004
22,121	99,971	-111,46	-3,4039e-004
22,115	99,971	-113,96	-3,2609e-004
20,414	99,847	-111,16	-3,3747e-004
20,373	99,844	-113,64	-3,2311e-004
22,134	99,972	-106,51	-3,6927e-004
22,127	99,972	-109,01	-3,5461e-004
20,464	99,85	-106,22	-3,6661e-004
20,42	99,847	-108,71	-3,518e-004
22,147	99,973	-101,55	-3,9888e-004
22,14	99,973	-104,05	-3,8385e-004
20,521	99,854	-101,27	-3,9656e-004
20,471	99,851	-103,77	-3,8129e-004
22,16	99,974	-96,597	-4,2922e-004
22,153	99,974	-99,097	-4,1382e-004
20,639	99,863	-96,164	-4,2825e-004
20,528	99,855	-98,81	-4,1159e-004
22,174	99,975	-91,65	-4,602e-004
22,167	99,975	-94,142	-4,4451e-004
20,646	99,863	-93,709	-4,4364e-004
22,188	99,976	-86,697	-4,9184e-004
22,181	99,976	-89,195	-4,758e-004
20,726	99,869	-88,781	-4,7518e-004
22,202	99,977	-81,733	-5,2416e-004
22,195	99,977	-84,242	-5,0775e-004
20,818	99,875	-83,849	-5,0735e-004
22,217	99,978	-76,778	-5,5707e-004
22,21	99,978	-79,278	-5,4038e-004
20,929	99,883	-78,913	-5,4022e-004
22,233	99,98	-71,823	-5,9062e-004
22,225	99,979	-74,323	-5,7361e-004
20,859	99,878	-73,673	-5,7542e-004
22,249	99,981	-66,868	-6,248e-004
22,241	99,98	-69,368	-6,0749e-004
20,932	99,884	-68,763	-6,0931e-004
22,265	99,982	-61,913	-6,5948e-004
22,257	99,981	-64,413	-6,4192e-004
20,907	99,882	-63,988	-6,4262e-004
22,281	99,983	-56,958	-6,9473e-004
22,273	99,983	-59,458	-6,7688e-004
21,088	99,895	-58,987	-6,7839e-004
22,298	99,985	-52,003	-7,305e-004
22,29	99,984	-54,503	-7,1238e-004
21,199	99,903	-53,995	-7,1447e-004
22,316	99,986	-47,049	-7,668e-004
22,307	99,985	-49,548	-7,4843e-004
21,236	99,905	-49,137	-7,5001e-004
22,333	99,987	-42,094	-8,0361e-004
22,324	99,987	-44,594	-7,8496e-004
21,541	99,928	-44,308	-7,8613e-004
22,353	99,989	-36,823	-8,4332e-004
22,342	99,988	-39,639	-8,2203e-004
21,404	99,918	-39,467	-8,2228e-004
22,371	99,99	-31,914	-8,8085e-004
21,413	99,918	-37,012	-8,409e-004
19,96	99,816	-32,809	-8,7176e-004
19,616	99,792	-35,101	-8,5373e-004
22,39	99,992	-27,004	-9,1897e-004
19,969	99,816	-30,354	-8,9084e-004
19,977	99,817	-27,985	-9,0942e-004
22,409	99,993	-22,094	-9,578e-004
19,987	99,817	-25,53	-9,2884e-004
19,903	99,812	-23,048	-9,4863e-004
22,429	99,995	-17,184	-9,975e-004
19,913	99,812	-20,593	-9,6848e-004
19,913	99,812	-18,184	-9,8819e-004
22,448	99,996	-12,274	-1,0383e-003
19,923	99,813	-15,729	-1,0085e-003
19,708	99,799	-12,941	-1,032e-003
22,469	99,998	-7,3646	-1,0805e-003
18,99	99,751	-7,7737	-1,0766e-003
19,718	99,799	-10,487	-1,053e-003
19,	99,752	-5,3189	-1,0984e-003
21,565	99,93	-480,19	-9,2089e-004
21,479	99,923	-477,85	-9,0213e-004
21,479	99,923	-475,35	-8,8233e-004
21,399	99,917	-472,89	-8,6287e-004
21,399	99,917	-470,4	-8,4332e-004
21,319	99,911	-467,93	-8,2405e-004
21,319	99,911	-465,43	-8,0476e-004
21,239	99,906	-462,97	-7,8574e-004
21,239	99,906	-460,47	-7,6671e-004
21,16	99,9	-458,01	-7,4795e-004
21,16	99,9	-455,51	-7,2918e-004
22,233	99,98	-448,24	-6,7741e-004
21,378	99,916	-450,37	-6,9148e-004
20,933	99,884	-448,1	-6,7398e-004
20,797	99,874	-446,28	-6,6045e-004
21,402	99,918	-39,827	-8,1955e-004
21,548	99,928	-42,214	-8,0178e-004
21,539	99,928	-44,713	-7,831e-004
21,244	99,906	-47,088	-7,6513e-004
21,235	99,905	-49,588	-7,467e-004
21,206	99,903	-51,992	-7,2906e-004
21,197	99,903	-54,492	-7,1087e-004
21,095	99,895	-57,028	-6,9243e-004
21,087	99,895	-59,528	-6,7452e-004
20,913	99,882	-62,074	-6,5614e-004
20,905	99,882	-64,574	-6,385e-004
20,938	99,884	-66,894	-6,2232e-004
20,93	99,883	-69,394	-6,0494e-004
20,865	99,879	-71,849	-5,879e-004
20,857	99,878	-74,349	-5,7081e-004
20,935	99,884	-77,134	-5,5215e-004
20,927	99,883	-79,634	-5,3541e-004
20,823	99,876	-82,116	-5,1876e-004
20,816	99,875	-84,625	-5,0228e-004
20,73	99,869	-87,102	-4,8601e-004
20,723	99,869	-89,601	-4,6992e-004
20,65	99,864	-92,074	-4,5399e-004
20,643	99,863	-94,566	-4,3825e-004
20,525	99,855	-99,713	-4,0605e-004
20,468	99,851	-104,71	-3,7561e-004
20,418	99,847	-109,7	-3,4598e-004
20,37	99,844	-114,68	-3,1718e-004
20,325	99,841	-119,64	-2,8922e-004
20,28	99,838	-124,61	-2,6201e-004
20,266	99,837	-129,63	-2,3538e-004
20,169	99,83	-134,69	-2,0918e-004
20,223	99,834	-139,91	-1,8364e-004
20,085	99,824	-145,2	-1,5808e-004
20,124	99,827	-150,17	-1,3549e-004
20,163	99,83	-155,15	-1,138e-004
20,204	99,832	-160,14	-9,3086e-005
20,247	99,835	-165,12	-7,3338e-005
20,293	99,839	-170,1	-5,4612e-005
20,439	99,849	-175,44	-3,6007e-005
20,402	99,846	-180,69	-1,8121e-005
20,436	99,848	-177,94	-2,7414e-005
20,585	99,859	-185,39	-3,9464e-006
20,399	99,846	-183,19	-1,007e-005
20,659	99,864	-190,37	1,0507e-005
20,582	99,859	-187,89	3,5994e-006
20,734	99,869	-195,35	2,3871e-005
20,656	99,864	-192,87	1,7514e-005
20,808	99,875	-200,32	3,6182e-005
20,731	99,869	-197,85	3,0348e-005
20,884	99,88	-205,3	4,7416e-005
20,806	99,875	-202,82	4,212e-005
20,731	99,869	-210,19	5,8373e-005
20,735	99,87	-215,4	6,82e-005
20,729	99,869	-212,69	6,325e-005
20,811	99,875	-220,36	7,6132e-005
20,734	99,869	-217,9	7,2505e-005
20,878	99,88	-225,25	8,2897e-005
20,809	99,875	-222,86	7,9871e-005
21,223	99,905	-230,12	8,7351e-005
21,055	99,892	-235,04	9,3068e-005
21,039	99,891	-284,69	8,2168e-005
21,226	99,905	-289,54	7,4298e-005
20,919	99,883	-294,37	6,76e-005
20,898	99,881	-299,23	5,8563e-005
20,832	99,876	-304,14	4,8534e-005
20,752	99,871	-309,14	3,7284e-005
20,574	99,858	-314,14	2,5336e-005
20,624	99,862	-318,9	1,201e-005
20,735	99,869	-324,12	-3,9341e-006
20,66	99,864	-329,05	-1,932e-005
20,586	99,859	-333,98	-3,5797e-005
20,443	99,849	-338,56	-5,1771e-005
20,427	99,848	-343,83	-7,1737e-005
20,431	99,848	-346,27	-8,146e-005
20,344	99,842	-348,75	-9,1174e-005
20,348	99,842	-351,21	-1,0146e-004
20,294	99,839	-353,69	-1,1183e-004
20,298	99,839	-356,15	-1,2253e-004
20,222	99,834	-358,62	-1,3327e-004
20,227	99,834	-361,07	-1,4445e-004
20,151	99,829	-363,55	-1,5569e-004
20,155	99,829	-366,	-1,6734e-004
20,08	99,824	-368,48	-1,7907e-004
20,084	99,824	-370,93	-1,9118e-004
20,165	99,83	-373,6	-2,0485e-004
20,17	99,83	-376,05	-2,1741e-004
20,149	99,829	-378,69	-2,3108e-004
20,154	99,829	-381,14	-2,4408e-004
20,273	99,837	-383,8	-2,5881e-004
20,244	99,835	-388,91	-2,8688e-004
20,279	99,838	-386,26	-2,7225e-004
20,302	99,839	-393,84	-3,1514e-004
20,249	99,835	-391,36	-3,0077e-004
20,206	99,832	-398,9	-3,4459e-004
20,307	99,84	-396,29	-3,2943e-004
20,266	99,837	-403,84	-3,7448e-004
20,211	99,833	-401,36	-3,5929e-004
20,328	99,841	-408,77	-4,0513e-004
20,272	99,837	-406,29	-3,8956e-004
20,393	99,845	-413,71	-4,3652e-004
20,334	99,841	-411,22	-4,2057e-004
20,461	99,85	-418,64	-4,686e-004
20,399	99,846	-416,16	-4,5232e-004
20,572	99,858	-423,57	-5,0147e-004
20,467	99,851	-421,09	-4,8475e-004
20,736	99,87	-428,84	-5,3749e-004
20,579	99,858	-426,02	-5,1796e-004
20,743	99,87	-431,29	-5,543e-004
20,855	99,878	-436,21	-5,8867e-004
20,929	99,883	-441,15	-6,2379e-004
-21,395	99,917	-480,59	-1,0368e-003
-21,577	99,93	-475,74	-9,9941e-004
-21,236	99,905	-470,9	-9,5915e-004
-21,199	99,903	-466,05	-9,2121e-004
-21,088	99,895	-461,06	-8,8228e-004
-20,907	99,882	-456,07	-8,4328e-004
-20,932	99,884	-451,3	-8,0791e-004
-20,859	99,878	-446,39	-7,714e-004
-21,559	99,929	-39,47	-9,3613e-004
-21,478	99,923	-44,278	-8,9955e-004
-21,398	99,917	-49,194	-8,6265e-004
-21,317	99,911	-54,117	-8,2619e-004
-21,237	99,906	-59,039	-7,9024e-004
-21,158	99,9	-63,96	-7,548e-004
-21,158	99,9	-66,415	-7,376e-004
-21,376	99,916	-69,052	-7,2081e-004
-21,034	99,891	-235,2	-1,7618e-005
-21,224	99,905	-232,78	-2,1756e-005
-21,225	99,905	-230,28	-2,4397e-005
-20,917	99,882	-227,89	-2,4193e-005
-20,918	99,883	-225,39	-2,7375e-005
-20,895	99,881	-222,98	-3,0474e-005
-20,897	99,881	-220,48	-3,4196e-005
-20,829	99,876	-218,02	-3,7476e-005
-20,831	99,876	-215,52	-4,1757e-005
-20,75	99,871	-212,98	-4,5621e-005
-20,752	99,871	-210,48	-5,0484e-005
-20,571	99,858	-207,93	-5,3974e-005
-20,573	99,858	-205,43	-5,9383e-005
-20,621	99,861	-203,11	-6,509e-005
-20,623	99,862	-200,61	-7,1023e-005
-20,731	99,869	-197,85	-7,8898e-005
-20,734	99,869	-195,35	-8,5387e-005
-20,656	99,864	-192,87	-9,1357e-005
-20,659	99,864	-190,37	-9,838e-005
-20,487	99,852	-188,21	-1,0305e-004
-20,49	99,852	-185,71	-1,106e-004
-20,439	99,849	-183,25	-1,1778e-004
-20,442	99,849	-180,75	-1,2584e-004
-20,436	99,848	-177,94	-1,3516e-004
-20,439	99,849	-175,44	-1,4376e-004
-20,362	99,843	-170,27	-1,6161e-004
-20,329	99,841	-165,27	-1,8024e-004
-20,303	99,839	-160,31	-1,9979e-004
-20,278	99,837	-155,34	-2,2033e-004
-20,251	99,836	-150,37	-2,4184e-004
-20,248	99,835	-145,33	-2,6477e-004
-20,15	99,829	-140,24	-2,8807e-004
-20,228	99,834	-135,07	-3,1414e-004
-20,223	99,834	-129,94	-3,4028e-004
-20,149	99,829	-124,8	-3,6682e-004
-20,208	99,833	-119,83	-3,9444e-004
-20,269	99,837	-114,84	-4,2285e-004
-20,331	99,841	-109,86	-4,5205e-004
-20,396	99,846	-104,88	-4,8202e-004
-20,464	99,85	-99,897	-5,1268e-004
-20,643	99,863	-94,566	-5,4711e-004
-20,723	99,869	-89,601	-5,7919e-004
-20,65	99,864	-92,074	-5,6289e-004
-20,816	99,875	-84,625	-6,1205e-004
-20,73	99,869	-87,102	-5,9532e-004
-20,927	99,883	-79,634	-6,4577e-004
-20,823	99,876	-82,116	-6,2857e-004
-20,795	99,874	-74,459	-6,7961e-004
-20,935	99,884	-77,134	-6,6255e-004
-20,929	99,883	-441,15	-7,3419e-004
-20,855	99,878	-436,21	-6,9865e-004
-20,743	99,87	-431,29	-6,637e-004
-20,736	99,87	-428,84	-6,4686e-004
-20,523	99,855	-426,26	-6,2771e-004
-20,516	99,854	-423,81	-6,1118e-004
-20,552	99,857	-421,44	-5,9568e-004
-20,546	99,856	-418,99	-5,7947e-004
-20,459	99,85	-416,51	-5,6266e-004
-20,453	99,85	-414,06	-5,468e-004
-20,366	99,844	-411,58	-5,3034e-004
-20,36	99,843	-409,13	-5,1484e-004
-20,274	99,837	-406,66	-4,9873e-004
-20,268	99,837	-404,2	-4,836e-004
-20,182	99,831	-401,73	-4,6786e-004
-20,176	99,83	-399,28	-4,5309e-004
-20,224	99,834	-396,63	-4,3783e-004
-20,218	99,833	-394,18	-4,2349e-004
-20,185	99,831	-391,69	-4,0889e-004
-20,179	99,831	-389,24	-3,9495e-004
-20,172	99,83	-386,64	-3,8036e-004
-20,284	99,838	-381,49	-3,5329e-004
-20,167	99,83	-384,18	-3,6687e-004
-20,234	99,834	-376,38	-3,2602e-004
-20,279	99,838	-379,03	-3,4025e-004
-20,273	99,837	-371,45	-3,0131e-004
-20,23	99,834	-373,93	-3,1341e-004
-20,167	99,83	-366,37	-2,7552e-004
-20,269	99,837	-369,	-2,8914e-004
-20,208	99,833	-361,44	-2,5266e-004
-20,163	99,83	-363,92	-2,6383e-004
-20,25	99,835	-356,5	-2,3073e-004
-20,204	99,832	-358,99	-2,4142e-004
-20,289	99,838	-351,57	-2,0978e-004
-20,246	99,835	-354,05	-2,1997e-004
-20,431	99,848	-346,27	-1,8921e-004
-20,285	99,838	-349,11	-1,9943e-004
-20,427	99,848	-343,83	-1,7948e-004
-20,41	99,847	-338,65	-1,5959e-004
-20,464	99,85	-333,75	-1,4242e-004
-20,66	99,864	-329,05	-1,283e-004
-20,735	99,869	-324,12	-1,1328e-004
-20,809	99,875	-319,19	-9,9336e-005
-20,734	99,869	-311,88	-7,8771e-005
-20,885	99,88	-314,27	-8,6415e-005
-20,732	99,869	-309,43	-7,2608e-005
-20,736	99,87	-304,27	-6,0619e-005
-20,812	99,875	-299,36	-5,1007e-005
-21,226	99,905	-292,15	-4,1795e-005
-20,879	99,88	-294,52	-4,2517e-005
-21,066	99,893	-287,29	-3,2626e-005
-21,225	99,905	-289,69	-3,7801e-005
-21,065	99,893	-284,84	-2,9151e-005
20,339	99,842	-232,66	9,3938e-005
18,784	99,738	-236,64	1,0442e-004
17,668	99,668	-233,51	1,0641e-004
20,609	99,861	-42,041	-8,0199e-004
18,667	99,73	-37,744	-8,3254e-004
17,793	99,676	-40,044	-8,1406e-004
20,159	99,829	-227,87	8,9375e-005
17,835	99,678	-231,09	1,0322e-004
17,756	99,674	-228,61	1,0068e-004
20,46	99,85	-46,802	-7,6626e-004
17,939	99,685	-42,431	-7,9609e-004
18,059	99,692	-45,1	-7,7608e-004
19,744	99,801	-223,11	8,4845e-005
17,565	99,662	-224,04	9,5511e-005
17,409	99,653	-226,24	9,9175e-005
20,135	99,828	-51,58	-7,3061e-004
17,763	99,674	-47,474	-7,5796e-004
17,958	99,686	-49,911	-7,4006e-004
19,598	99,791	-218,26	7,7973e-005
17,496	99,658	-221,65	9,2337e-005
17,086	99,634	-219,1	9,0034e-005
20,004	99,819	-56,52	-6,9448e-004
17,929	99,684	-52,315	-7,2228e-004
17,478	99,657	-54,634	-7,0464e-004
19,514	99,786	-213,09	6,9179e-005
17,009	99,629	-216,64	8,6231e-005
17,295	99,646	-214,19	8,0619e-005
19,728	99,8	-61,603	-6,5761e-004
17,376	99,651	-57,17	-6,8599e-004
17,623	99,666	-59,92	-6,6644e-004
19,658	99,795	-207,99	5,8389e-005
17,288	99,646	-211,48	7,5464e-005
16,943	99,625	-208,77	7,1363e-005
19,588	99,79	-66,469	-6,2299e-004
17,449	99,655	-62,467	-6,479e-004
17,29	99,646	-64,98	-6,2973e-004
19,73	99,8	-203,13	4,7316e-005
17,016	99,63	-203,9	6,0365e-005
17,094	99,634	-206,38	6,5668e-005
19,555	99,788	-71,244	-5,897e-004
17,323	99,648	-67,299	-6,1338e-004
17,048	99,631	-69,667	-5,9628e-004
19,575	99,79	-198,17	3,5937e-005
16,938	99,625	-201,42	5,4835e-005
17,179	99,639	-199,08	4,8068e-005
19,568	99,789	-76,485	-5,5389e-004
16,983	99,628	-72,123	-5,7906e-004
16,895	99,623	-74,6	-5,6177e-004
19,42	99,779	-193,21	2,3495e-005
17,102	99,635	-196,61	4,2007e-005
16,936	99,625	-194,31	3,6488e-005
19,542	99,787	-81,752	-5,1854e-004
16,973	99,627	-77,385	-5,4286e-004
16,882	99,622	-79,848	-5,26e-004
19,266	99,769	-188,26	9,9686e-006
16,859	99,62	-191,84	2,9902e-005
16,719	99,612	-189,42	2,3495e-005
19,353	99,775	-86,71	-4,8555e-004
16,778	99,616	-82,33	-5,0916e-004
16,856	99,62	-85,127	-4,9073e-004
19,002	99,752	-183,58	-3,3465e-006
16,642	99,608	-186,94	1,6366e-005
16,553	99,603	-184,47	9,0087e-006
19,195	99,764	-91,66	-4,533e-004
16,771	99,615	-87,604	-4,743e-004
16,68	99,61	-90,019	-4,5836e-004
18,849	99,742	-178,63	-1,8967e-005
16,366	99,593	-182,27	2,6479e-006
16,285	99,588	-179,79	-5,2436e-006
19,01	99,752	-96,78	-4,2059e-004
16,607	99,606	-92,492	-4,423e-004
16,577	99,604	-94,957	-4,2648e-004
18,733	99,734	-173,04	-3,8028e-005
16,319	99,59	-177,04	-1,4799e-005
16,238	99,585	-174,56	-2,3238e-005
18,849	99,742	-101,93	-3,8842e-004
16,466	99,598	-97,603	-4,0955e-004
16,404	99,595	-100,08	-3,9397e-004
18,533	99,722	-167,72	-5,7017e-005
16,088	99,577	-171,73	-3,2998e-005
16,034	99,574	-169,24	-4,2118e-005
18,754	99,736	-106,92	-3,581e-004
16,354	99,592	-102,58	-3,7842e-004
16,281	99,588	-105,09	-3,6294e-004
18,435	99,716	-162,76	-7,6111e-005
15,984	99,571	-166,76	-5,1475e-005
15,955	99,57	-164,25	-6,1298e-005
18,669	99,73	-111,88	-3,287e-004
16,237	99,585	-107,57	-3,4787e-004
16,158	99,581	-110,08	-3,3272e-004
18,343	99,71	-157,79	-9,622e-005
15,908	99,567	-161,76	-7,1191e-005
15,806	99,562	-159,3	-8,1049e-005
18,588	99,725	-116,82	-3,0017e-004
16,116	99,579	-112,56	-3,1808e-004
16,051	99,575	-115,	-3,0371e-004
18,254	99,704	-152,83	-1,1729e-004
15,761	99,559	-156,82	-9,1447e-005
15,71	99,557	-154,34	-1,0201e-004
18,51	99,72	-121,75	-2,7244e-004
16,013	99,573	-117,47	-2,895e-004
15,953	99,57	-119,91	-2,7556e-004
18,166	99,699	-147,87	-1,3931e-004
15,666	99,554	-151,86	-1,1286e-004
15,65	99,553	-149,32	-1,2435e-004
18,462	99,717	-126,74	-2,4523e-004
15,913	99,568	-122,37	-2,6172e-004
15,836	99,563	-124,84	-2,4791e-004
18,256	99,704	-142,6	-1,6428e-004
15,607	99,551	-146,84	-1,3567e-004
15,393	99,54	-143,9	-1,4891e-004
18,362	99,711	-131,83	-2,1821e-004
15,828	99,563	-127,37	-2,3422e-004
15,975	99,571	-130,18	-2,1968e-004
18,33	99,709	-137,1	-1,9138e-004
15,526	99,547	-141,11	-1,6282e-004
15,939	99,569	-138,24	-1,7829e-004
15,883	99,566	-132,74	-2,0605e-004
15,88	99,566	-135,53	-1,9174e-004
14,032	99,471	-255,16	1,3254e-004
17,027	99,63	-253,86	1,1984e-004
9,4397	99,287	-254,6	1,4947e-004
15,06	99,522	-253,4	1,2827e-004
11,518	99,362	-252,	1,4216e-004
6,1404	99,2	-251,77	1,5735e-004
8,8925	99,27	-251,89	1,5089e-004
8,0792	99,247	-5,1625	-1,1029e-003
5,049	99,179	-6,6987	-1,0913e-003
12,833	99,416	-5,6188	-1,0963e-003
7,1164	99,222	-7,0459	-1,0859e-003
10,722	99,332	-8,2644	-1,0726e-003
16,247	99,586	-8,4409	-1,0705e-003
13,408	99,442	-8,3736	-1,0711e-003
17,564	99,662	-28,88	-9,0057e-004
17,213	99,641	-33,541	-8,6369e-004
15,225	99,531	-29,707	-8,9235e-004
15,219	99,531	-32,04	-8,7386e-004
17,489	99,657	-24,029	-9,3929e-004
15,233	99,531	-27,339	-9,1127e-004
15,27	99,533	-25,078	-9,2953e-004
17,406	99,653	-19,138	-9,7923e-004
15,187	99,529	-22,595	-9,4971e-004
15,243	99,532	-20,29	-9,6875e-004
17,191	99,64	-13,942	-1,0228e-003
15,243	99,532	-17,882	-9,8886e-004
15,521	99,547	-15,789	-1,0066e-003
5,2255	99,182	-246,25	1,5698e-004
8,2192	99,251	-249,17	1,5211e-004
7,1567	99,223	-247,2	1,5407e-004
4,9264	99,177	-240,98	1,544e-004
6,9153	99,217	-244,41	1,5327e-004
7,1659	99,223	-242,28	1,5159e-004
4,6192	99,172	-235,85	1,5057e-004
7,1082	99,222	-239,79	1,4998e-004
7,3128	99,227	-236,74	1,4713e-004
4,3697	99,168	-230,76	1,454e-004
7,0633	99,22	-234,1	1,4521e-004
6,4878	99,207	-231,71	1,4377e-004
4,3697	99,168	-225,85	1,3922e-004
6,4878	99,207	-229,25	1,4095e-004
6,3938	99,205	-227,32	1,3866e-004
4,3697	99,168	-220,94	1,3184e-004
6,3938	99,205	-224,87	1,3536e-004
6,3721	99,205	-222,57	1,3202e-004
4,3697	99,168	-216,03	1,2342e-004
6,3721	99,205	-220,12	1,2808e-004
6,8205	99,215	-217,57	1,2291e-004
4,3697	99,168	-211,12	1,1386e-004
6,8205	99,215	-215,12	1,1851e-004
6,4057	99,205	-212,59	1,1436e-004
4,3697	99,168	-206,21	1,0312e-004
6,4057	99,205	-210,13	1,0933e-004
6,8874	99,216	-207,49	1,027e-004
4,3697	99,168	-201,3	9,1211e-005
6,8874	99,216	-205,04	9,7157e-005
6,729	99,213	-202,75	9,1913e-005
4,3697	99,168	-196,39	7,8148e-005
6,729	99,213	-200,3	8,5785e-005
6,334	99,204	-197,84	7,9942e-005
4,3697	99,168	-191,48	6,3983e-005
6,334	99,204	-195,38	7,3181e-005
6,8788	99,216	-192,91	6,525e-005
4,3697	99,168	-186,57	4,8773e-005
6,8788	99,216	-190,46	5,79e-005
6,7477	99,213	-187,61	4,9391e-005
4,3697	99,168	-181,66	3,2372e-005
6,7477	99,213	-185,15	4,1536e-005
6,693	99,212	-182,87	3,4052e-005
4,3697	99,168	-176,75	1,5146e-005
6,693	99,212	-180,42	2,57e-005
6,6541	99,211	-177,97	1,7213e-005
4,3697	99,168	-171,84	-3,174e-006
6,6541	99,211	-175,51	8,275e-006
6,6323	99,21	-173,01	-9,6029e-007
4,3697	99,168	-166,93	-2,2518e-005
6,6323	99,21	-170,55	-1,0334e-005
6,5807	99,209	-168,05	-2,012e-005
4,3697	99,168	-162,02	-4,2793e-005
6,5807	99,209	-165,59	-2,995e-005
6,5438	99,208	-163,06	-4,0317e-005
4,3697	99,168	-157,11	-6,4055e-005
6,5438	99,208	-160,61	-5,0691e-005
6,5028	99,208	-158,5	-5,973e-005
4,3697	99,168	-152,2	-8,6306e-005
6,5028	99,208	-156,04	-7,052e-005
6,472	99,207	-153,08	-8,3843e-005
4,3697	99,168	-147,29	-1,0947e-004
6,472	99,207	-150,62	-9,5247e-005
6,4304	99,206	-148,25	-1,0632e-004
4,3697	99,168	-142,38	-1,3364e-004
6,4304	99,206	-145,8	-1,1812e-004
6,0912	99,199	-143,54	-1,2887e-004
4,3697	99,168	-137,47	-1,5871e-004
6,0912	99,199	-141,08	-1,4109e-004
6,5408	99,208	-139,02	-1,5208e-004
4,3697	99,168	-132,56	-1,8473e-004
6,5408	99,208	-136,57	-1,6472e-004
6,5773	99,209	-133,99	-1,7831e-004
4,3697	99,168	-127,65	-2,1161e-004
6,5773	99,209	-131,54	-1,9146e-004
6,5672	99,209	-128,95	-2,0551e-004
4,3697	99,168	-122,74	-2,392e-004
6,5672	99,209	-126,5	-2,1906e-004
6,6174	99,21	-123,82	-2,3415e-004
4,3697	99,168	-117,83	-2,6767e-004
