Simulation Number,ExitSlit.openingHeight,CPMU20.photonEnergy,PG.cFactor,PG.orderDiffraction,CPMU20.numberRays
271,0.03,1170.0,5.0,1,100000.0
272,0.03,1180.0,1.5,1,100000.0
273,0.03,1180.0,2.25,1,100000.0
274,0.03,1180.0,3.0,1,100000.0
275,0.03,1180.0,5.0,1,100000.0
276,0.03,1190.0,1.5,1,100000.0
277,0.03,1190.0,2.25,1,100000.0
278,0.03,1190.0,3.0,1,100000.0
279,0.03,1190.0,5.0,1,100000.0
280,0.03,1200.0,1.5,1,100000.0
281,0.03,1200.0,2.25,1,100000.0
282,0.03,1200.0,3.0,1,100000.0
283,0.03,1200.0,5.0,1,100000.0
284,0.03,1210.0,1.5,1,100000.0
285,0.03,1210.0,2.25,1,100000.0
286,0.03,1210.0,3.0,1,100000.0
287,0.03,1210.0,5.0,1,100000.0
288,0.03,1220.0,1.5,1,100000.0
289,0.03,1220.0,2.25,1,100000.0
290,0.03,1220.0,3.0,1,100000.0
291,0.03,1220.0,5.0,1,100000.0
292,0.03,1230.0,1.5,1,100000.0
293,0.03,1230.0,2.25,1,100000.0
294,0.03,1230.0,3.0,1,100000.0
295,0.03,1230.0,5.0,1,100000.0
296,0.03,1240.0,1.5,1,100000.0
297,0.03,1240.0,2.25,1,100000.0
298,0.03,1240.0,3.0,1,100000.0
299,0.03,1240.0,5.0,1,100000.0
300,0.03,1250.0,1.5,1,100000.0
301,0.03,1250.0,2.25,1,100000.0
302,0.03,1250.0,3.0,1,100000.0
303,0.03,1250.0,5.0,1,100000.0
304,0.03,1260.0,1.5,1,100000.0
305,0.03,1260.0,2.25,1,100000.0
306,0.03,1260.0,3.0,1,100000.0
307,0.03,1260.0,5.0,1,100000.0
308,0.03,1270.0,1.5,1,100000.0
309,0.03,1270.0,2.25,1,100000.0
310,0.03,1270.0,3.0,1,100000.0
311,0.03,1270.0,5.0,1,100000.0
312,0.03,1280.0,1.5,1,100000.0
313,0.03,1280.0,2.25,1,100000.0
314,0.03,1280.0,3.0,1,100000.0
315,0.03,1280.0,5.0,1,100000.0
316,0.03,1290.0,1.5,1,100000.0
317,0.03,1290.0,2.25,1,100000.0
318,0.03,1290.0,3.0,1,100000.0
319,0.03,1290.0,5.0,1,100000.0
320,0.03,1300.0,1.5,1,100000.0
321,0.03,1300.0,2.25,1,100000.0
322,0.03,1300.0,3.0,1,100000.0
323,0.03,1300.0,5.0,1,100000.0
324,0.03,1310.0,1.5,1,100000.0
325,0.03,1310.0,2.25,1,100000.0
326,0.03,1310.0,3.0,1,100000.0
327,0.03,1310.0,5.0,1,100000.0
328,0.03,1320.0,1.5,1,100000.0
329,0.03,1320.0,2.25,1,100000.0
330,0.03,1320.0,3.0,1,100000.0
331,0.03,1320.0,5.0,1,100000.0
332,0.03,1330.0,1.5,1,100000.0
333,0.03,1330.0,2.25,1,100000.0
334,0.03,1330.0,3.0,1,100000.0
335,0.03,1330.0,5.0,1,100000.0
336,0.03,1340.0,1.5,1,100000.0
337,0.03,1340.0,2.25,1,100000.0
338,0.03,1340.0,3.0,1,100000.0
339,0.03,1340.0,5.0,1,100000.0
340,0.03,1350.0,1.5,1,100000.0
341,0.03,1350.0,2.25,1,100000.0
342,0.03,1350.0,3.0,1,100000.0
343,0.03,1350.0,5.0,1,100000.0
344,0.03,1360.0,1.5,1,100000.0
345,0.03,1360.0,2.25,1,100000.0
346,0.03,1360.0,3.0,1,100000.0
347,0.03,1360.0,5.0,1,100000.0
348,0.03,1370.0,1.5,1,100000.0
349,0.03,1370.0,2.25,1,100000.0
350,0.03,1370.0,3.0,1,100000.0
351,0.03,1370.0,5.0,1,100000.0
352,0.03,1380.0,1.5,1,100000.0
353,0.03,1380.0,2.25,1,100000.0
354,0.03,1380.0,3.0,1,100000.0
355,0.03,1380.0,5.0,1,100000.0
356,0.03,1390.0,1.5,1,100000.0
357,0.03,1390.0,2.25,1,100000.0
358,0.03,1390.0,3.0,1,100000.0
359,0.03,1390.0,5.0,1,100000.0
360,0.03,1400.0,1.5,1,100000.0
361,0.03,1400.0,2.25,1,100000.0
362,0.03,1400.0,3.0,1,100000.0
363,0.03,1400.0,5.0,1,100000.0
364,0.03,1410.0,1.5,1,100000.0
365,0.03,1410.0,2.25,1,100000.0
366,0.03,1410.0,3.0,1,100000.0
367,0.03,1410.0,5.0,1,100000.0
368,0.03,1420.0,1.5,1,100000.0
369,0.03,1420.0,2.25,1,100000.0
370,0.03,1420.0,3.0,1,100000.0
371,0.03,1420.0,5.0,1,100000.0
372,0.03,1430.0,1.5,1,100000.0
373,0.03,1430.0,2.25,1,100000.0
374,0.03,1430.0,3.0,1,100000.0
375,0.03,1430.0,5.0,1,100000.0
376,0.03,1440.0,1.5,1,100000.0
377,0.03,1440.0,2.25,1,100000.0
378,0.03,1440.0,3.0,1,100000.0
379,0.03,1440.0,5.0,1,100000.0
380,0.03,1450.0,1.5,1,100000.0
381,0.03,1450.0,2.25,1,100000.0
382,0.03,1450.0,3.0,1,100000.0
383,0.03,1450.0,5.0,1,100000.0
384,0.03,1460.0,1.5,1,100000.0
385,0.03,1460.0,2.25,1,100000.0
386,0.03,1460.0,3.0,1,100000.0
387,0.03,1460.0,5.0,1,100000.0
388,0.03,1470.0,1.5,1,100000.0
389,0.03,1470.0,2.25,1,100000.0
390,0.03,1470.0,3.0,1,100000.0
391,0.03,1470.0,5.0,1,100000.0
392,0.03,1480.0,1.5,1,100000.0
393,0.03,1480.0,2.25,1,100000.0
394,0.03,1480.0,3.0,1,100000.0
395,0.03,1480.0,5.0,1,100000.0
396,0.03,1490.0,1.5,1,100000.0
397,0.03,1490.0,2.25,1,100000.0
398,0.03,1490.0,3.0,1,100000.0
399,0.03,1490.0,5.0,1,100000.0
400,0.03,1500.0,1.5,1,100000.0
401,0.03,1500.0,2.25,1,100000.0
402,0.03,1500.0,3.0,1,100000.0
403,0.03,1500.0,5.0,1,100000.0
404,0.03,1510.0,1.5,1,100000.0
405,0.03,1510.0,2.25,1,100000.0
406,0.03,1510.0,3.0,1,100000.0
407,0.03,1510.0,5.0,1,100000.0
408,0.03,1520.0,1.5,1,100000.0
409,0.03,1520.0,2.25,1,100000.0
410,0.03,1520.0,3.0,1,100000.0
411,0.03,1520.0,5.0,1,100000.0
412,0.03,1530.0,1.5,1,100000.0
413,0.03,1530.0,2.25,1,100000.0
414,0.03,1530.0,3.0,1,100000.0
415,0.03,1530.0,5.0,1,100000.0
416,0.03,1540.0,1.5,1,100000.0
417,0.03,1540.0,2.25,1,100000.0
418,0.03,1540.0,3.0,1,100000.0
419,0.03,1540.0,5.0,1,100000.0
420,0.03,1550.0,1.5,1,100000.0
421,0.03,1550.0,2.25,1,100000.0
422,0.03,1550.0,3.0,1,100000.0
423,0.03,1550.0,5.0,1,100000.0
424,0.03,1560.0,1.5,1,100000.0
425,0.03,1560.0,2.25,1,100000.0
426,0.03,1560.0,3.0,1,100000.0
427,0.03,1560.0,5.0,1,100000.0
428,0.03,1570.0,1.5,1,100000.0
429,0.03,1570.0,2.25,1,100000.0
430,0.03,1570.0,3.0,1,100000.0
431,0.03,1570.0,5.0,1,100000.0
432,0.03,1580.0,1.5,1,100000.0
433,0.03,1580.0,2.25,1,100000.0
434,0.03,1580.0,3.0,1,100000.0
435,0.03,1580.0,5.0,1,100000.0
436,0.03,1590.0,1.5,1,100000.0
437,0.03,1590.0,2.25,1,100000.0
438,0.03,1590.0,3.0,1,100000.0
439,0.03,1590.0,5.0,1,100000.0
440,0.03,1600.0,1.5,1,100000.0
441,0.03,1600.0,2.25,1,100000.0
442,0.03,1600.0,3.0,1,100000.0
443,0.03,1600.0,5.0,1,100000.0
444,0.03,1610.0,1.5,1,100000.0
445,0.03,1610.0,2.25,1,100000.0
446,0.03,1610.0,3.0,1,100000.0
447,0.03,1610.0,5.0,1,100000.0
448,0.03,1620.0,1.5,1,100000.0
449,0.03,1620.0,2.25,1,100000.0
450,0.03,1620.0,3.0,1,100000.0
451,0.03,1620.0,5.0,1,100000.0
452,0.03,1630.0,1.5,1,100000.0
453,0.03,1630.0,2.25,1,100000.0
454,0.03,1630.0,3.0,1,100000.0
455,0.03,1630.0,5.0,1,100000.0
456,0.03,1640.0,1.5,1,100000.0
457,0.03,1640.0,2.25,1,100000.0
458,0.03,1640.0,3.0,1,100000.0
459,0.03,1640.0,5.0,1,100000.0
460,0.03,1650.0,1.5,1,100000.0
461,0.03,1650.0,2.25,1,100000.0
462,0.03,1650.0,3.0,1,100000.0
463,0.03,1650.0,5.0,1,100000.0
464,0.03,1660.0,1.5,1,100000.0
465,0.03,1660.0,2.25,1,100000.0
466,0.03,1660.0,3.0,1,100000.0
467,0.03,1660.0,5.0,1,100000.0
468,0.03,1670.0,1.5,1,100000.0
469,0.03,1670.0,2.25,1,100000.0
470,0.03,1670.0,3.0,1,100000.0
471,0.03,1670.0,5.0,1,100000.0
472,0.03,1680.0,1.5,1,100000.0
473,0.03,1680.0,2.25,1,100000.0
474,0.03,1680.0,3.0,1,100000.0
475,0.03,1680.0,5.0,1,100000.0
476,0.03,1690.0,1.5,1,100000.0
477,0.03,1690.0,2.25,1,100000.0
478,0.03,1690.0,3.0,1,100000.0
479,0.03,1690.0,5.0,1,100000.0
480,0.03,1700.0,1.5,1,100000.0
481,0.03,1700.0,2.25,1,100000.0
482,0.03,1700.0,3.0,1,100000.0
483,0.03,1700.0,5.0,1,100000.0
484,0.03,1710.0,1.5,1,100000.0
485,0.03,1710.0,2.25,1,100000.0
486,0.03,1710.0,3.0,1,100000.0
487,0.03,1710.0,5.0,1,100000.0
488,0.03,1720.0,1.5,1,100000.0
489,0.03,1720.0,2.25,1,100000.0
490,0.03,1720.0,3.0,1,100000.0
491,0.03,1720.0,5.0,1,100000.0
492,0.03,1730.0,1.5,1,100000.0
493,0.03,1730.0,2.25,1,100000.0
494,0.03,1730.0,3.0,1,100000.0
495,0.03,1730.0,5.0,1,100000.0
496,0.03,1740.0,1.5,1,100000.0
497,0.03,1740.0,2.25,1,100000.0
498,0.03,1740.0,3.0,1,100000.0
499,0.03,1740.0,5.0,1,100000.0
500,0.03,1750.0,1.5,1,100000.0
501,0.03,1750.0,2.25,1,100000.0
502,0.03,1750.0,3.0,1,100000.0
503,0.03,1750.0,5.0,1,100000.0
504,0.03,1760.0,1.5,1,100000.0
505,0.03,1760.0,2.25,1,100000.0
506,0.03,1760.0,3.0,1,100000.0
507,0.03,1760.0,5.0,1,100000.0
508,0.03,1770.0,1.5,1,100000.0
509,0.03,1770.0,2.25,1,100000.0
510,0.03,1770.0,3.0,1,100000.0
511,0.03,1770.0,5.0,1,100000.0
512,0.03,1780.0,1.5,1,100000.0
513,0.03,1780.0,2.25,1,100000.0
514,0.03,1780.0,3.0,1,100000.0
515,0.03,1780.0,5.0,1,100000.0
516,0.03,1790.0,1.5,1,100000.0
517,0.03,1790.0,2.25,1,100000.0
518,0.03,1790.0,3.0,1,100000.0
519,0.03,1790.0,5.0,1,100000.0
520,0.03,1800.0,1.5,1,100000.0
521,0.03,1800.0,2.25,1,100000.0
522,0.03,1800.0,3.0,1,100000.0
523,0.03,1800.0,5.0,1,100000.0
524,0.03,1810.0,1.5,1,100000.0
525,0.03,1810.0,2.25,1,100000.0
526,0.03,1810.0,3.0,1,100000.0
527,0.03,1810.0,5.0,1,100000.0
528,0.03,1820.0,1.5,1,100000.0
529,0.03,1820.0,2.25,1,100000.0
530,0.03,1820.0,3.0,1,100000.0
531,0.03,1820.0,5.0,1,100000.0
532,0.03,1830.0,1.5,1,100000.0
533,0.03,1830.0,2.25,1,100000.0
534,0.03,1830.0,3.0,1,100000.0
535,0.03,1830.0,5.0,1,100000.0
536,0.03,1840.0,1.5,1,100000.0
537,0.03,1840.0,2.25,1,100000.0
538,0.03,1840.0,3.0,1,100000.0
539,0.03,1840.0,5.0,1,100000.0
540,0.03,1850.0,1.5,1,100000.0
541,0.03,1850.0,2.25,1,100000.0
542,0.03,1850.0,3.0,1,100000.0
543,0.03,1850.0,5.0,1,100000.0
544,0.03,1860.0,1.5,1,100000.0
545,0.03,1860.0,2.25,1,100000.0
546,0.03,1860.0,3.0,1,100000.0
547,0.03,1860.0,5.0,1,100000.0
548,0.03,1870.0,1.5,1,100000.0
549,0.03,1870.0,2.25,1,100000.0
550,0.03,1870.0,3.0,1,100000.0
551,0.03,1870.0,5.0,1,100000.0
552,0.03,1880.0,1.5,1,100000.0
553,0.03,1880.0,2.25,1,100000.0
554,0.03,1880.0,3.0,1,100000.0
555,0.03,1880.0,5.0,1,100000.0
556,0.03,1890.0,1.5,1,100000.0
557,0.03,1890.0,2.25,1,100000.0
558,0.03,1890.0,3.0,1,100000.0
559,0.03,1890.0,5.0,1,100000.0
560,0.03,1900.0,1.5,1,100000.0
561,0.03,1900.0,2.25,1,100000.0
562,0.03,1900.0,3.0,1,100000.0
563,0.03,1900.0,5.0,1,100000.0
564,0.03,1910.0,1.5,1,100000.0
565,0.03,1910.0,2.25,1,100000.0
566,0.03,1910.0,3.0,1,100000.0
567,0.03,1910.0,5.0,1,100000.0
568,0.03,1920.0,1.5,1,100000.0
569,0.03,1920.0,2.25,1,100000.0
570,0.03,1920.0,3.0,1,100000.0
571,0.03,1920.0,5.0,1,100000.0
572,0.03,1930.0,1.5,1,100000.0
573,0.03,1930.0,2.25,1,100000.0
574,0.03,1930.0,3.0,1,100000.0
575,0.03,1930.0,5.0,1,100000.0
576,0.03,1940.0,1.5,1,100000.0
577,0.03,1940.0,2.25,1,100000.0
578,0.03,1940.0,3.0,1,100000.0
579,0.03,1940.0,5.0,1,100000.0
580,0.03,1950.0,1.5,1,100000.0
581,0.03,1950.0,2.25,1,100000.0
582,0.03,1950.0,3.0,1,100000.0
583,0.03,1950.0,5.0,1,100000.0
584,0.03,1960.0,1.5,1,100000.0
585,0.03,1960.0,2.25,1,100000.0
586,0.03,1960.0,3.0,1,100000.0
587,0.03,1960.0,5.0,1,100000.0
588,0.03,1970.0,1.5,1,100000.0
589,0.03,1970.0,2.25,1,100000.0
590,0.03,1970.0,3.0,1,100000.0
591,0.03,1970.0,5.0,1,100000.0
592,0.03,1980.0,1.5,1,100000.0
593,0.03,1980.0,2.25,1,100000.0
594,0.03,1980.0,3.0,1,100000.0
595,0.03,1980.0,5.0,1,100000.0
596,0.03,1990.0,1.5,1,100000.0
597,0.03,1990.0,2.25,1,100000.0
598,0.03,1990.0,3.0,1,100000.0
599,0.03,1990.0,5.0,1,100000.0
600,0.03,2000.0,1.5,1,100000.0
601,0.03,2000.0,2.25,1,100000.0
602,0.03,2000.0,3.0,1,100000.0
603,0.03,2000.0,5.0,1,100000.0
604,0.03,2010.0,1.5,1,100000.0
605,0.03,2010.0,2.25,1,100000.0
606,0.03,2010.0,3.0,1,100000.0
607,0.03,2010.0,5.0,1,100000.0
608,0.03,2020.0,1.5,1,100000.0
609,0.03,2020.0,2.25,1,100000.0
610,0.03,2020.0,3.0,1,100000.0
611,0.03,2020.0,5.0,1,100000.0
612,0.03,2030.0,1.5,1,100000.0
613,0.03,2030.0,2.25,1,100000.0
614,0.03,2030.0,3.0,1,100000.0
615,0.03,2030.0,5.0,1,100000.0
616,0.03,2040.0,1.5,1,100000.0
617,0.03,2040.0,2.25,1,100000.0
618,0.03,2040.0,3.0,1,100000.0
619,0.03,2040.0,5.0,1,100000.0
620,0.03,2050.0,1.5,1,100000.0
621,0.03,2050.0,2.25,1,100000.0
622,0.03,2050.0,3.0,1,100000.0
623,0.03,2050.0,5.0,1,100000.0
624,0.03,2060.0,1.5,1,100000.0
625,0.03,2060.0,2.25,1,100000.0
626,0.03,2060.0,3.0,1,100000.0
627,0.03,2060.0,5.0,1,100000.0
628,0.03,2070.0,1.5,1,100000.0
629,0.03,2070.0,2.25,1,100000.0
630,0.03,2070.0,3.0,1,100000.0
631,0.03,2070.0,5.0,1,100000.0
632,0.03,2080.0,1.5,1,100000.0
633,0.03,2080.0,2.25,1,100000.0
634,0.03,2080.0,3.0,1,100000.0
635,0.03,2080.0,5.0,1,100000.0
636,0.03,2090.0,1.5,1,100000.0
637,0.03,2090.0,2.25,1,100000.0
638,0.03,2090.0,3.0,1,100000.0
